phase	decode_step	layer_id	input_shape	input_dtype	output_sha256	materialized_tensor_count	weight_bytes	kv_key_sha256	kv_value_sha256	peak_allocated	peak_reserved	post_release_allocated	post_release_reserved
DECODE	0	0	[1, 1, 2048]	torch.bfloat16	78b8151e964cd8dd46daf1b4aeb06111d009f876e3c3ccdf654c9e0ab67c998b	393	1246241280	a4e6ac435de866747f5444b6ceee89fe2194ee942cb3d495770519e2ebe9237d	9b860626436edf82258bed9380778941f691b95429eb448442697adaddcdb38d	1272651776	1981808640	21117440	1981808640
DECODE	0	1	[1, 1, 2048]	torch.bfloat16	1effefd8c38eac933f9fb11190c257f0858dc6a50e6555de7f491b3d14772021	393	1246241280	c24debd158af6843fd91b3f9e6f5e7a38efa17d83812d4dafe4acceedd5d2998	efee5233fc606a807e5a8a3203e692515942b374a9159508021ab3df7ecc8a83	1272654336	1981808640	21120000	1981808640
DECODE	0	2	[1, 1, 2048]	torch.bfloat16	5ca50a2ec02546016f6d74d7b602d2919e8c373b5f253615a34828223c2e7d86	393	1246241280	77ae738637b5598532e5318fdfb9a50e7c893e5b776976ee65c224a057db754c	4d60bc584d0ae80e7a1b9d4189b8865171d4a8a1140e8902456776e14e78b774	1272656384	1981808640	21122048	1981808640
DECODE	0	3	[1, 1, 2048]	torch.bfloat16	7f37d0367813cf4320c1e28374c615b11d843c696ff751bb08bac124065d724b	393	1246241280	83071c42c1a7b15e618a814c3b282fee8b37671da50281d75dd04b0e76eb3c82	7f9a5272ea504d3882cc3ab058e8380bc9738b72fe909532a721fa9866c3714a	1272658432	1981808640	21124096	1981808640
DECODE	0	4	[1, 1, 2048]	torch.bfloat16	6516f5ba0c9922e87e6bb527e76acbbcaff08949e04d53c07b14a324832ef3e4	393	1246241280	2f678c272966e995ba0d3e5931a28cf074827a1920789fc42e7ce0f6446c44b5	759052f662f3ecf2b1325558e4daa6aa60151d84f5c6af828409752d7832acf8	1272660480	1981808640	21126144	1981808640
DECODE	0	5	[1, 1, 2048]	torch.bfloat16	aaf2e6318b5074aa54b966c3bc4e3b07a3e6ae81be3488bd95bd25be2339a54f	393	1246241280	c4b85db5387841687d61eedf9e6962e173b8f1b1fbd69f6ea2200aad25c30ac8	a3eba156efe95d60f5881e1998825ebb3d3b4d49a9d1e97d84fb8250bc703df6	1272662528	1981808640	21128192	1981808640
DECODE	0	6	[1, 1, 2048]	torch.bfloat16	81986cba05bff8e61861a85364ceef733d2428770e04090c2eb73eb069f79695	393	1246241280	53defe9149afdae9ce1d32c10164ebadb782d534362e512ea532439912abbaf5	aa2f35761ab0a80f5207fcaaf004ff8533d36fba396780b3e5b3dc91cdf19ba3	1272664576	1981808640	21130240	1981808640
DECODE	0	7	[1, 1, 2048]	torch.bfloat16	7d659efab22a996de51cc8f5523099ac49e43395f1908ebceaff92bb4c2ae458	393	1246241280	8aed78d293b0b8b6a52470311c42bc818ca49c204d61b47a604b24ec17f224e6	73b2f955dd7ce7c4510ecaec1bc53d3c8896fb8f20d0e8af93cd96383e1686c2	1272666624	1981808640	21132288	1981808640
DECODE	0	8	[1, 1, 2048]	torch.bfloat16	9b3020a2af07c6f737684cfd3317076101eb1ed6a443ef3e41fcd46b0ae37e11	393	1246241280	32c989617822b8c0bc49e50f1edc296c84368a06e16ec602dcb24f9ceac2c75d	95e39263bb171cd91575427714e78d2074f2989ad2a3f4988e591065371ab563	1272668672	1981808640	21134336	1981808640
DECODE	0	9	[1, 1, 2048]	torch.bfloat16	302a9c907e64c9e49b331d2b3aee9caad86f03d7aa80804c0fb9628a37326a98	393	1246241280	83904f122b34eaa943f58971643f97429bf749d48574f2b673c846519474bee8	3b3208068c63b3f90c1db5276e5b213c9e77d573a2f895129f5f1b3915c38716	1272670720	1981808640	21136384	1981808640
DECODE	0	10	[1, 1, 2048]	torch.bfloat16	11227e2fcd2836b9b6d57487170018e3986a9bb4672518205b542517a269f015	393	1246241280	6bafd6bf0ad9d3a8f61355a940c418a3a0b345c2431c76abf74cbcb14b2fe55c	20a02fd8de53665e76cab7e7cf0771477ca4a44555e501cc6a66cd2ca118833c	1272672768	1981808640	21138432	1981808640
DECODE	0	11	[1, 1, 2048]	torch.bfloat16	849b084ea5ceee0f99bb5284ff22962bd90d3247125068d099bda560e6202e64	393	1246241280	e8babcf653e8b4a4eddf20b5490e4a861fb110f443cdd1776e7d3a1cc7086dec	80a8e024cc3c82b0dce2628fc388933fb04dd45764bd8781fabc3a4626e34f23	1272674816	1981808640	21140480	1981808640
DECODE	0	12	[1, 1, 2048]	torch.bfloat16	dac0a38a103525f69386853862cff3e3ba5b57039664a769ba60a0a49b4446a1	393	1246241280	195bfdcf6b72daeacb4676efc290fb366aea590bfc85af61078d963332a159f6	0eb70e8e6971661d693b707227dd6eb266efc12633f639f789040a610ae0c3c4	1272676864	1981808640	21142528	1981808640
DECODE	0	13	[1, 1, 2048]	torch.bfloat16	cb34af863e961b691bbd9c234cbc6a594928ac7bba08b5dc11c4e4a13ff32240	393	1246241280	d804bb24103e91007edc075c60855dbf844e60bfa6382acc701ae8d6adf4e72e	c14346ab379efba679569acf56af7e74ee50dddf7df3650bc0a4708dd2a958e6	1272678912	1981808640	21144576	1981808640
DECODE	0	14	[1, 1, 2048]	torch.bfloat16	1c4e4580c7faa657c8440573346e95c2ae6cfb6254e751a3e82bb08119c9cc0f	393	1246241280	572a812704e5282711ba807c6275dad1ede4a1d3136df49864b27df85401d604	a8adf5016c5543a9f503318c5823de3711d4a712f4c98e2242428fdf4f9f48a5	1272680960	1981808640	21146624	1981808640
DECODE	0	15	[1, 1, 2048]	torch.bfloat16	e9fcb1a1c3667de947bd3ddfd149a4323b5cf91cace8335b196b179dce3244ef	393	1246241280	7f9dd9fa3d4194b0382c8058c7c501af1a92b9d26c489b4d97567e8437d29c84	9f2b100d47cbb3cdf475601e93775dcf6f17465759854461d3dd3a3cf86807d2	1272683008	1981808640	21148672	1981808640
DECODE	0	16	[1, 1, 2048]	torch.bfloat16	2e57041f1ffc347cec117c04d9c9145bd6405efbd6a8409faa9f66fc06e00a7d	393	1246241280	4ddc217ddbc24d443e1ec054f00d3c1dff8723e00621c16a0aafd354f3d89669	4539a1c20025264813537699d38762732f23431d35bc57415348459ac2a4793a	1272685056	1981808640	21150720	1981808640
DECODE	0	17	[1, 1, 2048]	torch.bfloat16	3fd48e721516e16205af31119337ae7f2894b9afdee851e8fd63bee4c22c56eb	393	1246241280	4a971a2dc399f73701249e848388a8648ce8eae5dfec6de684a7d51c07c1e118	abdf1d8a2f96036dfc74f9af9ac5c623decff8e86424ce4588568d637251d524	1272687104	1981808640	21152768	1981808640
DECODE	0	18	[1, 1, 2048]	torch.bfloat16	03a511f8d4cb1ac6e1fbfd8ecedbc21384248a807440da0e5da48aafd11ea21b	393	1246241280	1f5eb244e39275d31e07a2fd5a653dfd3a2dce47167b9ac81deaacf40422b943	1cfc99978cf3d5df67b397ed6859379c41155bf10f143d1ca4a8268601ee0a77	1272689152	1981808640	21154816	1981808640
DECODE	0	19	[1, 1, 2048]	torch.bfloat16	d8a0638f153c022389f5764672e1b851d3eaaeabfcac79f9ffbb74abfe0f6b15	393	1246241280	8ef2847d6513787450ecd14df662cec2ab2845235c97f263a6becd1da6ca463d	963beee4d0a3647fd3cc62e9e8a9684e546db0d70bf3d2574da39b401c601af6	1272691200	1981808640	21156864	1981808640
DECODE	0	20	[1, 1, 2048]	torch.bfloat16	f935a4ecce5cdb9cdb49a0c624eb8b0bc125dac0d5ac62bd1c8b49010290621a	393	1246241280	3af452ff6ba048cc2a532008f6152e59770bcf49ff9a19ef143f5042121f9c2e	334c1722a25b0d7f4b1480144f320e0f739ac28607a0dba171d531d26989729f	1272693248	1981808640	21158912	1981808640
DECODE	0	21	[1, 1, 2048]	torch.bfloat16	9972d0c0b533793c51ed962e6fd69146d5e0dcc97203091216f13d130994894b	393	1246241280	fe7fce37c7f7ad990503d12a330050574c6c24482366af2566c6d8c9e68b65df	a6ddef10f838c7890a772e96aca1e8b7826c9b58e04baf981bee1ad9b13aa832	1272695296	1981808640	21160960	1981808640
DECODE	0	22	[1, 1, 2048]	torch.bfloat16	32f68cee918ffb240ac297795afd3b8720d68fa40bcbe2d261606be19984023f	393	1246241280	921f6ad99bb1dc1d85c99e4027016456781946081299c6b865b447a293790e5b	0240d587b95602e8b35ed57bc38765d7f50b9399830821a7e3af36e29cbd4298	1272697344	1981808640	21163008	1981808640
