point_id	metric_name	bytes	bytes_per_input_element	bytes_per_output_element	bytes_per_raw_fp16_dense_weight_byte	bytes_per_awq_packed_storage_byte
M1_RAW	l1tex__t_bytes.sum	272187392.0	75945.14285714286	14368.0	2.0044642857142856	NA
M1_RAW	lts__t_bytes.sum	137179776.0	38275.607142857145	7241.331081081081	1.010230340552606	NA
M1_RAW	dram__bytes.sum	137814656.0	38452.75	7274.844594594595	1.0149057749155406	NA
M1_AWQ	l1tex__t_bytes.sum	47284224.0	13193.142857142857	2496.0	0.3482142857142857	1.3404940923737916
M1_AWQ	lts__t_bytes.sum	41677408.0	11628.74107142857	2200.0320945945946	0.30692412033964767	1.181542478299997
M1_AWQ	dram__bytes.sum	35665664.0	9951.357142857143	1882.6891891891892	0.2626519516167954	1.011111272389468
M256_RAW	l1tex__t_bytes.sum	417071104.0	454.57142857142856	86.0	3.0714285714285716	NA
M256_RAW	lts__t_bytes.sum	417756928.0	455.3189174107143	86.14141680743244	3.0764791716940154	NA
M256_RAW	dram__bytes.sum	152253440.0	165.94308035714286	31.394636824324323	1.1212370294401544	NA
M256_AWQ	l1tex__t_bytes.sum	1411252224.0	1538.142857142857	291.0	10.392857142857142	40.00859291084855
M256_AWQ	lts__t_bytes.sum	1264454400.0	1378.1459263392858	260.7303103885135	9.311796799589768	35.84691700293204
M256_AWQ	dram__bytes.sum	168477056.0	183.62541852678572	34.739944045608105	1.2407122873431466	4.776275873080384
