capture_modality	target_plan_id	selector_kind	selector_code_sha256	budget	deployment_id	scenario_id	phase	stratum_id	unit_id	run_id	profile_report_id	device	context	stream	correlation_id	launch_ordinal	semantic_key_json	selection_role	selection_reason	estimated_capture_cost_ns	target_status	capture_cap_per_universe	identity_validation_required	p_manifest_sha256	p_catalog_sha256	forbidden_input_confirmation
NVBIT	C16_V2_R_B48_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	48	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1000606:79554	56a853d1-ef7f-4653-8cd8-cc7defde5689	2fdd40f719f04e781724fb2238f390ae4e681ec12471c90fefc12b49ec5b9c46	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_1000606	79554	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	1312	REQUEST_ONLY_FROZEN_PRIMARY_SELECTOR_R_NO_OUTCOME_CONSUMED	48	TRUE_REPORT_SCOPED_COMPOSITE_KEY	8cdf2836df12f32cf117a035d5df90e826a74f5119d876f234c29c8fbe34a5dc	08945621f63a86eb67cec28cc031c45403af483f4320428cb922699c095f82f5	NO_NCU_NVBIT_TRACE_COUNTER_SPEEDUP_MISS_OR_OUTCOME_READ
NVBIT	C16_V2_R_B48_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	48	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1041653:82857	56a853d1-ef7f-4653-8cd8-cc7defde5689	2fdd40f719f04e781724fb2238f390ae4e681ec12471c90fefc12b49ec5b9c46	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_1041653	82857	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	1632	REQUEST_ONLY_FROZEN_PRIMARY_SELECTOR_R_NO_OUTCOME_CONSUMED	48	TRUE_REPORT_SCOPED_COMPOSITE_KEY	8cdf2836df12f32cf117a035d5df90e826a74f5119d876f234c29c8fbe34a5dc	08945621f63a86eb67cec28cc031c45403af483f4320428cb922699c095f82f5	NO_NCU_NVBIT_TRACE_COUNTER_SPEEDUP_MISS_OR_OUTCOME_READ
NVBIT	C16_V2_R_B48_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	48	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1155844:92049	56a853d1-ef7f-4653-8cd8-cc7defde5689	2fdd40f719f04e781724fb2238f390ae4e681ec12471c90fefc12b49ec5b9c46	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_1155844	92049	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	3233	REQUEST_ONLY_FROZEN_PRIMARY_SELECTOR_R_NO_OUTCOME_CONSUMED	48	TRUE_REPORT_SCOPED_COMPOSITE_KEY	8cdf2836df12f32cf117a035d5df90e826a74f5119d876f234c29c8fbe34a5dc	08945621f63a86eb67cec28cc031c45403af483f4320428cb922699c095f82f5	NO_NCU_NVBIT_TRACE_COUNTER_SPEEDUP_MISS_OR_OUTCOME_READ
NVBIT	C16_V2_R_B48_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	48	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1182171:94172	56a853d1-ef7f-4653-8cd8-cc7defde5689	2fdd40f719f04e781724fb2238f390ae4e681ec12471c90fefc12b49ec5b9c46	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_1182171	94172	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	2208	REQUEST_ONLY_FROZEN_PRIMARY_SELECTOR_R_NO_OUTCOME_CONSUMED	48	TRUE_REPORT_SCOPED_COMPOSITE_KEY	8cdf2836df12f32cf117a035d5df90e826a74f5119d876f234c29c8fbe34a5dc	08945621f63a86eb67cec28cc031c45403af483f4320428cb922699c095f82f5	NO_NCU_NVBIT_TRACE_COUNTER_SPEEDUP_MISS_OR_OUTCOME_READ
NVBIT	C16_V2_R_B48_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	48	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1227228:97795	56a853d1-ef7f-4653-8cd8-cc7defde5689	2fdd40f719f04e781724fb2238f390ae4e681ec12471c90fefc12b49ec5b9c46	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_1227228	97795	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	1632	REQUEST_ONLY_FROZEN_PRIMARY_SELECTOR_R_NO_OUTCOME_CONSUMED	48	TRUE_REPORT_SCOPED_COMPOSITE_KEY	8cdf2836df12f32cf117a035d5df90e826a74f5119d876f234c29c8fbe34a5dc	08945621f63a86eb67cec28cc031c45403af483f4320428cb922699c095f82f5	NO_NCU_NVBIT_TRACE_COUNTER_SPEEDUP_MISS_OR_OUTCOME_READ
NVBIT	C16_V2_R_B48_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	48	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1236875:98572	56a853d1-ef7f-4653-8cd8-cc7defde5689	2fdd40f719f04e781724fb2238f390ae4e681ec12471c90fefc12b49ec5b9c46	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_1236875	98572	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	2977	REQUEST_ONLY_FROZEN_PRIMARY_SELECTOR_R_NO_OUTCOME_CONSUMED	48	TRUE_REPORT_SCOPED_COMPOSITE_KEY	8cdf2836df12f32cf117a035d5df90e826a74f5119d876f234c29c8fbe34a5dc	08945621f63a86eb67cec28cc031c45403af483f4320428cb922699c095f82f5	NO_NCU_NVBIT_TRACE_COUNTER_SPEEDUP_MISS_OR_OUTCOME_READ
NVBIT	C16_V2_R_B48_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	48	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1295018:103253	56a853d1-ef7f-4653-8cd8-cc7defde5689	2fdd40f719f04e781724fb2238f390ae4e681ec12471c90fefc12b49ec5b9c46	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_1295018	103253	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	1792	REQUEST_ONLY_FROZEN_PRIMARY_SELECTOR_R_NO_OUTCOME_CONSUMED	48	TRUE_REPORT_SCOPED_COMPOSITE_KEY	8cdf2836df12f32cf117a035d5df90e826a74f5119d876f234c29c8fbe34a5dc	08945621f63a86eb67cec28cc031c45403af483f4320428cb922699c095f82f5	NO_NCU_NVBIT_TRACE_COUNTER_SPEEDUP_MISS_OR_OUTCOME_READ
NVBIT	C16_V2_R_B48_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	48	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1320022:105264	56a853d1-ef7f-4653-8cd8-cc7defde5689	2fdd40f719f04e781724fb2238f390ae4e681ec12471c90fefc12b49ec5b9c46	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_1320022	105264	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	1344	REQUEST_ONLY_FROZEN_PRIMARY_SELECTOR_R_NO_OUTCOME_CONSUMED	48	TRUE_REPORT_SCOPED_COMPOSITE_KEY	8cdf2836df12f32cf117a035d5df90e826a74f5119d876f234c29c8fbe34a5dc	08945621f63a86eb67cec28cc031c45403af483f4320428cb922699c095f82f5	NO_NCU_NVBIT_TRACE_COUNTER_SPEEDUP_MISS_OR_OUTCOME_READ
NVBIT	C16_V2_R_B48_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	48	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_134503:9842	56a853d1-ef7f-4653-8cd8-cc7defde5689	2fdd40f719f04e781724fb2238f390ae4e681ec12471c90fefc12b49ec5b9c46	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_134503	9842	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	2849	REQUEST_ONLY_FROZEN_PRIMARY_SELECTOR_R_NO_OUTCOME_CONSUMED	48	TRUE_REPORT_SCOPED_COMPOSITE_KEY	8cdf2836df12f32cf117a035d5df90e826a74f5119d876f234c29c8fbe34a5dc	08945621f63a86eb67cec28cc031c45403af483f4320428cb922699c095f82f5	NO_NCU_NVBIT_TRACE_COUNTER_SPEEDUP_MISS_OR_OUTCOME_READ
NVBIT	C16_V2_R_B48_c16_qwen25_7b_awq_S1_DECODE	SELECTOR_R	acb30e322de5f77a8fb33c5d63666e23c9c0c8097322e9736e1038510af8c301	48	c16_qwen25_7b_awq	S1	DECODE	DECODE|UNKNOWN_OPERATOR|AUTOAWQ_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	launch:56a853d1-ef7f-4653-8cd8-cc7defde5689:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1370625:109340	56a853d1-ef7f-4653-8cd8-cc7defde5689	2fdd40f719f04e781724fb2238f390ae4e681ec12471c90fefc12b49ec5b9c46	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_1370625	109340	"{""dtype_key"": ""float16"", ""implementation_key"": ""AUTOAWQ_CAUSAL_LM_EAGER"", ""operator_class"": ""UNKNOWN_OPERATOR"", ""phase"": ""DECODE"", ""shape_bucket"": ""R2_P2_5xP2_2""}"	PROBABILITY	seeded SRSWOR within frozen stratum	1440	REQUEST_ONLY_FROZEN_PRIMARY_SELECTOR_R_NO_OUTCOME_CONSUMED	48	TRUE_REPORT_SCOPED_COMPOSITE_KEY	8cdf2836df12f32cf117a035d5df90e826a74f5119d876f234c29c8fbe34a5dc	08945621f63a86eb67cec28cc031c45403af483f4320428cb922699c095f82f5	NO_NCU_NVBIT_TRACE_COUNTER_SPEEDUP_MISS_OR_OUTCOME_READ
