plan_id	selector_kind	selector_version	selector_code_sha256	universe_id	deployment_id	scenario_id	phase	stratum_id	N_s	n_s	unit_id	launch_ordinal	semantic_key_json	selection_role	selection_reason	inclusion_probability	design_weight	design_confidence	seed	random_audit	estimated_capture_cost_ns	capture_cost_basis	evidence_tier	plan_status
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	0b9c7c7bc26c81997f4d513e5a217100b63c1ad9f1b45012b65b3289ec670ea0	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	C12_C13_HISTORICAL_ORACLE	Llama32_1B_FROZEN	decode1	decode1|ATTENTION_CORE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	16	1	historical:decode1:174	174	"{""dtype_key"": ""HISTORICAL_ORACLE_UNKNOWN_DTYPE"", ""implementation_key"": ""HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION"", ""operator_class"": ""ATTENTION_CORE"", ""phase"": ""decode1"", ""shape_bucket"": ""SHAPE_NONNUMERIC_3ff3de5e512a""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.0625	16	DESIGN_BASED	16031	FALSE	1	HISTORICAL_ORACLE_NO_CAPTURE_AUTHORIZATION	RETROSPECTIVE_SIMULATOR	FROZEN_READY
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	0b9c7c7bc26c81997f4d513e5a217100b63c1ad9f1b45012b65b3289ec670ea0	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	C12_C13_HISTORICAL_ORACLE	Llama32_1B_FROZEN	decode1	decode1|ATTENTION_PROJECTION|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	64	1	historical:decode1:355	355	"{""dtype_key"": ""HISTORICAL_ORACLE_UNKNOWN_DTYPE"", ""implementation_key"": ""HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION"", ""operator_class"": ""ATTENTION_PROJECTION"", ""phase"": ""decode1"", ""shape_bucket"": ""SHAPE_NONNUMERIC_3ff3de5e512a""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.015625	64	DESIGN_BASED	16031	FALSE	1	HISTORICAL_ORACLE_NO_CAPTURE_AUTHORIZATION	RETROSPECTIVE_SIMULATOR	FROZEN_READY
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	0b9c7c7bc26c81997f4d513e5a217100b63c1ad9f1b45012b65b3289ec670ea0	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	C12_C13_HISTORICAL_ORACLE	Llama32_1B_FROZEN	decode1	decode1|EMBEDDING_OUTPUT|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	1	1	historical:decode1:0	0	"{""dtype_key"": ""HISTORICAL_ORACLE_UNKNOWN_DTYPE"", ""implementation_key"": ""HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION"", ""operator_class"": ""EMBEDDING_OUTPUT"", ""phase"": ""decode1"", ""shape_bucket"": ""SHAPE_NONNUMERIC_3ff3de5e512a""}"	CERTAINTY	STRATUM_N_LE_2	1	1	CERTAINTY_SELF_REPRESENTING	NA	FALSE	1	HISTORICAL_ORACLE_NO_CAPTURE_AUTHORIZATION	RETROSPECTIVE_SIMULATOR	FROZEN_READY
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	0b9c7c7bc26c81997f4d513e5a217100b63c1ad9f1b45012b65b3289ec670ea0	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	C12_C13_HISTORICAL_ORACLE	Llama32_1B_FROZEN	decode1	decode1|EMBEDDING_OUTPUT|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	1	1	historical:decode1:739	739	"{""dtype_key"": ""HISTORICAL_ORACLE_UNKNOWN_DTYPE"", ""implementation_key"": ""HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION"", ""operator_class"": ""EMBEDDING_OUTPUT"", ""phase"": ""decode1"", ""shape_bucket"": ""SHAPE_NONNUMERIC_3ff3de5e512a""}"	CERTAINTY	STRATUM_N_LE_2	1	1	CERTAINTY_SELF_REPRESENTING	NA	FALSE	1	HISTORICAL_ORACLE_NO_CAPTURE_AUTHORIZATION	RETROSPECTIVE_SIMULATOR	FROZEN_READY
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	0b9c7c7bc26c81997f4d513e5a217100b63c1ad9f1b45012b65b3289ec670ea0	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	C12_C13_HISTORICAL_ORACLE	Llama32_1B_FROZEN	decode1	decode1|FFN_MLP|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	48	1	historical:decode1:414	414	"{""dtype_key"": ""HISTORICAL_ORACLE_UNKNOWN_DTYPE"", ""implementation_key"": ""HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION"", ""operator_class"": ""FFN_MLP"", ""phase"": ""decode1"", ""shape_bucket"": ""SHAPE_NONNUMERIC_3ff3de5e512a""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.0208333333333	48	DESIGN_BASED	16031	FALSE	1	HISTORICAL_ORACLE_NO_CAPTURE_AUTHORIZATION	RETROSPECTIVE_SIMULATOR	FROZEN_READY
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	0b9c7c7bc26c81997f4d513e5a217100b63c1ad9f1b45012b65b3289ec670ea0	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	C12_C13_HISTORICAL_ORACLE	Llama32_1B_FROZEN	decode1	decode1|NORM|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	33	1	historical:decode1:603	603	"{""dtype_key"": ""HISTORICAL_ORACLE_UNKNOWN_DTYPE"", ""implementation_key"": ""HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION"", ""operator_class"": ""NORM"", ""phase"": ""decode1"", ""shape_bucket"": ""SHAPE_NONNUMERIC_3ff3de5e512a""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.030303030303	33	DESIGN_BASED	16031	FALSE	1	HISTORICAL_ORACLE_NO_CAPTURE_AUTHORIZATION	RETROSPECTIVE_SIMULATOR	FROZEN_READY
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	0b9c7c7bc26c81997f4d513e5a217100b63c1ad9f1b45012b65b3289ec670ea0	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	C12_C13_HISTORICAL_ORACLE	Llama32_1B_FROZEN	decode1	decode1|OTHER_COMPUTE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	576	5	historical:decode1:119	119	"{""dtype_key"": ""HISTORICAL_ORACLE_UNKNOWN_DTYPE"", ""implementation_key"": ""HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION"", ""operator_class"": ""OTHER_COMPUTE"", ""phase"": ""decode1"", ""shape_bucket"": ""SHAPE_NONNUMERIC_3ff3de5e512a""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.00868055555556	115.2	DESIGN_BASED	16031	FALSE	1	HISTORICAL_ORACLE_NO_CAPTURE_AUTHORIZATION	RETROSPECTIVE_SIMULATOR	FROZEN_READY
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	0b9c7c7bc26c81997f4d513e5a217100b63c1ad9f1b45012b65b3289ec670ea0	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	C12_C13_HISTORICAL_ORACLE	Llama32_1B_FROZEN	decode1	decode1|OTHER_COMPUTE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	576	5	historical:decode1:157	157	"{""dtype_key"": ""HISTORICAL_ORACLE_UNKNOWN_DTYPE"", ""implementation_key"": ""HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION"", ""operator_class"": ""OTHER_COMPUTE"", ""phase"": ""decode1"", ""shape_bucket"": ""SHAPE_NONNUMERIC_3ff3de5e512a""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.00868055555556	115.2	DESIGN_BASED	16031	FALSE	1	HISTORICAL_ORACLE_NO_CAPTURE_AUTHORIZATION	RETROSPECTIVE_SIMULATOR	FROZEN_READY
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	0b9c7c7bc26c81997f4d513e5a217100b63c1ad9f1b45012b65b3289ec670ea0	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	C12_C13_HISTORICAL_ORACLE	Llama32_1B_FROZEN	decode1	decode1|OTHER_COMPUTE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	576	5	historical:decode1:465	465	"{""dtype_key"": ""HISTORICAL_ORACLE_UNKNOWN_DTYPE"", ""implementation_key"": ""HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION"", ""operator_class"": ""OTHER_COMPUTE"", ""phase"": ""decode1"", ""shape_bucket"": ""SHAPE_NONNUMERIC_3ff3de5e512a""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.00868055555556	115.2	DESIGN_BASED	16031	TRUE	1	HISTORICAL_ORACLE_NO_CAPTURE_AUTHORIZATION	RETROSPECTIVE_SIMULATOR	FROZEN_READY
C16_V2_R_B12_C12_C13_HISTORICAL_ORACLE_Llama32_1B_FROZEN_decode1	SELECTOR_R	C16_SELECTOR_V2_R_PROBABILITY_M_MEDOID	0b9c7c7bc26c81997f4d513e5a217100b63c1ad9f1b45012b65b3289ec670ea0	C12_C13_HISTORICAL_ORACLE|Llama32_1B_FROZEN|decode1	C12_C13_HISTORICAL_ORACLE	Llama32_1B_FROZEN	decode1	decode1|OTHER_COMPUTE|HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION|SHAPE_NONNUMERIC_3ff3de5e512a|HISTORICAL_ORACLE_UNKNOWN_DTYPE	576	5	historical:decode1:646	646	"{""dtype_key"": ""HISTORICAL_ORACLE_UNKNOWN_DTYPE"", ""implementation_key"": ""HISTORICAL_ORACLE_UNKNOWN_IMPLEMENTATION"", ""operator_class"": ""OTHER_COMPUTE"", ""phase"": ""decode1"", ""shape_bucket"": ""SHAPE_NONNUMERIC_3ff3de5e512a""}"	PROBABILITY	seeded SRSWOR within frozen stratum	0.00868055555556	115.2	DESIGN_BASED	16031	FALSE	1	HISTORICAL_ORACLE_NO_CAPTURE_AUTHORIZATION	RETROSPECTIVE_SIMULATOR	FROZEN_READY
