kind	id	path	sha256	evidence_class
run_log	M0:LEGACY:0/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m0_legacy_0/run.log	66befc9679ed3bc814f87a4d81c1e8c2bab1d954c80c20b0d89e8f8c25f59544	P1_SIMULATOR_RESULT
run_log	M0:LEGACY:10/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m0_legacy_10/run.log	2dd74c0c328e8958cb072ba92696c77c77c39c9a2b2616e4b35baede10f5001e	P1_SIMULATOR_RESULT
run_log	M0:V1_PIPELINED_LAUNCH:0/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m0_v1_0/run.log	7abebe33d90d57e59fe5f11e62b4565c6020d6035d5fe23d885f99d93f9560cb	P1_SIMULATOR_RESULT
run_log	M0:V1_PIPELINED_LAUNCH:10/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m0_v1_10/run.log	f3ac11f3b6223442a44e295dcab0880097991353b1c223115863f6801207aa94	P1_SIMULATOR_RESULT
run_log	M0:V2R1_READY_CONSUME_APPLY:0/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m0_v2_0/run.log	e5f2f3c84487bf0d681e1eb8b5caaafb6e2acce35083ba8a24ad3f555718b532	P1_SIMULATOR_RESULT
run_log	M0:V2R1_READY_CONSUME_APPLY:10/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m0_v2_10/run.log	5714c170cecc86158daefac4d93473c316765f8125c8dd7b19db458f4da0d908	P1_SIMULATOR_RESULT
run_log	M1:LEGACY:0/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m1_legacy_0/run.log	3c335456f12e47553542df15aab21d3baee79a97f7711558c46fd6b25d46bfac	P1_SIMULATOR_RESULT
run_log	M1:LEGACY:10/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m1_legacy_10/run.log	6b98af5aa0241f00a5e4d223823da0720176fa602476658c48051bcc7d2fac83	P1_SIMULATOR_RESULT
run_log	M1:V1_PIPELINED_LAUNCH:0/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m1_v1_0/run.log	a59b5ea644d2556a00b5df4df2a1deb9a6252c5ef31e53ff57e55d927f64a5df	P1_SIMULATOR_RESULT
run_log	M1:V1_PIPELINED_LAUNCH:10/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m1_v1_10/run.log	8746c41dabaf6479044e961e9a6e849a2d82a85ae901411cb76dd4ec6d5d817b	P1_SIMULATOR_RESULT
run_log	M1:V2R1_READY_CONSUME_APPLY:0/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m1_v2_0/run.log	e22207fe59b7ec5403308759232e323bc0af32ad5d2edcee7dcb5c7c0a2190cf	P1_SIMULATOR_RESULT
run_log	M1:V2R1_READY_CONSUME_APPLY:10/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m1_v2_10/run.log	66aa9092c1fe8c1c1c4984b292a6bbf941e2cfd6075eb3514be0f7bc1bcb03de	P1_SIMULATOR_RESULT
run_log	M2:LEGACY:0/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m2_legacy_0/run.log	efa62cd0a9fff8ec50ae2c201641522fc07c30800284c57e7b1ca751522111a1	P1_SIMULATOR_RESULT
run_log	M2:LEGACY:10/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m2_legacy_10/run.log	2acab0b3399d65bf03dbfbff85abe486b9fcbb32caf9d3e9a4e5e790ef57f644	P1_SIMULATOR_RESULT
run_log	M2:V1_PIPELINED_LAUNCH:0/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m2_v1_0/run.log	2dd8445938a45848a89752f2389cec9e4a24f13cfb1b8e595682d3ba615da734	P1_SIMULATOR_RESULT
run_log	M2:V1_PIPELINED_LAUNCH:10/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m2_v1_10/run.log	99fe98028781fe61ebd2c307eba6fe34a393511a801e1c324f35527715f46b17	P1_SIMULATOR_RESULT
run_log	M2:V2R1_READY_CONSUME_APPLY:0/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m2_v2_0/run.log	12fc86141a715790ca100de87e5ce7c96b9b484f7c2ebc512fc43ce3644393d2	P1_SIMULATOR_RESULT
run_log	M2:V2R1_READY_CONSUME_APPLY:10/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m2_v2_10/run.log	f7fc16809adc0c8f7ca6c46f919b6004739cb0e19a11722eb9c997355edcf19b	P1_SIMULATOR_RESULT
run_log	M3:LEGACY:0/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m3_legacy_0/run.log	077c8bfc40af69579e70b1a82b102f10499062c3a64d8f84cbd2a2fae72a0b16	P1_SIMULATOR_RESULT
run_log	M3:LEGACY:10/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m3_legacy_10/run.log	d39c6a14c3eb7c3f9f405633c35498e93dba680b97a1f9d53de406b5735f8534	P1_SIMULATOR_RESULT
run_log	M3:V1_PIPELINED_LAUNCH:0/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m3_v1_0/run.log	085f107097665f8c59c697bdd0938cfdc510c51a0a7bf3327cff1890c4f57593	P1_SIMULATOR_RESULT
run_log	M3:V1_PIPELINED_LAUNCH:10/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m3_v1_10/run.log	8694f4a58e6d722b60f86164101794e8dc63ed6eb2c96e0814e64eaa9106fb75	P1_SIMULATOR_RESULT
run_log	M3:V2R1_READY_CONSUME_APPLY:0/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m3_v2_0/run.log	650da276b3b16de33e9db7c2fcece79257bf9c92ec31d557a50ca9e75b75c67a	P1_SIMULATOR_RESULT
run_log	M3:V2R1_READY_CONSUME_APPLY:10/80	/root/awma_native_simulator_cross_calibration_v1_runtime/final_mx_m3_v2_10/run.log	234388a5f2e9af674d5f7ebd52386248031bcec4ca3b25f5d420f289b31109a8	P1_SIMULATOR_RESULT
controller_regression	vm_m3_g3_4b_tlb_timing_test	/root/awma_native_simulator_cross_calibration_v1_runtime/controller_regressions/vm_m3_g3_4b_tlb_timing_test.log	4547425aded443ec0b4b34b30928fa6b0982d176988468f5e965fa71e0baf03b	P1_RECONSTRUCTED_SOURCE_REGRESSION
controller_regression	vm_m2_rf_pending_retry_test	/root/awma_native_simulator_cross_calibration_v1_runtime/controller_regressions/vm_m2_rf_pending_retry_test.log	dacef20aa6c8f1ee83b62ec5ef56b1536241eede8c25b6ddd323267a8e07df2f	P1_RECONSTRUCTED_SOURCE_REGRESSION
controller_regression	vm_c10b_runtime_validation_test	/root/awma_native_simulator_cross_calibration_v1_runtime/controller_regressions/vm_c10b_runtime_validation_test.log	30f42f01ea34a0f1a7d077ff75b466167dd546708ab8e10d0d1014c25c80584a	P1_RECONSTRUCTED_SOURCE_REGRESSION
