nvbit_static_index	vector_ordinal	instruction_offset	opcode	memory_space	is_load	is_store	has_mref	sass	function_full_name	function_mangled_name	function_address	libtorch_cuda_sha256
0	0	0	MOV	NONE	0	0	0	MOV R2, RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
1	1	16	MOV	CONSTANT	0	0	0	MOV R181, c[0x0][0x1e4] ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
2	2	32	S2R	NONE	0	0	0	S2R R180, SR_CTAID.Z ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
3	3	48	S2R	NONE	0	0	0	S2R R173, SR_TID.X ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
4	4	64	S2R	NONE	0	0	0	S2R R178, SR_CTAID.X ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
5	5	80	S2R	NONE	0	0	0	S2R R179, SR_CTAID.Y ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
6	6	96	ISETP.NE.AND	NONE	0	0	0	ISETP.NE.AND P0, PT, RZ, c[0x0][0x200], PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
7	7	112	LOP3.LUT	NONE	0	0	0	LOP3.LUT R3, R181, 0xf00, RZ, 0xc0, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
8	8	128	LOP3.LUT	NONE	0	0	0	LOP3.LUT P5, RZ, R181, 0x1000, RZ, 0xc0, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
9	9	144	SHF.R.U32.HI	NONE	0	0	0	SHF.R.U32.HI R3, RZ, 0x8, R3 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
10	10	160	BMSK	NONE	0	0	0	BMSK R4, R3, 0x1 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
11	11	176	BMSK	NONE	0	0	0	BMSK R5, RZ, R3 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
12	12	192	PLOP3.LUT	NONE	0	0	0	PLOP3.LUT P4, PT, PT, PT, PT, 0x2, 0x20 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
13	13	208	LOP3.LUT	NONE	0	0	0	LOP3.LUT R6, R179, R5, RZ, 0xfc, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
14	14	224	ISETP.EQ.AND	NONE	0	0	0	ISETP.EQ.AND P3, PT, R5, 0x3, PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
15	15	240	ISETP.LT.AND	NONE	0	0	0	ISETP.LT.AND P2, PT, R6, c[0x0][0x10], PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
16	16	256	LOP3.LUT	NONE	0	0	0	LOP3.LUT R7, R179.reuse, R5.reuse, RZ, 0xc0, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
17	17	272	LOP3.LUT	NONE	0	0	0	LOP3.LUT R10, R179, R4, RZ, 0xc0, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
18	18	288	ISETP.EQ.AND	NONE	0	0	0	ISETP.EQ.AND P3, PT, R6, c[0x0][0x10], P3 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
19	19	304	LOP3.LUT	NONE	0	0	0	LOP3.LUT R8, R179.reuse, R5, RZ, 0x30, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
20	20	320	IMAD.U32	NONE	0	0	0	IMAD.U32 R9, R7, c[0x0][0xc], R178 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
21	21	336	ISETP.EQ.XOR	NONE	0	0	0	@P5 ISETP.EQ.XOR P4, PT, R10, R4, P4 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
22	22	352	SHF.R.U32.HI	NONE	0	0	0	SHF.R.U32.HI R4, RZ, 0x1, R4 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
23	23	368	BRA	NONE	0	0	0	@P2 BRA 0x210 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
24	24	384	SHF.R.U32.HI	NONE	0	0	0	@!P3 SHF.R.U32.HI R5, RZ, 0x1, R5 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
25	25	400	IADD3	NONE	0	0	0	@!P3 IADD3 R3, R3, -0x1, RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
26	26	416	BRA	NONE	0	0	0	@!P3 BRA 0xd0 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
27	27	432	IMAD.WIDE.U32	NONE	0	0	0	IMAD.WIDE.U32 R12, R9, 0x55555556, RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
28	28	448	IADD3	NONE	0	0	0	IADD3 R179, R8, R9, RZ ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
29	29	464	IMAD.U32	NONE	0	0	0	IMAD.U32 R179, R13, -0x3, R179 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
30	30	480	MOV	NONE	0	0	0	@!P4 MOV R178, R13 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
31	31	496	IADD3.X	NONE	0	0	0	@P4 IADD3.X R178, ~R13, c[0x0][0xc], RZ, !PT, !PT ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
32	32	512	BRA	NONE	0	0	0	BRA 0x240 ;	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_64x3_tn	0x74cd8bbd5600	761b14acafb8b02011e32d11bd437b63cca3fe882b9c4a02c89fd01d738ccb6a
