kind	identity	path_or_type	sha256_or_commit
run	T0:off:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/phase_a_raw/T0_OFF_OPPORTUNITY_10_80/run.log	908a7fca03879accf78fa6c611aded3f20f1ae0917b6da82038df96f5a8f35a8
run	T0:off:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/phase_a_raw/T0_OFF_OPPORTUNITY_10_80/command.json	45c45b6e95007f66cc80a0ceb5cc05aaadccad1b97dee54b34a76df054541e4e
run	T0:candidate:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/development_raw/T0_COALESCER_10_80/run.log	87f87825b2868b1f94493ef1d5911ad6b07b8e3ef8166aabdbf698b8f4671018
run	T0:candidate:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/development_raw/T0_COALESCER_10_80/command.json	ccac212621a5468ee6278e849f431e928e2c9a6154ad429344b58676c2c780c8
run	T1:off:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/phase_a_raw/T1_OFF_OPPORTUNITY_10_80/run.log	33978c20eede13ffe150bf47d29b7b39aa749478a17fc440586c29779cc13548
run	T1:off:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/phase_a_raw/T1_OFF_OPPORTUNITY_10_80/command.json	381ded726ddb05cebaf9b3996868e4f915f44e0d7fbb892cff9f75a46cdfce3d
run	T1:candidate:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/development_raw/T1_COALESCER_10_80/run.log	c86a9209323f3249843766e1233ea983fbf8e122c55d75a1d4fe9ad61f4705ff
run	T1:candidate:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/development_raw/T1_COALESCER_10_80/command.json	b0bb7a37905c0158ddb60007a6fb3f3b77e03e5a01bbb90b0858add0b21863c5
run	T2:off:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/phase_a_raw/T2_OFF_OPPORTUNITY_10_80/run.log	3ef880e505416e8406f48375304dac2ca8c48a4e5988e180086ca475a77abfa5
run	T2:off:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/phase_a_raw/T2_OFF_OPPORTUNITY_10_80/command.json	009e4f313c7e6332236eda5f37be02ec1573660223f2b6b0526fc1564169c3c5
run	T2:candidate:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/development_raw/T2_COALESCER_10_80/run.log	3c3825395a8a499f3530e16e605a77df6d2950c0a3408cc3866b61d8f5b80d3d
run	T2:candidate:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/development_raw/T2_COALESCER_10_80/command.json	f5dbbd815881721127373c357790f3633f6c3355b3d2060a629a267644addc5d
run	SPLITKV:off:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/phase_a_raw/SPLITKV_OFF_OPPORTUNITY_10_80/run.log	c04dcc157d3465e9559551bf3aa4c0abd4f21fdf77ae241c343dc81e5a634ae7
run	SPLITKV:off:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/phase_a_raw/SPLITKV_OFF_OPPORTUNITY_10_80/command.json	9e1be9f53044ccc93a5051b3bbdd58c6921094442ecf095236c5fdf755d97a89
run	SPLITKV:candidate:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/development_raw/SPLITKV_COALESCER_10_80/run.log	c3542850fe3b830fd138d6ffa37172dfbd53e8b2d87f7ff410266140cdd9935b
run	SPLITKV:candidate:command.json	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/development_raw/SPLITKV_COALESCER_10_80/command.json	93e0f5936552d021c52046b49267a667c77f96f0a51b273731e10b2ffdd4c94c
run	COMBINE:off:run.log	/root/share/mnt164/huangrulin/awma_prel1_coalescing_v1/phase_a_raw/COMBINE_OFF_OPPORTUNITY_10_80/run.log	2bb660d895a9695f0efa810dfad1df63c4f287adef5692903f9f2d0549df9bc0
