cell,workload,variant,channel_all_window_max_to_mean_max,channel_all_window_max_to_mean_p95,channel_all_window_cv_max,channel_all_window_cv_p95,channel_active_channels_p50,channel_active_channels_p95,channel_active_channels_max,channel_traffic_conditioned_window_fraction,channel_traffic_conditioned_max_to_mean_p95,channel_traffic_conditioned_cv_p95,channel_traffic_weighted_max_to_mean,channel_traffic_weighted_cv
D256_BASE,3mm,B0-Banked,8.0,1.8823529411764706,2.6457513110645907,0.4964217461277493,32,32,32,0.030120481927710843,1.2248803827751196,0.18615248473068485,1.0342217441536194,0.022162102905622552
D256_BASE,FWT_11_19,B0-Banked,1.0129870129870129,1.0058479532163742,0.013994415101687955,0.003648282422631486,0,32,32,0.08823529411764706,1.0129870129870129,0.013994415101687955,1.003662109375,0.0028938646462718987
D256_BASE,FWT_7_21,B0-Banked,1.340952380952381,1.1173370980891213,0.11926694926610033,0.056875318672660824,0,32,32,0.23469387755102042,1.2210327967381946,0.10701150395611467,1.07950917094948,0.03777356843733366
D256_BASE,btree,B0-Banked,5.0,1.357132320401239,1.3975424859373686,0.1443200803716188,32,32,32,0.92,1.313894674204106,0.1303354220749605,1.1911820496295382,0.09723743314105329
D256_BASE,cfd_097k,B0-Banked,1.7041420118343196,1.7041420118343196,0.39865148550772717,0.39865148550772717,32,32,32,0.625,1.4780600461893765,0.26878949773532634,1.090948004232905,0.04988138206452604
D256_BASE,convolutionSeparable,B0-Banked,4.8,1.3248730964467006,1.4832396974191326,0.1583042351748106,32,32,32,0.9482758620689655,1.1922020302927911,0.09547071470352624,1.0676817550083584,0.03317268240572066
D256_BASE,dwt2d,B0-Banked,4.8,1.4767526823828019,1.5874507866387544,0.1441753559983083,32,32,32,0.5757575757575758,1.4767526823828019,0.1441753559983083,1.074983352481029,0.038007990053845246
D256_BASE,gemm,B0-Banked,8.0,2.1818181818181817,2.6457513110645907,0.6765927710061479,32,32,32,0.02702702702702703,1.172704296545914,0.07641348898298223,1.0481426535183407,0.023559047633971958
D256_BASE,sad,B0-Banked,32.0,32.0,5.5677643628300215,5.5677643628300215,0,32,32,0.09090909090909091,1.0420624151967435,0.019734393370812304,1.0407590857552067,0.019396379073958792
D256_BASE,scan,B0-Banked,18.285714285714285,1.1653736436588553,3.9149113160127773,0.10011798994758547,32,32,32,0.9698375870069605,1.1475549255846917,0.05934788873746663,1.058168822244652,0.028278004271674963
D256_BASE,sgemm,B0-Banked,1.2326406487582362,1.2245548764283816,0.10047444105546155,0.09566502784559623,32,32,32,0.9857142857142858,1.2245548764283816,0.09566502784559623,1.1096504009757255,0.05248121855575579
D256_BASE,spmv,B0-Banked,1.0687510084078808,1.0687510084078808,0.02995526735493809,0.02995526735493809,32,32,32,0.75,1.0687510084078808,0.02995526735493809,1.022942681349046,0.010368424673984399
D256_BASE,vectorAdd_4M,B0-Banked,1.0856542008244392,1.0856542008244392,0.03296118440236487,0.03296118440236487,32,32,32,0.9285714285714286,1.0856542008244392,0.03296118440236487,1.053890811344786,0.02358419688232131
D256_BASE,3mm,B0-Legacy,8.0,1.8823529411764706,2.6457513110645907,0.4964217461277493,32,32,32,0.030120481927710843,1.2248803827751196,0.18615248473068485,1.0342217441536194,0.022162102905622552
D256_BASE,FWT_11_19,B0-Legacy,1.0129870129870129,1.0058479532163742,0.013994415101687955,0.003648282422631486,0,32,32,0.08823529411764706,1.0129870129870129,0.013994415101687955,1.003662109375,0.0028938646462718987
D256_BASE,FWT_7_21,B0-Legacy,1.340952380952381,1.1173370980891213,0.11926694926610033,0.056875318672660824,0,32,32,0.23469387755102042,1.2210327967381946,0.10701150395611467,1.07950917094948,0.03777356843733366
D256_BASE,btree,B0-Legacy,5.0,1.357132320401239,1.3975424859373686,0.1443200803716188,32,32,32,0.92,1.313894674204106,0.1303354220749605,1.1911820496295382,0.09723743314105329
D256_BASE,cfd_097k,B0-Legacy,1.5460122699386503,1.5460122699386503,0.27105180410275487,0.27105180410275487,32,32,32,0.6666666666666666,1.5460122699386503,0.27105180410275487,1.0804711025057758,0.03534352898059989
D256_BASE,convolutionSeparable,B0-Legacy,4.8,1.3248730964467006,1.4832396974191326,0.1583042351748106,32,32,32,0.9482758620689655,1.1922020302927911,0.09547071470352624,1.0676817550083584,0.03317268240572066
D256_BASE,dwt2d,B0-Legacy,4.8,1.4767526823828019,1.5874507866387544,0.1441753559983083,32,32,32,0.5757575757575758,1.4767526823828019,0.1441753559983083,1.074983352481029,0.038007990053845246
D256_BASE,gemm,B0-Legacy,8.0,2.1818181818181817,2.6457513110645907,0.6765927710061479,32,32,32,0.02702702702702703,1.172704296545914,0.07641348898298223,1.0481426535183407,0.023559047633971958
D256_BASE,sad,B0-Legacy,32.0,32.0,5.5677643628300215,5.5677643628300215,0,32,32,0.09090909090909091,1.0420624151967435,0.019734393370812304,1.0407590857552067,0.019396379073958792
D256_BASE,scan,B0-Legacy,18.285714285714285,1.1653736436588553,3.9149113160127773,0.10011798994758547,32,32,32,0.9698375870069605,1.1475549255846917,0.05934788873746663,1.058168822244652,0.028278004271674963
D256_BASE,sgemm,B0-Legacy,1.2326406487582362,1.2245548764283816,0.10047444105546155,0.09566502784559623,32,32,32,0.9857142857142858,1.2245548764283816,0.09566502784559623,1.1096504009757255,0.05248121855575579
D256_BASE,spmv,B0-Legacy,1.0687510084078808,1.0687510084078808,0.02995526735493809,0.02995526735493809,32,32,32,0.75,1.0687510084078808,0.02995526735493809,1.022942681349046,0.010368424673984399
D256_BASE,vectorAdd_4M,B0-Legacy,1.0856542008244392,1.0856542008244392,0.03296118440236487,0.03296118440236487,32,32,32,0.9285714285714286,1.0856542008244392,0.03296118440236487,1.053890811344786,0.02358419688232131
