cell,workload,variant,descriptor_capacity,l1_config_class,descriptor_avg,descriptor_p50,descriptor_p95,descriptor_max,descriptor_near_full_fraction,descriptor_full_fraction,line_mshr_avg,line_mshr_p50,line_mshr_p95,line_mshr_max,line_mshr_near_full_fraction,line_mshr_full_fraction,l2_to_dram_occ_avg,l2_to_dram_occ_p50,l2_to_dram_occ_p95,l2_to_dram_occ_max,l2_to_dram_occ_near_full_fraction,l2_to_dram_occ_full_fraction,scheduler_occ_avg,scheduler_occ_p50,scheduler_occ_p95,scheduler_occ_max,scheduler_occ_near_full_fraction,scheduler_occ_full_fraction,returnq_occ_avg,returnq_occ_p50,returnq_occ_p95,returnq_occ_max,returnq_occ_near_full_fraction,returnq_occ_full_fraction,lower_admission_byte_rate_norm_avg,lower_admission_byte_rate_norm_p50,lower_admission_byte_rate_norm_p95,lower_admission_byte_rate_norm_max,scheduler_full_active_fraction,returnq_full_active_fraction,scheduler_full_cycle_fraction,scheduler_full_window_fraction_p50,scheduler_full_window_fraction_p95,scheduler_full_window_fraction_max,returnq_full_cycle_fraction,returnq_full_window_fraction_p50,returnq_full_window_fraction_p95,returnq_full_window_fraction_max,native_dram_data_bus_util_window,native_dram_data_bus_window_status,read_bytes_windows,write_bytes_windows,descriptor_longest_high_average_window_run,scheduler_longest_high_average_window_run,channel_all_window_max_to_mean_max,channel_all_window_max_to_mean_p95,channel_all_window_cv_max,channel_all_window_cv_p95,channel_active_channels_p50,channel_active_channels_p95,channel_active_channels_max,channel_traffic_conditioned_window_fraction,channel_traffic_conditioned_max_to_mean_p95,channel_traffic_conditioned_cv_p95,channel_traffic_weighted_max_to_mean,channel_traffic_weighted_cv
D256_BASE,3mm,B0-Banked,256,BASE,0.26284826807228917,0.0,0.0,30.0,0.0,0.0,0.07092432228915663,0.0,0.0,8.0,0.0,0.0,0.10320971385542169,0.0,0.0,13.0,0.0,0.0,0.04254119773871705,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005750399248870683,0.00213106,0.009587217,0.177363515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT_EMITTED,NOT_RETAINED_PER_5K_WINDOW,7340032,0,0,0,8.0,1.8823529411764706,2.6457513110645907,0.4964217461277493,32,32,32,0.030120481927710843,1.2248803827751196,0.18615248473068485,1.0342217441536194,0.022162102905622552
D256_BASE,FWT_11_19,B0-Banked,256,BASE,6.749080882352941,0.0,101.0,116.0,0.0,0.0,2.1704963235294117,0.0,32.0,38.0,0.0,0.0,3.4489889705882355,0.0,50.0,60.0,0.0,0.0,0.6837940532516568,0.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03208610274632356,0.0,0.431273308,0.545406125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT_EMITTED,NOT_RETAINED_PER_5K_WINDOW,4194304,0,0,0,1.0129870129870129,1.0058479532163742,0.013994415101687955,0.003648282422631486,0,32,32,0.08823529411764706,1.0129870129870129,0.013994415101687955,1.003662109375,0.0028938646462718987
D256_BASE,FWT_7_21,B0-Banked,256,BASE,26.182238520408163,0.0,191.0,255.0,0.03093112244897959,0.0,7.67219387755102,0.0,56.0,86.0,0.0,0.0,9.93048469387755,0.0,92.0,128.0,0.031090561224489797,0.023596938775510203,18.862476287990173,0.0,117.0,127.0,0.05133928571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16406098386702805,0.0,0.839147803,0.935286285,0.20344387755102042,0.0,0.04105303065303826,0.0,0.41864181091877495,0.5309003729355354,0.0,0.0,0.0,0.0,NOT_EMITTED,NOT_RETAINED_PER_5K_WINDOW,38945024,22871040,4,5,1.340952380952381,1.1173370980891213,0.11926694926610033,0.056875318672660824,0,32,32,0.23469387755102042,1.2210327967381946,0.10701150395611467,1.07950917094948,0.03777356843733366
D256_BASE,btree,B0-Banked,256,BASE,9.435,9.0,20.0,32.0,0.0,0.0,2.75375,3.0,6.0,10.0,0.0,0.0,0.29875,0.0,2.0,10.0,0.0,0.0,3.1888489975070846,2.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14569191965750017,0.14460719,0.256724368,0.312383489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT_EMITTED,NOT_RETAINED_PER_5K_WINDOW,13951552,52480,0,0,5.0,1.357132320401239,1.3975424859373686,0.1443200803716188,32,32,32,0.92,1.313894674204106,0.1303354220749605,1.1911820496295382,0.09723743314105329
D256_BASE,cfd_097k,B0-Banked,256,BASE,14.73828125,4.0,89.0,146.0,0.0,0.0,3.7353515625,1.0,23.0,37.0,0.0,0.0,3.130859375,0.0,18.0,77.0,0.0,0.0,13.699344246262942,0.0,110.0,123.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17534997594921894,0.083089214,0.815712383,0.896937417,0.13671875,0.0,0.02999373689116756,0.0,0.3206391478029294,0.4018641810918775,0.0,0.0,0.0,0.0,NOT_EMITTED,NOT_RETAINED_PER_5K_WINDOW,6802048,3984768,0,1,1.7041420118343196,1.7041420118343196,0.39865148550772717,0.39865148550772717,32,32,32,0.625,1.4780600461893765,0.26878949773532634,1.090948004232905,0.04988138206452604
D256_BASE,convolutionSeparable,B0-Banked,256,BASE,109.74272629310344,50.0,254.0,255.0,0.2764008620689655,0.0,42.85641163793103,16.0,109.0,116.0,0.00026939655172413793,0.0,48.69046336206897,2.0,128.0,128.0,0.2839439655172414,0.2535021551724138,66.38759600151536,56.0,127.0,127.0,0.3410560344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6517292207478448,0.764846871,0.895339547,0.943275632,0.5743534482758621,0.0,0.1831974388115902,0.04768247202983484,0.503861517976032,0.5759190197123069,0.0,0.0,0.0,0.0,NOT_EMITTED,NOT_RETAINED_PER_5K_WINDOW,75504448,69829568,12,18,4.8,1.3248730964467006,1.4832396974191326,0.1583042351748106,32,32,32,0.9482758620689655,1.1922020302927911,0.09547071470352624,1.0676817550083584,0.03317268240572066
D256_BASE,dwt2d,B0-Banked,256,BASE,15.351799242424242,2.0,61.0,123.0,0.0,0.0,4.18655303030303,0.0,16.0,31.0,0.0,0.0,4.818181818181818,0.0,21.0,110.0,0.0,0.0,18.036378214181948,3.0,71.0,127.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27575659649526496,0.120138519,0.707057257,1.099627064,0.2604166666666667,0.0,0.04085067875129132,0.0,0.2103861517976032,0.6419818859882792,0.0,0.0,0.0,0.0,NOT_EMITTED,NOT_RETAINED_PER_5K_WINDOW,14015232,20971520,0,1,4.8,1.4767526823828019,1.5874507866387544,0.1441753559983083,32,32,32,0.5757575757575758,1.4767526823828019,0.1441753559983083,1.074983352481029,0.038007990053845246
D256_BASE,gemm,B0-Banked,256,BASE,0.29138513513513514,0.0,1.0,29.0,0.0,0.0,0.07713963963963964,0.0,0.0,8.0,0.0,0.0,0.10247747747747747,0.0,0.0,12.0,0.0,0.0,0.03969947008887439,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007370938864020322,0.005860416,0.009853529,0.177363515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT_EMITTED,NOT_RETAINED_PER_5K_WINDOW,3145728,0,0,0,8.0,2.1818181818181817,2.6457513110645907,0.6765927710061479,32,32,32,0.02702702702702703,1.172704296545914,0.07641348898298223,1.0481426535183407,0.023559047633971958
D256_BASE,sad,B0-Banked,256,BASE,0.06747159090909091,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065311365795454575,0.0,0.010652463,0.134256793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT_EMITTED,NOT_RETAINED_PER_5K_WINDOW,61472,490880,0,0,32.0,32.0,5.5677643628300215,5.5677643628300215,0,32,32,0.09090909090909091,1.0420624151967435,0.019734393370812304,1.0407590857552067,0.019396379073958792
D256_BASE,scan,B0-Banked,256,BASE,207.63863109048725,246.0,252.0,255.0,0.6351870649651972,0.0,60.030923723897914,69.0,74.0,85.0,0.0,0.0,107.37075841067285,127.0,128.0,128.0,0.710883120649652,0.4562790023201856,110.81677065303434,127.0,127.0,127.0,0.794881090487239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8190230897215014,0.915290357,0.97150466,1.070039947,0.9274941995359629,0.0,0.3605242950611799,0.4151797603195739,0.4729693741677763,0.6201385189131593,0.0,0.0,0.0,0.0,NOT_EMITTED,NOT_RETAINED_PER_5K_WINDOW,684370176,672832512,14,16,18.285714285714285,1.1653736436588553,3.9149113160127773,0.10011798994758547,32,32,32,0.9698375870069605,1.1475549255846917,0.05934788873746663,1.058168822244652,0.028278004271674963
