path	branch	head	status	size_bytes
/root/workspace/accel-sim-framework	hrl/c16-gpt-oss-20b-third-moe-authorization-174new-v28	e88ad8a8dde09209b7919c30fe50958414718c1f	CLEAN	3841748992
/root/workspace/accel-sim-framework-174new	hrl/c12-c15-174new-repo-shared-inventory-v1	0cc24b1d0d7829a95f9122937bf88dde8d403992	CLEAN	24498176
/root/workspace/accel-sim-framework-174new-c12c15-v2	hrl/c12-c15-174new-canonical-inheritance-v2	7b6f2b88c36b4ed1bbdcd72761063f881c7b6c96	CLEAN	24571904
/root/workspace/accel-sim-framework-analysis-prep-174new-v1	hrl/c16-analysis-prep-174new-v1	d07b7eb5d43b9a31474a6d298ec4e4f75292cc48	CLEAN	24252416
/root/workspace/accel-sim-framework-analysis-sharded-v2-174new	hrl/c16-analysis-sharded-v2-174new	9efecc6c17c542a41b7b1913a62e5a10c0b4f745	CLEAN	24326144
/root/workspace/accel-sim-framework-asset-readiness-v6	hrl/c16-asset-readiness-174new-v6	1447bf9bb19bd249c116f53287a1f768170848c7	DIRTY	25063424
/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1	hrl/awma-first-current-model-replay-174new-v1	8f7fb5bffe6b51f74a51866233f4725e274550dd	CLEAN	27119616
/root/workspace/accel-sim-framework-awma-local-storage-audit-174new-v1	hrl/awma-local-storage-audit-174new-v1	1eb15012bc7c14a277c9a5f944c7f3d5794985fe	DIRTY	27738112
/root/workspace/accel-sim-framework-awma-new-sim-baseline-174new-v1	hrl/awma-sim-consumer-validator-ldgdepbar-174new-v1	fb5d0bebee421a0153661239e1f7c2bc088d5c9e	CLEAN	41889792
/root/workspace/accel-sim-framework-awma-q05-full-translation-174new-v1	hrl/awma-q05-full-translation-174new-v1	6415d3f11ddd5f7e5b6f660a8f0d9ee460d200bc	CLEAN	27553792
/root/workspace/accel-sim-framework-awma-q05-translation-timeline-174new-v1	hrl/awma-q05-translation-timeline-174new-v1	6319020c4d22311711ee7a090933fefc9830e036	CLEAN	27664384
/root/workspace/accel-sim-framework-awma-simulation-foundation-174new-v1	hrl/awma-simulation-foundation-174new-v1	6b78ad98250488b4146f0653a70f83e3658cf8d0	CLEAN	24887296
/root/workspace/accel-sim-framework-awma-storage-consumer-audit-174new-v1	hrl/awma-storage-consumer-audit-174new-v1	1eb15012bc7c14a277c9a5f944c7f3d5794985fe	CLEAN	27709440
/root/workspace/accel-sim-framework-awma-tlb-ptw-characterization-174new-v1	hrl/awma-tlb-ptw-characterization-174new-v1	bb92e5a1559dd7e2b2520e9a7a4937262664512c	CLEAN	27455488
/root/workspace/accel-sim-framework-c16-asset-readiness-174new-v6-r1	hrl/c16-asset-readiness-174new-v6-r1	1d64cd3b996592916e9e34e15c152cbf5a468fa9	CLEAN	25079808
/root/workspace/accel-sim-framework-c16-awq-consumer-174new-laneA-v7	hrl/c16-awq-consumer-174new-laneA-v7	11c8da9df6401f5d2458903ca6be38940739162b	CLEAN	25350144
/root/workspace/accel-sim-framework-c16-canonical-input-validation-174new-laneB-v9	hrl/c16-canonical-input-validation-174new-laneB-v9	ca683527323e26e3415a805c797c53c5edea322c	CLEAN	28741632
/root/workspace/accel-sim-framework-c16-deepseek-s2-s3-consumer-174new-v30	hrl/c16-deepseek-s2-s3-consumer-174new-v30	864315d45ebb43235c4e116cd76f2bfb19c65c1e	CLEAN	26210304
/root/workspace/accel-sim-framework-c16-deepseek-v2-lite-authorization-174new-v22	hrl/c16-deepseek-v2-lite-authorization-174new-v22	f55314ad0c68b47babeda6fe71426438f369afca	CLEAN	26206208
/root/workspace/accel-sim-framework-c16-deepseek-v2-lite-s2-consumer-174new-v24	hrl/c16-deepseek-v2-lite-s2-consumer-174new-v24	46d26e76a7b6e4fca272b22895cede867de438ad	DIRTY	26161152
/root/workspace/accel-sim-framework-c16-ldgsts-analysis-174new-v6-r1	hrl/c16-ldgsts-analysis-174new-v6-r1	cff4b238c5c98c09b5eda96f3e1df4e1d78b57d3	CLEAN	25333760
/root/workspace/accel-sim-framework-c16-model-completion-174new-v7	hrl/c16-model-completion-174new-v7	cd74256d698d9949d222703db8bb077a3581792a	CLEAN	26406912
/root/workspace/accel-sim-framework-c16-pair-static-semantics-174new-laneA-v9	hrl/c16-pair-static-semantics-174new-laneA-v9	ef8b5629fc8c10d770bed1c24f68c31cabe9912f	CLEAN	25628672
/root/workspace/accel-sim-framework-c16-prospective-common-input-174new-laneB-v8	hrl/c16-prospective-common-input-174new-laneB-v8	ca683527323e26e3415a805c797c53c5edea322c	CLEAN	28741632
/root/workspace/accel-sim-framework-c16-qwen3-attention-kv-consumer-174new-v19	hrl/c16-qwen3-attention-kv-consumer-174new-v19	925ab0507abb50ebbe4b177d98d9bf3809d1bcd7	CLEAN	26222592
/root/workspace/accel-sim-framework-c16-qwen3-authorization-174new-v12	hrl/c16-qwen3-authorization-174new-v12	79d3899a1279210c008e0caff2950958e7f06dba	CLEAN	25772032
/root/workspace/accel-sim-framework-c16-qwen3-consumer-174new-v16	hrl/c16-qwen3-consumer-174new-v16	46d26e76a7b6e4fca272b22895cede867de438ad	CLEAN	26181632
/root/workspace/accel-sim-framework-c16-qwen3-cross-lineage-174new-v17	hrl/c16-qwen3-cross-lineage-174new-v17	2405be223c4d55c0101f9700ea9b3ab1b19dd64f	CLEAN	26279936
/root/workspace/accel-sim-framework-c16-qwen3-kv-scope-audit-174new-v19r1	hrl/c16-qwen3-kv-scope-audit-174new-v19r1	46d26e76a7b6e4fca272b22895cede867de438ad	DIRTY	26173440
/root/workspace/accel-sim-framework-c16-qwen3-s3-kv-consumer-174new-v21	hrl/c16-qwen3-s3-kv-consumer-174new-v21	46d26e76a7b6e4fca272b22895cede867de438ad	DIRTY	26161152
/root/workspace/accel-sim-framework-c16-qwen3-s3-kv-consumer-174new-v21r1	hrl/c16-qwen3-s3-kv-consumer-174new-v21r1	46d26e76a7b6e4fca272b22895cede867de438ad	DIRTY	26165248
/root/workspace/accel-sim-framework-c16-qwen3-v2-input-export-174new-v13	hrl/c16-qwen3-v2-input-export-174new-v13	0af84c204fc84ef99e0be5c9fa031f6d429f5b1a	CLEAN	26079232
/root/workspace/accel-sim-framework-c16-raw7b-awq-pair-prep-174new-laneA-v8	hrl/c16-raw7b-awq-pair-prep-174new-laneA-v8	04448e24b716ef16e13573f7adf9bc291ac777a6	CLEAN	25407488
/root/workspace/accel-sim-framework-c16-unified-consumer-174new-v11	hrl/c16-unified-consumer-174new-v11	a28b70cdc17a3efb3380b8d2d178a55d077dc194	CLEAN	25743360
/root/workspace/accel-sim-framework-c16-v2-analysis-hardening-174new-v1	hrl/c16-v2-analysis-hardening-174new-v1	670a681f96adc3be463b2f8d9bc4a8c1c08fe7b8	CLEAN	24752128
/root/workspace/accel-sim-framework-first-v2-formal-ingest-174new-v1	hrl/c16-first-v2-formal-ingest-174new-v1	39c23ed4a2b2fde61b762aac6362c4ede7ab9879	CLEAN	24440832
/root/workspace/accel-sim-framework-old174-post-archive-cleanup-v1	hrl/c16-old174-post-archive-cleanup-v1	a3510070ff051f62f15d78d48c86c87741432b16	CLEAN	27533312
/root/workspace/accel-sim-framework-old174-recovery-archive-to-164-v1	hrl/c16-old174-recovery-archive-to-164-v1	0012b7c7a44899d303a1bc7919eb8cd3566e083d	CLEAN	27500544
/root/workspace/accel-sim-framework-phase-b-174new-v1	hrl/c16-data-pipeline-phase-b-174new-v1	d59351db9646c6eafd432c35c94b75bd2ae99e91	CLEAN	23851008
/root/workspace/accel-sim-framework-pipeline-v1-integration-174new-r1	hrl/c16-data-pipeline-v1-integration-174new-r1	3c4847d2da818013dca6422194af36966136ab31	CLEAN	24150016
/root/workspace/accel-sim-framework-q30-cpu-streaming-hardening-v1	hrl/c16-qwen3-30b-cpu-streaming-hardening-174new-v1	6034071c76279952c1476626552a9eaaaab6ef0b	CLEAN	30408704
/root/workspace/accel-sim-framework-q30-cpu-streaming-impl-prep-v1	hrl/c16-qwen3-30b-cpu-streaming-impl-prep-174new-v1	afab3c924962371c82936e8e0a7c0c6048cf826b	DIRTY	30351360
/root/workspace/accel-sim-framework-qwen0-decode-analysis-174new-v4	hrl/c16-qwen0-decode-analysis-174new-v4	1447bf9bb19bd249c116f53287a1f768170848c7	CLEAN	25026560
/root/workspace/accel-sim-framework-qwen3-30b-archive-v2	hrl/c16-qwen3-30b-asset-archive-exec-v2	d048d1a5348ff3ace248d1e62cdd8e071a82d5d1	CLEAN	27742208
/root/workspace/accel-sim-framework-qwen3-30b-control-prep-174new-v1	hrl/c16-qwen3-30b-control-prep-174new-v1	674d7acda0aaf072b7cd12cac84da9264b559cb2	CLEAN	30220288
