relative_path	size_bytes	sha256
KERNEL_SELECTION_PREREG.tsv	2464	f208424a1d9ecd1a0746c3949f67753b9a4fd8cf89325c2dbd4b89f38766c8f4
NATIVE_ATLAS_CONSUMER_HANDOFF.json	9172	17665efe0427dbaa432561056f19379197e74eb0ace87a7998022a361c85472d
SELECTION_FREEZE_RECEIPT.json	205	0b37679194e6b5f8366b36029d8fbeacfa7c185346c926f2e713fb26d9d11dea
TEMPORAL_PAGE_BEHAVIOR.tsv	538	9887526e17e2cc412caa9713fe5b8221381a1c9b60d0fe0b6f394af47f2ed4b6
VIRTUAL_PAGE_BEHAVIOR.tsv	1783	799bfed202ff11ada8af48d9e384b5b864eb2e9d66fe9e3d04895962fd53868d
capture_L1/IDENTITY.json	1321	e0cf524ce6cd7f1cf0cb0206499f0ddd20ce8e1e56f9128e451aa38e71b3c7b8
capture_L1/raw/kernel-7074-ctx_0x56ff7d1d7360.trace.xz	54784324	500102129ae11834b19c2ae993dae93b5d38b21adadd2c69f948856702ac7353
capture_L1/raw/kernel-7074-ctx_0x56ff7d1d7360.traceg.xz	14697184	28ace77d25a0f14ef1f5f3cd04f8334e64ac1b476ecb60c2e52abdb1d6ea3e7e
capture_L1/raw/kernelslist	40	e5fbcc4e8cebeabfad58e0ec65063426fbd1f91390760b8df12ff9964c8f5790
capture_L1/raw/kernelslist.g	41	da8953b68df82769dd32812f29f3e95bb8a1cbc1eb70f68d0b379d104fd37264
capture_L1/returncode.txt	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
capture_L1/stderr.log	439	01db37d432b058dcad01d3eee0e104d5b3e77caec34a490535496c30646bc767
capture_L1/stdout.log	18270	ea3c90cb97a9d0619075ab8349c2837cebe5b445470f07c43cc48a6cd0e55b96
capture_L2/IDENTITY.json	1090	057d466666366cb8fdfd96f6e93e3b9f98b35f61449886423230c612e30534c8
capture_L2/raw/kernel-7062-ctx_0x5c4fa771e8b0.trace.xz	4347944	ccf3c019a869e5abc55ba23a2b5a0dd12ceeb35119d1e77efc0f7cdf0441ea01
capture_L2/raw/kernel-7062-ctx_0x5c4fa771e8b0.traceg.xz	709232	db391d6731d0568a0abf0283546c564d793adc0fbeecab7010831eb8329297e6
capture_L2/raw/kernelslist	40	9eb8a2dd5c12651f47cf844a6170bf820f66eb4a4a93ca8b66194a04931c0fa0
capture_L2/raw/kernelslist.g	41	b227879397ade7dba964cc85e4229f0a4282173565bc064dfe3a18d64076cf66
capture_L2/returncode.txt	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
capture_L2/stderr.log	439	01db37d432b058dcad01d3eee0e104d5b3e77caec34a490535496c30646bc767
capture_L2/stdout.log	3200	070e4861c79c98ec9f4e97416c88a6cce3573b3cafc9290116d0ecbe54fcc7e6
capture_M1/IDENTITY.json	1345	6ec30ac27c0bc992e247f9c25b5e1fdab671c62b00f73bea13c64b08ce329b3c
capture_M1/raw/kernel-88672-ctx_0x586dcf335ed0.trace.xz.partial	6221060	d259ddbd03833ceb4e0f2cfff9d146c8f39d8e81ad87c0ac61e08a9cf4fa5a7a
capture_M1/returncode.txt	3	d7b906a85360766ca93a7f2a3391ddc205bb248d2ec6e045769e67889fc1ebd5
capture_M1/stderr.log	979	d33a8e9748008fd4110690510c5948ccc9c803fc8816638350c737e73cc65801
capture_M1/stdout.log	17107	34e6b13055ec4bbfe6eef3b96116c82c4075e6dca4e17bb50512db594f35bfc9
capture_M1_r2/IDENTITY.json	1345	6ec30ac27c0bc992e247f9c25b5e1fdab671c62b00f73bea13c64b08ce329b3c
capture_M1_r2/raw/kernel-88672-ctx_0x62924f24aee0.trace.xz	6232376	4d5b32902c2286345cc426ed2bbce0e853102a0caad40f955f8c834a8b474a72
capture_M1_r2/raw/kernel-88672-ctx_0x62924f24aee0.traceg.xz	1809596	38d08b64ced6a92ac773b6bc926471482162fea80dcec6aad897a84114387fd5
capture_M1_r2/raw/kernelslist	41	7acbec761c66e21aed5a7985a1dda24ed682bf90fcff23e564c90df2bb9c18b8
capture_M1_r2/raw/kernelslist.g	42	8c806a277008c9ac88df69e6a427b911a27c356c2c3eb5c8e564ab92a71d66e0
capture_M1_r2/returncode.txt	2	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
capture_M1_r2/stderr.log	859	5a508527ccaa8a7704f74c4c59c6c698062e19344959450874269f8ae811471a
capture_M1_r2/stdout.log	18288	f57f8d0ec1670dcb7d482105eb8c6719d8fb80b292221e332ae725700cfbbead
capture_M2/IDENTITY.json	1342	5f82df73574d6441c7d0881a9d3e579c2acc366604e09657765f2b5ab24bfa20
capture_M2/raw/kernel-88632-ctx_0x64999f6df860.trace.xz	2852	8e0d5c614efabb6f8cdeefe471e50b021de2448e6808db4c2fa25084626b2b29
capture_M2/raw/kernel-88632-ctx_0x64999f6df860.traceg.xz	1656	77740c7dd8b1dcf401128b2edb530d50f6421b4cbc5758d1bf2b5ca5e6453334
