run_index	decode_index	decode_step_ms	gate_proj_sum_ms	up_proj_sum_ms	down_proj_sum_ms	gate_proj_share	up_proj_share	down_proj_share	all_ffn_projection_share
0	1	14.270463943481445	2.1028480753302574	2.401599980890751	2.259103938937187	0.14735667205065256	0.16829165403467974	0.158306271462822	0.47395459754815433
0	2	14.270463943481445	2.1077440828084946	2.4010879695415497	2.254047952592373	0.1476997588274825	0.16825577493844088	0.15795197419786702	0.47390750796379044
0	3	14.268416404724121	2.1117440834641457	2.4062079712748528	2.245887942612171	0.14800129345573132	0.16863875450664467	0.1574027473622498	0.4740427953246258
1	1	14.263296127319336	2.1026560738682747	2.3980799689888954	2.251295931637287	0.14741726281914128	0.16812943849603676	0.15783840646239172	0.47338510777756976
1	2	14.272831916809082	2.106720060110092	2.4006399735808372	2.2568639293313026	0.14760350800663552	0.16819647198070126	0.15812306502912005	0.4739230450164568
1	3	14.2673921585083	2.108416087925434	2.399583972990513	2.2468479350209236	0.14777865951263483	0.16818658563047423	0.15748133296252217	0.47344657810563123
2	1	14.27455997467041	2.1078080758452415	2.404095970094204	2.251071944832802	0.14766185995123182	0.16841821915072466	0.15769816714681445	0.47377824624877096
2	2	14.27558422088623	2.108128070831299	2.3999359756708145	2.255455933511257	0.14767368103555106	0.16811472921434148	0.15799394957240062	0.47378235982229316
2	3	14.271903991699219	2.1062720715999603	2.409887984395027	2.2504319325089455	0.14758171529355885	0.16885539489311718	0.15768267035833725	0.4741197805450133
3	1	14.276639938354492	2.106112077832222	2.4039039835333824	2.250079929828644	0.14752155177452558	0.16838023469900953	0.15760570691313416	0.47350749338666925
3	2	14.279680252075195	2.1120960786938667	2.399999976158142	2.2533119469881058	0.14790919974464597	0.16807098855097696	0.15779848758592777	0.4737786758815507
3	3	14.2673921585083	2.103680081665516	2.403391972184181	2.2460479363799095	0.14744671333723697	0.16845348788923056	0.15742526114280023	0.47332546236926776
4	1	14.272512435913086	2.1051840856671333	2.4116159826517105	2.253311939537525	0.14749919435137307	0.16896926826866884	0.1578777352379563	0.47434619785799825
4	2	14.262271881103516	2.1074560806155205	2.4012479707598686	2.2507199496030807	0.14776440234656782	0.1683636373487838	0.15780935662747553	0.4739373963228271
4	3	14.272735595703125	2.11059208214283	2.404319979250431	2.2526399344205856	0.147875792134637	0.1684554417146397	0.15782818362436096	0.47415941747363766
5	1	14.268416404724121	2.106368087232113	2.405151978135109	2.2583999410271645	0.1476245174996937	0.16856474537277932	0.15827964904917075	0.4744689119216438
5	2	14.27353572845459	2.1046400666236877	2.3980479687452316	2.2523199319839478	0.14745050607384155	0.16800658325776094	0.15779691695407336	0.4732540062856758
5	3	14.259200096130371	2.1046080738306046	2.3992639780044556	2.2476159408688545	0.1475965032850439	0.1682607693159143	0.15762566804001912	0.47348294064097735
6	1	14.27660846710205	2.1019840613007545	2.4047999754548073	2.256735935807228	0.14723273150933638	0.16844336531300474	0.15807227192701134	0.47374836874935244
6	2	14.28377628326416	2.114528089761734	2.400991976261139	2.2551999390125275	0.14803704901478038	0.16809224176062626	0.15788541449328583	0.4740147052686925
6	3	14.271488189697266	2.107808083295822	2.410143978893757	2.2525439262390137	0.14769364310706368	0.1688782519985312	0.15783525139761867	0.47440714650321353
