base_c7d_descriptor_pool_full_block,base_c7d_dram_scheduler_full_block,base_c7d_l2_to_dram_full_block,base_c7d_line_mshr_full_block,base_cycles,base_dram_bandwidth_util,base_l1_bank_latency_queue_conflict,base_l1_miss_queue_full,base_l1_mshr_entry_fail,base_l1_mshr_merge_fail,c7d_descriptor_pool_full_block_delta_pct,c7d_dram_scheduler_full_block_delta_pct,c7d_l2_to_dram_full_block_delta_pct,c7d_line_mshr_full_block_delta_pct,cell,cell_c7d_descriptor_pool_full_block,cell_c7d_dram_scheduler_full_block,cell_c7d_l2_to_dram_full_block,cell_c7d_line_mshr_full_block,cell_cycles,cell_dram_bandwidth_util,cell_l1_bank_latency_queue_conflict,cell_l1_miss_queue_full,cell_l1_mshr_entry_fail,cell_l1_mshr_merge_fail,descriptor_capacity,dram_bandwidth_util_delta_pct,l1_bank_latency_queue_conflict_delta_pct,l1_miss_queue_full_delta_pct,l1_mshr_entry_fail_delta_pct,l1_mshr_merge_fail_delta_pct,speedup_pct,workload
2176663.0,989094.0,2176661.0,0.0,73325.0,0.795655569,144409.0,1263518.0,0.0,0.0,-2.9017813046851995,-1.4279734787593494,-2.9024730998533994,0.0,META-HR,2113501.0,974970.0,2113484.0,0.0,73060.0,0.798541743,36761.0,193143.0,0.0,0.0,256,0.3627416324914856,-74.54383037068327,-84.71387032080271,0.0,0.0,0.36271557623870354,vectorAdd_4M
2176663.0,989094.0,2176661.0,0.0,73325.0,0.795655569,144409.0,1263518.0,0.0,0.0,-2.059069318493492,-0.5484817418769096,-2.058979326592427,0.0,BANK-HR,2131844.0,983669.0,2131844.0,0.0,73562.0,0.793091587,68228.0,2857614.0,0.0,0.0,256,-0.3222477287782252,-52.75363723867626,126.16329961266874,0.0,0.0,-0.3221772110600596,vectorAdd_4M
60513316.0,37119745.0,62160071.0,0.0,2157997.0,0.818642141,55242027.0,38533635.0,124523721.0,0.0,-0.9463718696228777,-1.4668608310752136,-0.8592847327989699,0.0,META-HR,59940635.0,36575250.0,61625939.0,0.0,2151187.0,0.821245101,5777928.0,25450473.0,0.0,0.0,256,0.3179606655504487,-89.54070240760717,-33.952576755346335,-100.0,0.0,0.3165694102837069,scan
60513316.0,37119745.0,62160071.0,0.0,2157997.0,0.818642141,55242027.0,38533635.0,124523721.0,0.0,1.2913670108575772,0.38143850395524,0.8395775481015779,0.0,BANK-HR,61294765.0,37261334.0,62681953.0,0.0,2160489.0,0.817701068,42265200.0,93948182.0,207543804.0,0.0,256,-0.11495535752049862,-23.490859594996397,143.80825219318137,66.67009492914205,0.0,-0.1153442577120245,scan
361635.0,411.0,348466.0,0.0,23453.0,0.678137422,604733.0,73304.0,1399927.0,7324.0,9.224494310561754,-100.0,9.83022733925261,0.0,META-HR,394994.0,0.0,382721.0,0.0,23740.0,0.669920341,326457.0,103646.0,650564.0,0.0,256,-1.2117132506514396,-46.01634109598782,41.39201134999455,-53.528719711813544,-100.0,-1.2089300758214017,spmv
361635.0,411.0,348466.0,0.0,23453.0,0.678137422,604733.0,73304.0,1399927.0,7324.0,-1.6428166521492666,-57.907542579075425,-1.3576647363013896,0.0,BANK-HR,355694.0,173.0,343735.0,0.0,23550.0,0.675337895,581383.0,172268.0,2746897.0,7736.0,256,-0.412825912444643,-3.861208169555821,135.00491105533123,96.21715989476594,5.6253413435281265,-0.41188959660297675,spmv
3373327.0,2510412.0,3133633.0,0.0,290308.0,0.651103047,3811459.0,1460359.0,2242333.0,0.0,0.7573235562398783,-7.645836619646497,1.1144891568348942,0.0,META-HR,3398874.0,2318470.0,3168557.0,0.0,290113.0,0.65121809,3678629.0,1159965.0,369373.0,0.0,256,0.0176689389690387,-3.4850171548480517,-20.56987357218328,-83.52729054961952,0.0,0.06721518856445119,convolutionSeparable
3373327.0,2510412.0,3133633.0,0.0,290308.0,0.651103047,3811459.0,1460359.0,2242333.0,0.0,6.709311015504871,2.6870091443157538,6.938464076680326,0.0,BANK-HR,3599654.0,2577867.0,3351059.0,0.0,292665.0,0.645704119,3885604.0,2502736.0,3760146.0,0.0,256,-0.829197163932174,1.9453180527456808,71.3781337328698,67.68900961632372,0.0,-0.8053576614901026,convolutionSeparable
0.0,0.0,0.0,0.0,126259.0,0.146098348,346228.0,233530.0,0.0,527591.0,0.0,0.0,0.0,0.0,META-HR,67.0,0.0,67.0,0.0,123581.0,0.149005873,0.0,14.0,0.0,0.0,256,1.9901149053376168,-100.0,-99.99400505288399,0.0,-100.0,2.1669997815198183,btree
0.0,0.0,0.0,0.0,126259.0,0.146098348,346228.0,233530.0,0.0,527591.0,0.0,0.0,0.0,0.0,BANK-HR,0.0,0.0,0.0,0.0,123890.0,0.148795511,152743.0,809754.0,0.0,599963.0,256,1.8461283354141707,-55.883695137308365,246.74517192651905,0.0,13.717444004920479,1.912180159819199,btree
