base_c7d_descriptor_pool_full_block,base_c7d_dram_scheduler_full_block,base_c7d_l2_to_dram_full_block,base_c7d_line_mshr_full_block,base_cycles,base_dram_bandwidth_util,base_l1_bank_latency_queue_conflict,base_l1_miss_queue_full,base_l1_mshr_entry_fail,base_l1_mshr_merge_fail,c7d_descriptor_pool_full_block_delta_pct,c7d_dram_scheduler_full_block_delta_pct,c7d_l2_to_dram_full_block_delta_pct,c7d_line_mshr_full_block_delta_pct,cell,cell_c7d_descriptor_pool_full_block,cell_c7d_dram_scheduler_full_block,cell_c7d_l2_to_dram_full_block,cell_c7d_line_mshr_full_block,cell_cycles,cell_dram_bandwidth_util,cell_l1_bank_latency_queue_conflict,cell_l1_miss_queue_full,cell_l1_mshr_entry_fail,cell_l1_mshr_merge_fail,descriptor_capacity,dram_bandwidth_util_delta_pct,l1_bank_latency_queue_conflict_delta_pct,l1_miss_queue_full_delta_pct,l1_mshr_entry_fail_delta_pct,l1_mshr_merge_fail_delta_pct,speedup_pct,workload
0.0,970457.0,1724003.0,0.0,73873.0,0.789601774,134032.0,1249749.0,0.0,0.0,0.0,0.200627127219444,7.728466829814101,0.0,D512-META-HR,0.0,972404.0,1857242.0,0.0,73435.0,0.794965725,33096.0,174235.0,0.0,0.0,512,0.679323575075957,-75.3073892801719,-86.05840052682578,0.0,0.0,0.596445836453996,vectorAdd_4M
0.0,970457.0,1724003.0,0.0,73873.0,0.789601774,134032.0,1249749.0,0.0,0.0,0.0,0.7983867394433757,1.9506346566682309,0.0,D512-BANK-HR,0.0,978205.0,1757632.0,0.0,73534.0,0.793393219,65609.0,2832970.0,0.0,0.0,512,0.4801717935350105,-51.04974931359675,126.6831179700884,0.0,0.0,0.46101123289907786,vectorAdd_4M
0.0,37455722.0,58792353.0,19.0,2163356.0,0.816619758,60052924.0,38110564.0,137112313.0,0.0,0.0,-2.035531446970906,-0.9356914155145313,-100.0,D512-META-HR,0.0,36693299.0,58242238.0,0.0,2149591.0,0.821855879,5672904.0,25195338.0,0.0,0.0,512,0.6411945031582297,-90.55349244942677,-33.888834602395285,-100.0,0.0,0.6403543743902951,scan
0.0,37455722.0,58792353.0,19.0,2163356.0,0.816619758,60052924.0,38110564.0,137112313.0,0.0,0.0,0.5431132791940307,0.9206758572836845,-100.0,D512-BANK-HR,0.0,37659149.0,59333640.0,0.0,2165543.0,0.815806823,48823951.0,92934665.0,228849306.0,0.0,512,-0.09954877922510597,-18.698461710207486,143.85539138177015,66.90645864897633,0.0,-0.10099083694020683,scan
0.0,239.0,288174.0,0.0,23560.0,0.675032502,600555.0,72693.0,1385885.0,7305.0,0.0,-100.0,13.285723208894625,0.0,D512-META-HR,0.0,0.0,326460.0,0.0,23509.0,0.676523907,324578.0,93697.0,660041.0,0.0,512,0.22093825046664217,-45.95365953159994,28.894116352331032,-52.37404257929049,-100.0,0.21693819388319824,spmv
0.0,239.0,288174.0,0.0,23560.0,0.675032502,600555.0,72693.0,1385885.0,7305.0,0.0,-18.410041841004183,-0.5559141352099773,0.0,D512-BANK-HR,0.0,195.0,286572.0,8.0,23445.0,0.678368553,574302.0,174426.0,2724270.0,7377.0,512,0.4942059812106657,-4.371456402827385,139.94882588419793,96.57258719157794,0.9856262833675565,0.4905097035615258,spmv
0.0,2450677.0,2455970.0,931416.0,292211.0,0.646698509,3807655.0,1496702.0,2179701.0,0.0,0.0,5.229208092294497,15.35124614714349,7.689689676793184,D512-META-HR,0.0,2578828.0,2832992.0,1003039.0,290255.0,0.650699482,3709654.0,1197460.0,371947.0,0.0,512,0.6186767008612384,-2.573788854294835,-19.993425544964865,-82.93587056206333,0.0,0.6738901999965519,convolutionSeparable
0.0,2450677.0,2455970.0,931416.0,292211.0,0.646698509,3807655.0,1496702.0,2179701.0,0.0,0.0,-1.6734967521219648,12.909196773576223,17.159679455796336,D512-BANK-HR,0.0,2409665.0,2773016.0,1091244.0,293759.0,0.642962385,3813225.0,2472184.0,3558109.0,0.0,512,-0.5777226865386212,0.14628426157306793,65.17543238400162,63.238398294077946,0.0,-0.5269625781678222,convolutionSeparable
0.0,0.0,0.0,0.0,126259.0,0.146098348,346228.0,233530.0,0.0,527591.0,0.0,0.0,0.0,0.0,D512-META-HR,0.0,0.0,0.0,0.0,123581.0,0.149005873,0.0,14.0,0.0,0.0,512,1.9901149053376168,-100.0,-99.99400505288399,0.0,-100.0,2.1669997815198183,btree
0.0,0.0,0.0,0.0,126259.0,0.146098348,346228.0,233530.0,0.0,527591.0,0.0,0.0,0.0,0.0,D512-BANK-HR,0.0,0.0,0.0,0.0,123890.0,0.148795511,152743.0,809754.0,0.0,599963.0,512,1.8461283354141707,-55.883695137308365,246.74517192651905,0.0,13.717444004920479,1.912180159819199,btree
