automation_note,cell,classification,descriptor_capacity,speedup_pct,workload
heuristic; final interpretation requires joint review of counters and 5K temporal movement,D512-META-HR,L1_NOT_CAUSAL,512,0.596445836453996,vectorAdd_4M
heuristic; final interpretation requires joint review of counters and 5K temporal movement,D512-BANK-HR,L1_NOT_CAUSAL,512,0.46101123289907786,vectorAdd_4M
heuristic; final interpretation requires joint review of counters and 5K temporal movement,D512-META-HR,L1_NOT_CAUSAL,512,0.6403543743902951,scan
heuristic; final interpretation requires joint review of counters and 5K temporal movement,D512-BANK-HR,L1_NOT_CAUSAL,512,-0.10099083694020683,scan
heuristic; final interpretation requires joint review of counters and 5K temporal movement,D512-META-HR,MIXED_OR_INSUFFICIENT,512,0.21693819388319824,spmv
heuristic; final interpretation requires joint review of counters and 5K temporal movement,D512-BANK-HR,L1_NOT_CAUSAL,512,0.4905097035615258,spmv
heuristic; final interpretation requires joint review of counters and 5K temporal movement,D512-META-HR,MIXED_OR_INSUFFICIENT,512,0.6738901999965519,convolutionSeparable
heuristic; final interpretation requires joint review of counters and 5K temporal movement,D512-BANK-HR,MIXED_OR_INSUFFICIENT,512,-0.5269625781678222,convolutionSeparable
heuristic; final interpretation requires joint review of counters and 5K temporal movement,D512-META-HR,L1_LOCAL_BOTTLENECK,512,2.1669997815198183,btree
heuristic; final interpretation requires joint review of counters and 5K temporal movement,D512-BANK-HR,L1_NOT_CAUSAL,512,1.912180159819199,btree
heuristic; final interpretation requires joint review of counters and 5K temporal movement,D512-META-HR,L1_NOT_CAUSAL,512,0.7851281070397453,sad
heuristic; final interpretation requires joint review of counters and 5K temporal movement,D512-BANK-HR,L1_NOT_CAUSAL,512,0.8990854131142534,sad
heuristic; final interpretation requires joint review of counters and 5K temporal movement,D512-META-HR,L1_NOT_CAUSAL,512,-0.1458104665330695,FWT_7_21
heuristic; final interpretation requires joint review of counters and 5K temporal movement,D512-BANK-HR,L1_NOT_CAUSAL,512,0.3619264690105428,FWT_7_21
