workload,variant,run_status,normal_simulator_exit,exit_code,cycles,instructions,core_sha,framework_sha,runtime_config_composite_sha256,descriptor_pool_size,frequency_mhz,trace,terminal_clean,payload_consistent,parser_success,required_artifacts_present,maturity,promotion_dependencies,audit_result,result_path
vectorAdd_4M,B0-Legacy,COMPLETE_VALID,True,0,73873,56000000,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/vectorAdd/__size_4000000/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__vectorAdd_4M/B0-Legacy/vectorAdd_4M
vectorAdd_4M,B0-Banked,COMPLETE_VALID,True,0,73873,56000000,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/vectorAdd/__size_4000000/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__vectorAdd_4M/B0-Banked/vectorAdd_4M
spmv,B0-Legacy,COMPLETE_VALID,True,0,23560,21131849,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/parboil.current.small8.stage/parboil/11.0/parboil-spmv/_i___data_large_input_Dubcova3_mtx_bin___data_large_input_vector_bin__o_Dubcova3_mtx_out/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__spmv/B0-Legacy/spmv
spmv,B0-Banked,COMPLETE_VALID,True,0,23560,21131849,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/parboil.current.small8.stage/parboil/11.0/parboil-spmv/_i___data_large_input_Dubcova3_mtx_bin___data_large_input_vector_bin__o_Dubcova3_mtx_out/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__spmv/B0-Banked/spmv
convolutionSeparable,B0-Legacy,COMPLETE_VALID,True,0,292211,714547200,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/convolutionSeparable/__size_3072/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__convolutionSeparable/B0-Legacy/convolutionSeparable
convolutionSeparable,B0-Banked,COMPLETE_VALID,True,0,292211,714547200,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/convolutionSeparable/__size_3072/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__convolutionSeparable/B0-Banked/convolutionSeparable
cfd_097k,B0-Legacy,COMPLETE_VALID,True,0,79276,143129372,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/cfd-rodinia-3.1/__data_fvcorr_domn_097K/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__cfd_097k/B0-Legacy/cfd_097k
cfd_097k,B0-Banked,COMPLETE_VALID,True,0,81443,143129372,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/cfd-rodinia-3.1/__data_fvcorr_domn_097K/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__cfd_097k/B0-Banked/cfd_097k
dwt2d,B0-Legacy,COMPLETE_VALID,True,0,166961,148684429,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/dwt2d-rodinia-3.1/__data_rgb_bmp__d_1024x1024__f__5__l_3/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__dwt2d/B0-Legacy/dwt2d
dwt2d,B0-Banked,COMPLETE_VALID,True,0,166961,148684429,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/dwt2d-rodinia-3.1/__data_rgb_bmp__d_1024x1024__f__5__l_3/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__dwt2d/B0-Banked/dwt2d
sad,B0-Legacy,COMPLETE_VALID,True,0,110653,157583646,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/parboil.current.small8.stage/parboil/11.0/parboil-sad/_i___data_default_input_reference_bin___data_default_input_frame_bin__o_out_bin/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__sad/B0-Legacy/sad
sad,B0-Banked,COMPLETE_VALID,True,0,110653,157583646,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/parboil.current.small8.stage/parboil/11.0/parboil-sad/_i___data_default_input_reference_bin___data_default_input_frame_bin__o_out_bin/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__sad/B0-Banked/sad
sgemm,B0-Legacy,COMPLETE_VALID,True,0,353756,1658916864,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/parboil.current.small8.stage/parboil/11.0/parboil-sgemm/_i___data_medium_input_matrix1_txt___data_medium_input_matrix2t_txt___data_medium_input_matrix2t_txt__o_matrix3_txt/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__sgemm/B0-Legacy/sgemm
sgemm,B0-Banked,COMPLETE_VALID,True,0,353756,1658916864,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-extract/parboil.current.small8.stage/parboil/11.0/parboil-sgemm/_i___data_medium_input_matrix1_txt___data_medium_input_matrix2t_txt___data_medium_input_matrix2t_txt__o_matrix3_txt/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__sgemm/B0-Banked/sgemm
btree,B0-Legacy,COMPLETE_VALID,True,0,126259,444467849,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/b+tree-rodinia-3.1/file___data_mil_txt_command___data_command_txt/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__btree/B0-Legacy/btree
btree,B0-Banked,COMPLETE_VALID,True,0,126259,444467849,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/b+tree-rodinia-3.1/file___data_mil_txt_command___data_command_txt/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__btree/B0-Banked/btree
gemm,B0-Legacy,COMPLETE_VALID,True,0,556340,739246080,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-gemm/NO_ARGS/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__gemm/B0-Legacy/gemm
gemm,B0-Banked,COMPLETE_VALID,True,0,556340,739246080,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/c2p-polybench-full-20260821/polybench/11.0/polybench-gemm/NO_ARGS/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__gemm/B0-Banked/gemm
FWT_7_21,B0-Legacy,COMPLETE_VALID,True,0,495811,791609344,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/fastWalshTransform/_logK_7__logD_21/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__FWT_7_21/B0-Legacy/FWT_7_21
FWT_7_21,B0-Banked,COMPLETE_VALID,True,0,495811,791609344,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/fastWalshTransform/_logK_7__logD_21/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__FWT_7_21/B0-Banked/FWT_7_21
FWT_11_19,B0-Legacy,COMPLETE_VALID,True,0,171778,180944896,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/fastWalshTransform/_logK_11__logD_19/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__FWT_11_19/B0-Legacy/FWT_11_19
FWT_11_19,B0-Banked,COMPLETE_VALID,True,0,171778,180944896,878f80869ce212e779df20b6421e4dc7f987825d,aae62b66685f15437cecf0193934f628e6fac6ae,a7dc3ce28f5e54ca966d08a7e3548a844533a9bee08b63ea4d964cd9ec2c9416,512,850,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/cudasdk/9.1/fastWalshTransform/_logK_11__logD_19/traces/kernelslist.g,1,1,True,True,SPECULATIVE_PENDING_GATE,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,PASS,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__FWT_11_19/B0-Banked/FWT_11_19
