kind	id	path	sha256	evidence_class
run_log	A1	/root/share/mnt164/huangrulin/awma_c1_delivery_bandwidth_diagnostic_v1/raw/A1_C1_SLOTS2_10_80/run.log	7bae03aa03524c4796a12e1f2e3e8dd7165fa4a142122f19103a510c4c7710be	P1_DIAGNOSTIC
command	A1	/root/share/mnt164/huangrulin/awma_c1_delivery_bandwidth_diagnostic_v1/raw/A1_C1_SLOTS2_10_80/command.json	8ff4683f2d0db4bf70feff48db9709cbe5586578a5a3a7d90142426f7756523f	P3_PROVENANCE
run_log	T0	/root/share/mnt164/huangrulin/awma_c1_delivery_bandwidth_diagnostic_v1/raw/T0_C1_SLOTS2_10_80/run.log	08a1808d11c7952d0cc6f6610ee11030a806a779ddda151b71c4d09ef5a5b697	P1_DIAGNOSTIC
command	T0	/root/share/mnt164/huangrulin/awma_c1_delivery_bandwidth_diagnostic_v1/raw/T0_C1_SLOTS2_10_80/command.json	154b1caf12087c7a590c89e873297f58f2f4c3cd123c8a92d99f5582f64a9d40	P3_PROVENANCE
run_log	T2	/root/share/mnt164/huangrulin/awma_c1_delivery_bandwidth_diagnostic_v1/raw/T2_C1_SLOTS2_10_80/run.log	5227001fb5e3d09fb46cb7ccc2a2772e4e632de2f2917e7505f251941fcf9ca1	P1_DIAGNOSTIC
command	T2	/root/share/mnt164/huangrulin/awma_c1_delivery_bandwidth_diagnostic_v1/raw/T2_C1_SLOTS2_10_80/command.json	19d38e86739101fb92f4a3e53a8e0df9723c46e508940af95c23cedff21f1302	P3_PROVENANCE
parent_evidence	PHASE1_MATRIX	/root/workspace/accel-sim-framework-awma-c1-delivery-bandwidth-diagnostic-v1/docs/vm_tlb/review_packs/AWMA_LITERATURE_GUIDED_MECHANISM_EXPLORATION_V1/EXPLORATION_MATRIX.tsv	82bbe0dfcd4c3288ba1f008591c3ebd6975e4d84f7d14dce0899e76c73dbb30c	P1_ACCEPTED_PARENT
build_log	PHASE2_BUILD	/root/awma_c1_delivery_bandwidth_diagnostic_v1_runtime/unified_build.log	7ff4ade086b8f18d3eb0b2b98d00f053309bee31d41b5020a51bfcb9827252b9	P4_RUNTIME
binary	PHASE2_BINARY	/root/awma_c1_delivery_bandwidth_diagnostic_v1_runtime/bin/unified_accel-sim.out	02f984d625d897ec9a9a50eead37fcdd6fefb503ab262ab641aa283c25e9d02a	P3_PROVENANCE
source_patch	PHASE2_CORE_PATCH	/root/workspace/accel-sim-framework-awma-c1-delivery-bandwidth-diagnostic-v1/docs/vm_tlb/review_packs/AWMA_C1_DELIVERY_BANDWIDTH_DIAGNOSTIC_V1/CANDIDATE_CORE.patch	2a2f728016ffb3245f2fa7061a818549fcf8fb12f5f461bbe2d9f752e1ed3f5f	P3_PROVENANCE
test_source	PHASE2_DIRECTED_TEST	/root/workspace/accel-sim-framework-awma-c1-delivery-bandwidth-diagnostic-v1/util/vm_tlb/awma/awma_c1_delivery_bandwidth_test.cc	22c458fb9df77386607bc8733c940e08ebc627628476a9675bb4da2300f58004	P3_PROVENANCE
runner	PHASE2_RUNNER	/root/workspace/accel-sim-framework-awma-c1-delivery-bandwidth-diagnostic-v1/util/vm_tlb/awma/run_c1_delivery_bandwidth_diagnostic.py	ea4298954d603a71a351641f3eb7f2375b60ea1608d8cfb7004b2c7ed1c3bd3c	P3_PROVENANCE
builder	PHASE2_REVIEW_BUILDER	/root/workspace/accel-sim-framework-awma-c1-delivery-bandwidth-diagnostic-v1/util/vm_tlb/awma/build_c1_delivery_bandwidth_review.py	a4882de5e4f26545ebb9ae17fdef4bc7431711fc01539f0455f8194918c9b89d	P3_PROVENANCE
test_log	CORE_PATCH_DRY_RUN	/root/awma_c1_delivery_bandwidth_diagnostic_v1_runtime/tests/candidate_core_patch_dry_run.log	d5074a276f32c388f92ce091d61f7432c323c0c90f8655ce8fb1d7fffc09a62e	VERIFIED_RUN
test_log	awma_literature_mechanism_test:none	/root/awma_c1_delivery_bandwidth_diagnostic_v1_runtime/tests/awma_literature_mechanism_test_none.log	c022ee1137b126a33c07842cf583a5263f44c183322bd2c5745f93178a0cdba7	VERIFIED_RUN
test_log	awma_literature_mechanism_test:refill_protect	/root/awma_c1_delivery_bandwidth_diagnostic_v1_runtime/tests/awma_literature_mechanism_test_refill_protect.log	c022ee1137b126a33c07842cf583a5263f44c183322bd2c5745f93178a0cdba7	VERIFIED_RUN
test_log	vm_m3_g3_4b_tlb_timing_test:none	/root/awma_c1_delivery_bandwidth_diagnostic_v1_runtime/tests/vm_m3_g3_4b_tlb_timing_test_none.log	4547425aded443ec0b4b34b30928fa6b0982d176988468f5e965fa71e0baf03b	VERIFIED_RUN
test_log	vm_m3_g3_4b_tlb_timing_test:refill_protect	/root/awma_c1_delivery_bandwidth_diagnostic_v1_runtime/tests/vm_m3_g3_4b_tlb_timing_test_refill_protect.log	4547425aded443ec0b4b34b30928fa6b0982d176988468f5e965fa71e0baf03b	VERIFIED_RUN
test_log	vm_m2_rf_pending_retry_test:none	/root/awma_c1_delivery_bandwidth_diagnostic_v1_runtime/tests/vm_m2_rf_pending_retry_test_none.log	dacef20aa6c8f1ee83b62ec5ef56b1536241eede8c25b6ddd323267a8e07df2f	VERIFIED_RUN
test_log	vm_m2_rf_pending_retry_test:refill_protect	/root/awma_c1_delivery_bandwidth_diagnostic_v1_runtime/tests/vm_m2_rf_pending_retry_test_refill_protect.log	dacef20aa6c8f1ee83b62ec5ef56b1536241eede8c25b6ddd323267a8e07df2f	VERIFIED_RUN
test_log	vm_c10b_runtime_validation_test:none	/root/awma_c1_delivery_bandwidth_diagnostic_v1_runtime/tests/vm_c10b_runtime_validation_test_none.log	3393a55908e5a0bba2e2dbe1412112ee7aef9d68a654ef13f9ef620a4877a388	VERIFIED_RUN
test_log	vm_c10b_runtime_validation_test:refill_protect	/root/awma_c1_delivery_bandwidth_diagnostic_v1_runtime/tests/vm_c10b_runtime_validation_test_refill_protect.log	3393a55908e5a0bba2e2dbe1412112ee7aef9d68a654ef13f9ef620a4877a388	VERIFIED_RUN
