path	source_B_sha	source_blob_sha	destination_blob_sha	category	reason
docs/vm_tlb/chatgpt_handoff/M4A_C0_RENTED_HOST_PILOT_START.md	e21ffebce280e6b932fb4556ef75c609ff54c326	3c0fdbac1df83e58247dbbbaf032da2073132ee2	3c0fdbac1df83e58247dbbbaf032da2073132ee2	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/M4A_GOAL_MODE_START.md	e21ffebce280e6b932fb4556ef75c609ff54c326	4c0190d24f46b960b8d955e7a4e58273f0174a66	4c0190d24f46b960b8d955e7a4e58273f0174a66	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/M4A_LOCAL_MODEL_GOAL_START.md	e21ffebce280e6b932fb4556ef75c609ff54c326	3635e762abd21541005a1fbf40545b368a68e957	3635e762abd21541005a1fbf40545b368a68e957	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/M4A_MERGE_PREP_START.md	e21ffebce280e6b932fb4556ef75c609ff54c326	eeba1ff10d7789a407fc209d24752596108af795	eeba1ff10d7789a407fc209d24752596108af795	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/M4A_P5_HF_RESUME_START.md	e21ffebce280e6b932fb4556ef75c609ff54c326	4e94f94a2a30f5eb5c6e5b8cf0c6139198782a64	4e94f94a2a30f5eb5c6e5b8cf0c6139198782a64	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/M4A_POSTCAPTURE_REVIEW_FIX_START.md	e21ffebce280e6b932fb4556ef75c609ff54c326	3e76a04c8b6d6a7df4984c8aa94a55d7856bdf44	3e76a04c8b6d6a7df4984c8aa94a55d7856bdf44	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/M4A_PRERENTAL_REVIEW_FIX_START.md	e21ffebce280e6b932fb4556ef75c609ff54c326	31ead5ff91b5d21278ee553d586d547f9b50e6f1	31ead5ff91b5d21278ee553d586d547f9b50e6f1	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/M4A_READY_TO_RENT.md	e21ffebce280e6b932fb4556ef75c609ff54c326	d1379a2cb797e1bc370729320912da4793b4a4c6	d1379a2cb797e1bc370729320912da4793b4a4c6	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/stage_specs/M4A_C0_RENTED_HOST_PILOT.md	e21ffebce280e6b932fb4556ef75c609ff54c326	9b8d732b640ff656f7659e727e06093abb940867	9b8d732b640ff656f7659e727e06093abb940867	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/stage_specs/M4A_C_GOAL_CAPTURE.md	e21ffebce280e6b932fb4556ef75c609ff54c326	ebe23b2e2348529e31942bbd6a69452107fa4c39	ebe23b2e2348529e31942bbd6a69452107fa4c39	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/stage_specs/M4A_EXTERNAL_CAPTURE.md	e21ffebce280e6b932fb4556ef75c609ff54c326	2e5cffa7ec5138abbccdf05bcdf45a841381fcf5	2e5cffa7ec5138abbccdf05bcdf45a841381fcf5	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/stage_specs/M4A_LOCAL_MODEL_RESUME_GOAL.md	e21ffebce280e6b932fb4556ef75c609ff54c326	eb139fbbb8df92a2e9fe60f6b7494b0232b5ad4b	eb139fbbb8df92a2e9fe60f6b7494b0232b5ad4b	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/stage_specs/M4A_MERGE_PREP.md	e21ffebce280e6b932fb4556ef75c609ff54c326	819b8b98bf4844ce3962b1d6df861a2fb91aaaac	819b8b98bf4844ce3962b1d6df861a2fb91aaaac	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/stage_specs/M4A_P5_HF_RESUME_AND_GOAL_CONTINUE.md	e21ffebce280e6b932fb4556ef75c609ff54c326	bf34a2f6e603a194fc9de6f3181cfd501c4a9922	bf34a2f6e603a194fc9de6f3181cfd501c4a9922	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/stage_specs/M4A_POSTCAPTURE_REVIEW_FIX.md	e21ffebce280e6b932fb4556ef75c609ff54c326	dd424801d0c4af125ec4eb1a61c212b7e73a2954	dd424801d0c4af125ec4eb1a61c212b7e73a2954	historical_m4a_handoff	historical_M4A_authorization_record
docs/vm_tlb/chatgpt_handoff/stage_specs/M4A_PRECAPTURE_FIXUP.md	e21ffebce280e6b932fb4556ef75c609ff54c326	3a7e385add5a05835b13fc8884ee2a368c3a37f3	3a7e385add5a05835b13fc8884ee2a368c3a37f3	historical_m4a_handoff	historical_M4A_authorization_record
