run_id	deployment_id	model_id	model_revision	tokenizer_revision	scenario_id	input_hash	phase	decode_step_bin	device	context	stream	correlation_id	launch_ordinal	kernel_name	implementation_key	grid	block	start_ns	end_ns	duration_ns	operator_class	layer_id	shape_key	dtype_key	semantic_evidence	mapping_status	evidence_tier
a03feaea-081e-4f90-b9c8-1331f9b85ee8	c16_qwen25_05b_native_reference	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	7ae557604adf67be50417f59c2c2f167def9a775	S3	bae0b908106146659663fa04f44bc03ec0da18cadb08c9ec357c140afc4d8208	PREFILL	NOT_APPLICABLE	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_4433	1	void at::native::<unnamed>::indexSelectLargeIndex<c10::Half, long, unsigned int, (int)2, (int)2, (int)-2, (bool)1>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, T3, long)	TRANSFORMERS_CAUSAL_LM	656x1x1	128x1x1	3921054365	3921132307	77942	UNKNOWN	UNKNOWN	B1_T8192_D16	float16	NSYS_KERNEL_NAME_PLUS_NVTX_PHASE	UNKNOWN_OPERATOR_LAYER	NATIVE_PROFILED
a03feaea-081e-4f90-b9c8-1331f9b85ee8	c16_qwen25_05b_native_reference	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	7ae557604adf67be50417f59c2c2f167def9a775	S3	bae0b908106146659663fa04f44bc03ec0da18cadb08c9ec357c140afc4d8208	PREFILL	NOT_APPLICABLE	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_4450	2	void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)	TRANSFORMERS_CAUSAL_LM	128x1x1	64x1x1	3922263379	3922264883	1504	UNKNOWN	UNKNOWN	B1_T8192_D16	float16	NSYS_KERNEL_NAME_PLUS_NVTX_PHASE	UNKNOWN_OPERATOR_LAYER	NATIVE_PROFILED
a03feaea-081e-4f90-b9c8-1331f9b85ee8	c16_qwen25_05b_native_reference	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	7ae557604adf67be50417f59c2c2f167def9a775	S3	bae0b908106146659663fa04f44bc03ec0da18cadb08c9ec357c140afc4d8208	PREFILL	NOT_APPLICABLE	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_4469	3	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	TRANSFORMERS_CAUSAL_LM	16x1x1	128x1x1	3925871663	3925874736	3073	UNKNOWN	UNKNOWN	B1_T8192_D16	float16	NSYS_KERNEL_NAME_PLUS_NVTX_PHASE	UNKNOWN_OPERATOR_LAYER	NATIVE_PROFILED
a03feaea-081e-4f90-b9c8-1331f9b85ee8	c16_qwen25_05b_native_reference	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	7ae557604adf67be50417f59c2c2f167def9a775	S3	bae0b908106146659663fa04f44bc03ec0da18cadb08c9ec357c140afc4d8208	PREFILL	NOT_APPLICABLE	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_5600	4	void gemmk1_kernel<int, float, (int)256, (int)5, (bool)0, (bool)0, (bool)0, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float, (int)0>(cublasGemmk1Params<T2, T9, T10, T11, T12, biasType<T11::value_type, T12>::type>)	TRANSFORMERS_CAUSAL_LM	256x1x1	256x1x1	3972341959	3972344904	2945	UNKNOWN	UNKNOWN	B1_T8192_D16	float16	NSYS_KERNEL_NAME_PLUS_NVTX_PHASE	UNKNOWN_OPERATOR_LAYER	NATIVE_PROFILED
a03feaea-081e-4f90-b9c8-1331f9b85ee8	c16_qwen25_05b_native_reference	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	7ae557604adf67be50417f59c2c2f167def9a775	S3	bae0b908106146659663fa04f44bc03ec0da18cadb08c9ec357c140afc4d8208	PREFILL	NOT_APPLICABLE	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_5611	5	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	TRANSFORMERS_CAUSAL_LM	164x2x1	512x1x1	3974177646	3974186257	8611	UNKNOWN	UNKNOWN	B1_T8192_D16	float16	NSYS_KERNEL_NAME_PLUS_NVTX_PHASE	UNKNOWN_OPERATOR_LAYER	NATIVE_PROFILED
a03feaea-081e-4f90-b9c8-1331f9b85ee8	c16_qwen25_05b_native_reference	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	7ae557604adf67be50417f59c2c2f167def9a775	S3	bae0b908106146659663fa04f44bc03ec0da18cadb08c9ec357c140afc4d8208	PREFILL	NOT_APPLICABLE	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_5621	6	void at::native::vectorized_elementwise_kernel<(int)4, at::native::cos_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	TRANSFORMERS_CAUSAL_LM	1024x1x1	128x1x1	3975010874	3975014587	3713	UNKNOWN	UNKNOWN	B1_T8192_D16	float16	NSYS_KERNEL_NAME_PLUS_NVTX_PHASE	UNKNOWN_OPERATOR_LAYER	NATIVE_PROFILED
a03feaea-081e-4f90-b9c8-1331f9b85ee8	c16_qwen25_05b_native_reference	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	7ae557604adf67be50417f59c2c2f167def9a775	S3	bae0b908106146659663fa04f44bc03ec0da18cadb08c9ec357c140afc4d8208	PREFILL	NOT_APPLICABLE	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_5631	7	void at::native::vectorized_elementwise_kernel<(int)4, at::native::sin_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	TRANSFORMERS_CAUSAL_LM	1024x1x1	128x1x1	3975782100	3975786326	4226	UNKNOWN	UNKNOWN	B1_T8192_D16	float16	NSYS_KERNEL_NAME_PLUS_NVTX_PHASE	UNKNOWN_OPERATOR_LAYER	NATIVE_PROFILED
a03feaea-081e-4f90-b9c8-1331f9b85ee8	c16_qwen25_05b_native_reference	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	7ae557604adf67be50417f59c2c2f167def9a775	S3	bae0b908106146659663fa04f44bc03ec0da18cadb08c9ec357c140afc4d8208	PREFILL	NOT_APPLICABLE	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_5641	8	void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	TRANSFORMERS_CAUSAL_LM	1024x1x1	128x1x1	3978338663	3978343497	4834	UNKNOWN	UNKNOWN	B1_T8192_D16	float16	NSYS_KERNEL_NAME_PLUS_NVTX_PHASE	UNKNOWN_OPERATOR_LAYER	NATIVE_PROFILED
a03feaea-081e-4f90-b9c8-1331f9b85ee8	c16_qwen25_05b_native_reference	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	7ae557604adf67be50417f59c2c2f167def9a775	S3	bae0b908106146659663fa04f44bc03ec0da18cadb08c9ec357c140afc4d8208	PREFILL	NOT_APPLICABLE	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_5651	9	void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)	TRANSFORMERS_CAUSAL_LM	1024x1x1	128x1x1	3978401241	3978405082	3841	UNKNOWN	UNKNOWN	B1_T8192_D16	float16	NSYS_KERNEL_NAME_PLUS_NVTX_PHASE	UNKNOWN_OPERATOR_LAYER	NATIVE_PROFILED
a03feaea-081e-4f90-b9c8-1331f9b85ee8	c16_qwen25_05b_native_reference	Qwen/Qwen2.5-0.5B-Instruct	7ae557604adf67be50417f59c2c2f167def9a775	7ae557604adf67be50417f59c2c2f167def9a775	S3	bae0b908106146659663fa04f44bc03ec0da18cadb08c9ec357c140afc4d8208	PREFILL	NOT_APPLICABLE	cuda:0	CUDA_CONTEXT_1	CUDA_STREAM_7	CUDA_CORRELATION_5668	10	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	TRANSFORMERS_CAUSAL_LM	1024x1x1	128x1x1	3978732695	3978738744	6049	UNKNOWN	UNKNOWN	B1_T8192_D16	float16	NSYS_KERNEL_NAME_PLUS_NVTX_PHASE	UNKNOWN_OPERATOR_LAYER	NATIVE_PROFILED
