evidence_label	input_role	path	sha256	access_mode
SPECULATIVE_DIAGNOSTIC	B1_PREFILL_PARTIAL_AUDIT	/workspace/vm-spec-farm/analysis/b1-prefill-stream-full-v2/PARTIAL_INTEGRITY_V2.tsv	ce57678432eb5c2b59ab9fb7082543babca29f0112cfd8b30905545e6d9a8624	READ_ONLY_STREAMING
SPECULATIVE_DIAGNOSTIC	B1_DECODE1_PARTIAL_AUDIT	/workspace/vm-spec-farm/analysis/b1-decode1-stream-full-v2/PARTIAL_INTEGRITY_V2.tsv	f7f92d23a5e7c5d6ffa5b9520a565ecea1b64e683a56aefdd0a28a1c49732dac	READ_ONLY_STREAMING
SPECULATIVE_DIAGNOSTIC	B2_SEMANTIC_LEDGER	/workspace/vm-spec-farm/b2/B2_SMOKE_PROGRESS_V4.tsv	29d55875cc566da32ce1e289caee8b66090e037d5afe479a70b86b0f7ee23228	READ_ONLY_STREAMING
SPECULATIVE_DIAGNOSTIC	B2_RUN_SUMMARY	/workspace/vm-spec-farm/RUN_SUMMARY.tsv	bb1eea28c9e12422ac96c65a8ec7d534315cc143b619ff6180ab38bbe39a1775	READ_ONLY_STREAMING
SPECULATIVE_DIAGNOSTIC	B3_PLANNED_GEOMETRY	/workspace/vm-spec-farm/b3/B3_PLANNED_GEOMETRY_VALIDATION.tsv	110bf6bd92155cf5cfd3b6b5b26b6f161f7d5f4df6de5aea4187f0784e65f3be	READ_ONLY_STREAMING
SPECULATIVE_DIAGNOSTIC	B4_IMMUTABLE_STAGE_LOCK	/workspace/vm-spec-farm/b4/nonllm_stage_lock.tsv	706c765454b09bb3851fecb7c4364401f967eb138fbed0aef1f861243a9d412f	READ_ONLY_STREAMING
SPECULATIVE_DIAGNOSTIC	B5_PLANNED_GEOMETRY	/workspace/vm-spec-farm/b5/B5_PLANNED_GEOMETRY_VALIDATION.tsv	d44aef5114799675bb23e708e18225e950dcfe5adb5a9ad14c17ee1849c7c5ac	READ_ONLY_STREAMING
SPECULATIVE_DIAGNOSTIC	B3_JOB_MATRIX	/workspace/vm-spec-farm/jobs/b3-full.tsv	3254e9cb5444238602acae2f9ff8e0a49c668cae79d6345f46df3a738d347165	READ_ONLY_STREAMING
SPECULATIVE_DIAGNOSTIC	B4_JOB_MATRIX	/workspace/vm-spec-farm/jobs/b4-full.tsv	31b65950637f5fdb78227280f80fe48543852bfb5701755372010be12c1e3d58	READ_ONLY_STREAMING
SPECULATIVE_DIAGNOSTIC	B5_JOB_MATRIX	/workspace/vm-spec-farm/jobs/b5-full.tsv	2922b25fd5946bedde6f529641ba4f67d712f2dac090092d5caadfb542b96f14	READ_ONLY_STREAMING
