kind	id	path	sha256	evidence_class
run_log	gate_c0_m1	/root/awma_crosscal_v1r1_prep_runtime/gate_c0_m1/run.log	a381775a0d1662b1411bc5acc9d812777f4a39330bff14a991c6a0ae7ee3485d	P1_AUDIT_RUN
run_log	gate_c1_off_m1	/root/awma_crosscal_v1r1_prep_runtime/gate_c1_off_m1/run.log	60115b61b7176e149dd2e412decfbc66f6bf46a2706150b9be23d2b543a326cd	P1_AUDIT_RUN
run_log	gate_c1_on_m1	/root/awma_crosscal_v1r1_prep_runtime/gate_c1_on_m1/run.log	f36564002f6deedc4a5b584b432e3c22c0b220811be9e98a020ff1eaed1b2e97	P1_AUDIT_RUN
run_log	gate_c0_m2	/root/awma_crosscal_v1r1_prep_runtime/gate_c0_m2/run.log	610bef8429166f59c271a7d002d5e28fadeb670b3de9e974e38ec36dd30a1071	P1_AUDIT_RUN
run_log	gate_c1_off_m2	/root/awma_crosscal_v1r1_prep_runtime/gate_c1_off_m2/run.log	a07f5e3b459faa1b2fede9b4daa27760c60aafa8bd3aa58e809a238cbc248c3d	P1_AUDIT_RUN
run_log	gate_c1_on_m2	/root/awma_crosscal_v1r1_prep_runtime/gate_c1_on_m2/run.log	2645f1977797b269e055c3a149fc5b1b1d6cfb881946e3d136b0df836444db9b	P1_AUDIT_RUN
run_log	card_m0	/root/awma_crosscal_v1r1_prep_runtime/card_m0/run.log	64db3c4d4d86f039c3e027c2fbfcb0bd4bcceea540e810d4fdb7ecb4b380b75c	P1_AUDIT_RUN
run_log	card_m3	/root/awma_crosscal_v1r1_prep_runtime/card_m3/run.log	7033fe9918443b0e9892dabefb0c9153a01334007cde6b944d314763c0c04ed3	P1_AUDIT_RUN
trace_payload	M0	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/awma/native_translation_calibration_109_v1_20260922T101218Z/microtraces/m0_compact/raw/kernel-1-ctx_0x5ead2f3c9f60.traceg.xz	b9f87594b0279d8b489aa5181e6fcf37551e04553b154a7848c88fa44fc03e7e	P1_ACCEPTED_DURABLE
trace_payload	M1	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/awma/native_translation_calibration_109_v1_20260922T101218Z/microtraces/m1_dependent_large/raw/kernel-1-ctx_0x62a94d9fbf80.traceg.xz	bea5cf39d41f9807d95be659984fe850c56d910214ecfe85d6379df705cc9ec5	P1_ACCEPTED_DURABLE
trace_payload	M2	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/awma/native_translation_calibration_109_v1_20260922T101218Z/microtraces/m2_multiwarp_high/raw/kernel-1-ctx_0x5e556c50bf60.traceg.xz	c165749ff06013f7bebc6ceecb2915f5de0b3d88171366a4832001cd6da2642f	P1_ACCEPTED_DURABLE
trace_payload	M3	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/awma/native_translation_calibration_109_v1_20260922T101218Z/microtraces/m3_stride64k/raw/kernel-1-ctx_0x5a3c52ac8f60.traceg.xz	be63c6cd23cb101d626be18bc82766c27a91ff687f1d4427d9ba47cbf26d0799	P1_ACCEPTED_DURABLE
native_source	native_source	/root/awma_crosscal_v1r1_prep_runtime/native_tlb_probe_authority.cu	cec9492b3d6dfeedab3cfcc3659523eaa6afebb2c0158499ad8c423b20d70f07	AUTHORITY
base_config	base_config	/root/awma_native_simulator_cross_calibration_v1_runtime/c0_v2r1_src/gpgpu-sim/configs/tested-cfgs/SM86_RTX3070/gpgpusim.config	f6b480d66fb04a948c04e1a5b65527600f3959ac561dcfa2de0b6632e864fe9c	AUTHORITY
trace_config	trace_config	/root/workspace/accel-sim-framework-awma-174-native-simulator-cross-calibration-v1/gpu-simulator/configs/tested-cfgs/SM86_RTX3070/trace.config	a46fe47a14f3ca4116a35c5bf1dc156f4e861484b91278e8b3f6e09519bd7e5b	AUTHORITY
vm_10_80_config	vm_10_80_config	/root/workspace/accel-sim-framework-awma-174-native-simulator-cross-calibration-v1/configs/vm_tlb/M4R_SM86_VM49_REALPTW.config	85cd687d95f712b1f6a734805a5429f8268e6fb2f173f014b73e9c3079fc9ba4	AUTHORITY
vm_0_80_config	vm_0_80_config	/root/awma_native_simulator_cross_calibration_v1_runtime/M4R_SM86_VM49_REALPTW_L1_0_L2_80.config	a40fadd84a8bd64b684dfd9664a92fb6991bfa2c4c6e4c918ddcebd087002325	AUTHORITY
opcode_map	opcode_map	/root/workspace/accel-sim-framework-awma-174-crosscal-v1r1-prep/gpu-simulator/ISA_Def/ampere_opcode.h	af35b0e1d889570e90b5a871fb1100c7bb9393412f06831a20fd2857529b4cfd	AUTHORITY
