category	target	translation	level	tag	artifact	path	sha256	bytes	status
FORMAL_RUN	COMBINE	10_80	L0	directed_locked_off	command.json	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_directed_locked_off/command.json	f3d411bcf6ffdd5151758ddbfe98ddee0b610730d5b493424de7363de1110444	3600	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	directed_locked_off	end_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_directed_locked_off/end_utc.txt	5e209be846fd6afd0f8cb7ca6394768d23b7a954a28b14adadaeb4dff12307e2	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	directed_locked_off	host_metrics.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_directed_locked_off/host_metrics.txt	ffd81666f8461484ee22d9b8d04f138759b9b0c3c39e361162913d2ebe949a6b	109	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	directed_locked_off	launcher_wall_seconds.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_directed_locked_off/launcher_wall_seconds.txt	f51f087d08697d212a69ff5d361fd230839de05cf5eaecbe87c7f57cb15a1e87	9	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	directed_locked_off	output_bytes.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_directed_locked_off/output_bytes.txt	0a505c6bb4d9b2ad6d97278f180d3ad7a41612a009d24f955acf54220bc9f3fa	6	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	directed_locked_off	rc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_directed_locked_off/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	directed_locked_off	run.log	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_directed_locked_off/run.log	90efb726ef725843e3a21ed23546e41c8ab2784d956850bbd2f86440b38ecede	90310	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	directed_locked_off	run.stderr	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_directed_locked_off/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	directed_locked_off	start_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_directed_locked_off/start_utc.txt	5686f169ee35dbff80139ace17a1d3f30fbd8b9c96e93f06f9248ede2585a805	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m1	command.json	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m1/command.json	82b8433599e606e9335fa7fe99ea4ed924ac87c1f8360e37e3ea5cbeded62119	3592	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m1	end_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m1/end_utc.txt	a3943ca7d80c0c4cdb9ec1122b40937133a590861a814cdc091f60ac3826f291	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m1	host_metrics.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m1/host_metrics.txt	ee6bec595778e300fbc8bf51082783a4ac5ed0ca6823914ea9160c40b023b8de	109	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m1	launcher_wall_seconds.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m1/launcher_wall_seconds.txt	135f97ee53933d84138e4f05bb73131c9046d97672a19d9b24e0b53c3d2ac7a9	9	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m1	output_bytes.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m1/output_bytes.txt	0a505c6bb4d9b2ad6d97278f180d3ad7a41612a009d24f955acf54220bc9f3fa	6	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m1	rc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m1/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa	2	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m1	run.log	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m1/run.log	90efb726ef725843e3a21ed23546e41c8ab2784d956850bbd2f86440b38ecede	90310	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m1	run.stderr	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m1/run.stderr	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m1	start_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m1/start_utc.txt	2b220613b6ebb3282290db0cbb68234d1633c153066b0d64690fc63fc9ef7b34	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m2	command.json	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m2/command.json	3f9bb2f9ac0449c95ce63609360a9c97169324625ba7b8dc5b5650d69cda44c1	3592	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m2	end_utc.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m2/end_utc.txt	3572dcd402457f998e92519fc12cd5b613b73cd83b0bb8c16e21bcd248616166	21	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m2	host_metrics.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m2/host_metrics.txt	b29b75c98082d8595fb0ecfe2b1d12c969d2deca55431384600fd620538a98ae	109	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m2	launcher_wall_seconds.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m2/launcher_wall_seconds.txt	77b1a043c114d92615de46e323bc590d59cab515d5aada8387ab04c832a57a83	9	FORMAL
FORMAL_RUN	COMBINE	10_80	L0	overhead_m2	output_bytes.txt	/root/awma_bottleneck_observatory_v1_runtime/runs/COMBINE/10_80/L0_overhead_m2/output_bytes.txt	0a505c6bb4d9b2ad6d97278f180d3ad7a41612a009d24f955acf54220bc9f3fa	6	FORMAL
