129-256,17-32,257-512,33-64,513-1024,65-128,9-16,<=8,>1024,reuse_instances,workload
0.02522164021756263,0.11619745229562503,0.026438967797112346,0.026042467831214607,1.1866815290616971e-07,0.003892612085704632,0.21790062806009936,0.5843061130445285,0.0,33707443,scan
0.0,0.030503111111111113,0.0,0.0002497777777777778,0.0,0.0,0.07352088888888889,0.8957262222222222,0.0,1125000,vectorAdd_4M
0.05022142664573322,0.038897594636598636,0.06192859238466784,0.03264308482801275,0.025280450624038567,0.03362979129993498,0.048457893255308686,0.7084431050478139,0.0004980612778914316,4035648,convolutionSeparable
0.010812998044740589,0.16163674706268052,0.002173823152397999,0.04967894758605209,5.3164153183646704e-05,0.02024372810670636,0.14927903501154843,0.6061215568826903,0.0,338574,spmv
0.04199678757611443,0.2538604736328125,0.08481811074649587,0.05213647730210248,3.343469956341912e-05,0.006105535170611213,0.19210220785701976,0.36894697301528034,0.0,8912896,FWT_7_21
0.05168829397306712,0.2092101928312026,0.025309463725319316,0.12954575499381535,7.578187954217641e-06,0.1051187291547205,0.10338500815497226,0.37573497897894864,0.0,1187619,cfd_097k
0.006154434190137997,0.07232590191286253,0.002094299793345503,0.011428643930971372,0.003488385002244176,0.008375613183383266,0.2263953143511477,0.6697374076359075,0.0,1261042,dwt2d
0.022695730263694997,0.040400576917843635,9.524587041119002e-05,0.02988815413503143,0.008482325087762267,0.10058236046479985,0.03015756388276594,0.7676980433776907,0.0,367470,sad
0.01698662728370447,0.024589698095962495,0.023858663538035986,0.014442409035244585,0.02180024461241544,0.01717503022621588,0.04334902579329706,0.8376285830619526,0.00016971835317143656,1284481,btree
4.035776341408838e-05,0.02867337504795884,0.0004415966053355574,0.1284437491644257,0.0,0.10185325895466431,0.04752012421923773,0.6930275382449638,0.0,18385558,gemm
