path	sha256	bytes
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/buffer_canary_attention/stderr.log	171eb9c99d526824344626019f59b3e174847dd29b963f681c7689ae25a4f51a	183
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/buffer_canary_attention/stdout.log	e9e08a7515c78e16e00ccc555628a15dbd43b03e210249846157516c705f33cd	887
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/buffer_canary_attention_r2/stderr.log	171eb9c99d526824344626019f59b3e174847dd29b963f681c7689ae25a4f51a	183
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/buffer_canary_attention_r2/stdout.log	675e53b9f722555ab927a13ddd01347a17b10c4f95119b35753a99ce6b9e3e52	626
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/canary_attention_mref8/stderr.log	171eb9c99d526824344626019f59b3e174847dd29b963f681c7689ae25a4f51a	183
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/canary_attention_mref8/stdout.log	e7f06db78dc7923b222cd8ae2d069401ce09ef78acf078c1f8d350403c5aafed	2524
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/canary_prefill_attention/stderr.log	171eb9c99d526824344626019f59b3e174847dd29b963f681c7689ae25a4f51a	183
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/canary_prefill_attention/stdout.log	24222379b1393260a1b97b9d151f8a1760c6987f724995d1b096cd56d039f687	2533
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/canary_prefill_attention_r2_channel64m/stderr.log	171eb9c99d526824344626019f59b3e174847dd29b963f681c7689ae25a4f51a	183
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/canary_prefill_attention_r2_channel64m/stdout.log	24222379b1393260a1b97b9d151f8a1760c6987f724995d1b096cd56d039f687	2533
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/canary_prefill_gemm/stderr.log	01db37d432b058dcad01d3eee0e104d5b3e77caec34a490535496c30646bc767	439
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/canary_prefill_gemm/stdout.log	922297b1cb55dd45657730633b9a36914f89a15074138bcb56b6472a181a0ff9	3972
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/canary_prefill_gemm_r2/stderr.log	171eb9c99d526824344626019f59b3e174847dd29b963f681c7689ae25a4f51a	183
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/canary_prefill_gemm_r2/stdout.log	8690f6a12fe3e2aef9a199145d15fe71e6ae5e7ae6215e82102222aa04bd06be	2524
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/canary_prefill_gemm_r3_globalmref/stderr.log	171eb9c99d526824344626019f59b3e174847dd29b963f681c7689ae25a4f51a	183
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/canary_prefill_gemm_r3_globalmref/stdout.log	5dd33e47b3ce7fc043989c945e304e433a99971a90584e5afc70607bdc471eff	2524
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/targeted_canary_attention/stderr.log	01db37d432b058dcad01d3eee0e104d5b3e77caec34a490535496c30646bc767	439
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/targeted_canary_attention/stdout.log	5e3a306c0b973b303b5ff9b362c7402f1271be874b367995a7264ff6cfaa1451	20698
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/targeted_canary_attention_4110/stderr.log	01db37d432b058dcad01d3eee0e104d5b3e77caec34a490535496c30646bc767	439
/data/c16/results/C16_FORMAL_CAMPAIGN_V1/qwen05_s2/targeted_canary_attention_4110/stdout.log	d2776f362f0d521b26b31706c1839f01039eaabdda3585aba98b091e9120982b	21329
