source_relative_path	size	source_sha256	destination_or_redirect_sha256	classification	status
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/_METADATA_RECOVERY_RECEIPT.json	2102	9c60eb999a9fe9ede4efcc6c80d0aad6910fb026cf510429cc0f821a6fc68d21	9c60eb999a9fe9ede4efcc6c80d0aad6910fb026cf510429cc0f821a6fc68d21	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/CACHEDIR.TAG	191	f6572428f6d5e1575e73a1502895a8731f10757dfbb634909c6e154b849af91d	f6572428f6d5e1575e73a1502895a8731f10757dfbb634909c6e154b849af91d	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/.gitignore	1	684888c0ebb17f374298b65ee2807526c066094c701bcc7ebbe1c1095f494fc1	684888c0ebb17f374298b65ee2807526c066094c701bcc7ebbe1c1095f494fc1	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/config.json.metadata	101	ea2678ebcd8b282bd2b2155d12c87b4d37270e01eb0e3aa8b4dbc285c425c7cc	ea2678ebcd8b282bd2b2155d12c87b4d37270e01eb0e3aa8b4dbc285c425c7cc	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/tokenizer.json.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/generation_config.json.metadata	101	7f95f8c8c5314e1877c705cc0e9ea58fcf793f17da7519f48505c174cd3ef7aa	7f95f8c8c5314e1877c705cc0e9ea58fcf793f17da7519f48505c174cd3ef7aa	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/tokenizer_config.json.metadata	101	840c296e6b4bd0175d9ec3804d891327f3a098c7e1b10024f283f79ac3b80b66	840c296e6b4bd0175d9ec3804d891327f3a098c7e1b10024f283f79ac3b80b66	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/.gitattributes.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/vocab.json.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/model.safetensors.index.json.metadata	101	acdbe5246a79dae929d423541d4ec7d62dcb84ba3858086c1b7c3ca0273371ab	acdbe5246a79dae929d423541d4ec7d62dcb84ba3858086c1b7c3ca0273371ab	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/merges.txt.metadata	101	370391424d646166148241138e2a73327e12d30f3c1a8e39d4930cb53cf48ae3	370391424d646166148241138e2a73327e12d30f3c1a8e39d4930cb53cf48ae3	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/model.safetensors.index.json.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/merges.txt.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/README.md.metadata	101	2aac7e754810843ad8de8eb7f95eaa19da6998a0abcd50c9d62c9656131fba9a	2aac7e754810843ad8de8eb7f95eaa19da6998a0abcd50c9d62c9656131fba9a	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/.gitattributes.metadata	101	b51c15772734fbf325a44d717c8337f6f65779e95b3c6d97a07b7badde40160f	b51c15772734fbf325a44d717c8337f6f65779e95b3c6d97a07b7badde40160f	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/generation_config.json.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/LICENSE.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/README.md.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/vocab.json.metadata	101	b0949b964aed1ce88339a1d86a022810fdbdf0ba5ba7a626ad3da52096c42850	b0949b964aed1ce88339a1d86a022810fdbdf0ba5ba7a626ad3da52096c42850	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/tokenizer.json.metadata	125	59cdf74289f5cbc5513bc25383f393a49e95f6354e95bad861354bfb4b26b8c6	59cdf74289f5cbc5513bc25383f393a49e95f6354e95bad861354bfb4b26b8c6	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/tokenizer_config.json.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/config.json.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/download/LICENSE.metadata	101	a5118d7e883cd20688b2cb46e0fde60c620fcd3963e78a0986fb3a8c1dab1a65	a5118d7e883cd20688b2cb46e0fde60c620fcd3963e78a0986fb3a8c1dab1a65	EXACT_REVISION_METADATA_RECOVERY	PASS
metadata_recovery/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39/.cache/huggingface/trees/ad44e777bcd18fa416d9da3bd8f70d33ebb85d39.json	6381	a9f3ed8229cdbfe188e7190dcd85f0bd2e7606c7221c513005f663493177bbbd	a9f3ed8229cdbfe188e7190dcd85f0bd2e7606c7221c513005f663493177bbbd	EXACT_REVISION_METADATA_RECOVERY	PASS
runtime/pids/c16_qwen3_30b_downloader.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/pids/c16_qwen3_30b_downloader.pid	8	6cdcd6bd8aea789098a7ce1c1e2cb84e84f476fd9071869de8bf43c4f82901ff	6cdcd6bd8aea789098a7ce1c1e2cb84e84f476fd9071869de8bf43c4f82901ff	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/status/C16_QWEN3_30B_A3B_WORKER.json	570	e83dd5831da3e1409a09a9d768bb4c540dab9899f0b732923becac6f011ab131	e83dd5831da3e1409a09a9d768bb4c540dab9899f0b732923becac6f011ab131	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/status/C16_QWEN3_30B_A3B_PROGRESS.json	8626	990aab0248c2d863f3132d80f5fc6cb3360b94e9572d20bba577b2f47cde9a64	990aab0248c2d863f3132d80f5fc6cb3360b94e9572d20bba577b2f47cde9a64	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/logs/c16_qwen3_30b_downloader.log	11421648	ad07738e6a164c59661f9ee8e74903ec55bb9a4035d7bc09a339185d55bd698a	ad07738e6a164c59661f9ee8e74903ec55bb9a4035d7bc09a339185d55bd698a	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00015-of-00016.safetensors.json	831	632a7141a2ec930d32f61f791f4fdaae7ea1aa1c27f7ccfb64b74fe4fe2ccdc7	632a7141a2ec930d32f61f791f4fdaae7ea1aa1c27f7ccfb64b74fe4fe2ccdc7	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00004-of-00016.safetensors.json	831	0c4b2e23be989150fc0b2781a493b358cfaf6043abb13ee71979432c6a3f8e03	0c4b2e23be989150fc0b2781a493b358cfaf6043abb13ee71979432c6a3f8e03	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00014-of-00016.safetensors.json	831	ef973eb8dfce727aa54bce6965a3bc2faea0e7164180fddb08af76030b83b93f	ef973eb8dfce727aa54bce6965a3bc2faea0e7164180fddb08af76030b83b93f	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00006-of-00016.safetensors.json	831	da72aae18afb114eb6c23e0ab4104af181b0016a2da051e13abd6b51f7bf1d2a	da72aae18afb114eb6c23e0ab4104af181b0016a2da051e13abd6b51f7bf1d2a	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00005-of-00016.safetensors.json	831	07c52e6728a310a594d3c0d3626261e9dd60d5e4de7ddc7dc39e6c9f3e6f36a4	07c52e6728a310a594d3c0d3626261e9dd60d5e4de7ddc7dc39e6c9f3e6f36a4	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00016-of-00016.safetensors.json	831	1fb69ab2d3da6341272396ee2c014159b3652ceffb258530fb128a640311112c	1fb69ab2d3da6341272396ee2c014159b3652ceffb258530fb128a640311112c	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00008-of-00016.safetensors.json	831	f35610248f70c1aa2db743dea441a0f6ed4785eb9885e8a0aadd33808b2c324c	f35610248f70c1aa2db743dea441a0f6ed4785eb9885e8a0aadd33808b2c324c	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00011-of-00016.safetensors.json	831	f1e8ba1fc5cba166492c1f43087cf0263bdf60c50a4d3829ca7dda03d0e43277	f1e8ba1fc5cba166492c1f43087cf0263bdf60c50a4d3829ca7dda03d0e43277	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00007-of-00016.safetensors.json	831	a3e2a6d5493cb980633a20efec7fe2679260a79b5b64258db9a2d7fc2ce13eeb	a3e2a6d5493cb980633a20efec7fe2679260a79b5b64258db9a2d7fc2ce13eeb	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00003-of-00016.safetensors.json	831	ce67dee5dfe926dfa4960a1b12fdab330dfe4ee6f31363e5425f308066572f83	ce67dee5dfe926dfa4960a1b12fdab330dfe4ee6f31363e5425f308066572f83	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00002-of-00016.safetensors.json	831	7fcad0d0a5c2ac719d419532c06d7d794856e6180dde18fc09d068ffe5087998	7fcad0d0a5c2ac719d419532c06d7d794856e6180dde18fc09d068ffe5087998	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00013-of-00016.safetensors.json	831	fe50391328fd1f753beca4fd0d49926ed30a12e182f60c29754f1882477b7af7	fe50391328fd1f753beca4fd0d49926ed30a12e182f60c29754f1882477b7af7	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00009-of-00016.safetensors.json	831	f82a4fcebbe16d0fd756b88a561e2d266c3ff9ef644dd55f83b361db88358887	f82a4fcebbe16d0fd756b88a561e2d266c3ff9ef644dd55f83b361db88358887	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00010-of-00016.safetensors.json	831	45d08c269d27e9d74d577d16d12a178a3b35dc7ccf8af74705d2282ee1a76ab6	45d08c269d27e9d74d577d16d12a178a3b35dc7ccf8af74705d2282ee1a76ab6	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00012-of-00016.safetensors.json	831	6acc8be401838fb4be59a5d05a26ccaab23142281c9b98feb3ec4eae9e1582ed	6acc8be401838fb4be59a5d05a26ccaab23142281c9b98feb3ec4eae9e1582ed	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
runtime/immutable_verified_receipts/c16_qwen3_30b_a3b_native_moe/model-00001-of-00016.safetensors.json	831	c559302b605a13f69e0953dacf904516a01746d488fc686c7fa06342f2ee4e71	c559302b605a13f69e0953dacf904516a01746d488fc686c7fa06342f2ee4e71	ORIGINAL_DOWNLOAD_EVIDENCE	PASS
