stage	request_uid	address_dec	address_hex	access_type	is_write	eligibility	interval_match	target	target_class
TRACE_PARSED_LANE	0	0	0x0	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	4	0x4	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	8	0x8	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	12	0xc	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	20	0x14	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	24	0x18	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	28	0x1c	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	0	0x0	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	4	0x4	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	8	0x8	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	12	0xc	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	20	0x14	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	24	0x18	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	28	0x1c	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	0	0x0	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	4	0x4	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	8	0x8	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	12	0xc	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	20	0x14	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	24	0x18	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	28	0x1c	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	0	0x0	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	4	0x4	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	8	0x8	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	12	0xc	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	20	0x14	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	24	0x18	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	28	0x1c	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	139265623347488	0x7ea94e025120	-1	0	-1	1	1	1
INSTRUCTION_OPERAND	0	139265623347488	0x7ea94e025120	-1	0	-1	1	1	1
MEM_ACCESS_CREATED	264462	139265623347488	0x7ea94e025120	0	0	1	1	1	1
MEM_FETCH_CONSTRUCT	298359	139265623347488	0x7ea94e025120	0	0	1	1	1	1
MEM_FETCH_CONSTRUCT	298387	139265623347488	0x7ea94e025120	0	0	1	1	1	1
MEM_ACCESS_CREATED	353998	139265623347488	0x7ea94e025120	0	0	1	1	1	1
MEM_FETCH_CONSTRUCT	457644	139265623347488	0x7ea94e025120	0	0	1	1	1	1
MEM_FETCH_CONSTRUCT	457712	139265623347488	0x7ea94e025120	0	0	1	1	1	1
L2_ENTRY	298387	139265623347488	0x7ea94e025120	0	0	1	1	1	1
ORACLE_LOOKUP	298387	139265623347488	0x7ea94e025120	0	0	1	1	1	1
ADDRESS_INTEGRATION_CANARY_ONLY_COMPLETE	1
