stage	request_uid	address_dec	address_hex	access_type	is_write	eligibility	interval_match	target	target_class
TRACE_PARSED_LANE	0	0	0x0	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	4	0x4	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	8	0x8	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	12	0xc	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	20	0x14	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	24	0x18	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	28	0x1c	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	0	0x0	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	4	0x4	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	8	0x8	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	12	0xc	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	20	0x14	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	24	0x18	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	28	0x1c	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	0	0x0	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	4	0x4	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	8	0x8	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	12	0xc	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	20	0x14	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	24	0x18	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	28	0x1c	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	0	0x0	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	4	0x4	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	8	0x8	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	12	0xc	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	20	0x14	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	24	0x18	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	28	0x1c	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	16	0x10	-1	0	-1	0	0	0
TRACE_PARSED_LANE	0	139264415236384	0x7ea906000120	-1	0	-1	1	1	15
INSTRUCTION_OPERAND	0	139264415236384	0x7ea906000120	-1	0	-1	1	1	15
MEM_ACCESS_CREATED	271092	139264415236384	0x7ea906000120	0	0	1	1	1	15
MEM_FETCH_CONSTRUCT	290105	139264415236384	0x7ea906000120	0	0	1	1	1	15
MEM_FETCH_CONSTRUCT	290118	139264415236384	0x7ea906000120	0	0	1	1	1	15
MEM_ACCESS_CREATED	396646	139264415236384	0x7ea906000120	0	0	1	1	1	15
MEM_FETCH_CONSTRUCT	592453	139264415236384	0x7ea906000120	0	0	1	1	1	15
MEM_FETCH_CONSTRUCT	592531	139264415236384	0x7ea906000120	0	0	1	1	1	15
L2_ENTRY	290118	139264415236384	0x7ea906000120	0	0	1	1	1	15
ORACLE_LOOKUP	290118	139264415236384	0x7ea906000120	0	0	1	1	1	15
ADDRESS_INTEGRATION_CANARY_ONLY_COMPLETE	1
