kind	id	path	sha256	evidence_class
run_log	A1	/root/share/mnt164/huangrulin/awma_c1_fanout_aware_sharing_exploration_v1/raw/A1_C1_FANOUT4_10_80/run.log	e4dbdcc60b0d9b7e01a49f230243de13677b4333d22399226775058c2f47761b	P1_DISCOVERY
command	A1	/root/share/mnt164/huangrulin/awma_c1_fanout_aware_sharing_exploration_v1/raw/A1_C1_FANOUT4_10_80/command.json	384c801242b9ae8b9a203571a6eadc8e4aeb99dac4ae7cc015426af3afcf50c8	P3_PROVENANCE
run_log	T0	/root/share/mnt164/huangrulin/awma_c1_fanout_aware_sharing_exploration_v1/raw/T0_C1_FANOUT4_10_80/run.log	a58440267ee09b93cbb84b8893de631cfb4f48686776fc5d15407164b5c7a841	P1_DISCOVERY
command	T0	/root/share/mnt164/huangrulin/awma_c1_fanout_aware_sharing_exploration_v1/raw/T0_C1_FANOUT4_10_80/command.json	5018d2860aeb26beb06ee9f92acbf465d337df28e87ff553161a393fa3f9c40d	P3_PROVENANCE
run_log	T1	/root/share/mnt164/huangrulin/awma_c1_fanout_aware_sharing_exploration_v1/raw/T1_C1_FANOUT4_10_80/run.log	e36ecfa7a9854773545a072533de923d24349684dec7fb0c3437cda2d593c7a4	P1_DISCOVERY
command	T1	/root/share/mnt164/huangrulin/awma_c1_fanout_aware_sharing_exploration_v1/raw/T1_C1_FANOUT4_10_80/command.json	bd515f1396bbe652428b31837b8a1cd03bc7d0df95688cd8e0ec8ea34a0c4f12	P3_PROVENANCE
run_log	T2	/root/share/mnt164/huangrulin/awma_c1_fanout_aware_sharing_exploration_v1/raw/T2_C1_FANOUT4_10_80/run.log	86d30cb31b6a0b5178c9c9270fb8a93db5219181677a339a88bc0b7ec5061aa4	P1_DISCOVERY
command	T2	/root/share/mnt164/huangrulin/awma_c1_fanout_aware_sharing_exploration_v1/raw/T2_C1_FANOUT4_10_80/command.json	e92a5d90e95b5f38c6b80a4b69af3dac8db04c6b25ed6b352eb350de74914f93	P3_PROVENANCE
parent_evidence	ATTRIBUTION_MATRIX	/root/workspace/accel-sim-framework-awma-c1-fanout-aware-sharing-exploration-v1/docs/vm_tlb/review_packs/AWMA_C1_T2_OWNER_WAIT_RETRY_ATTRIBUTION_V1/ATTRIBUTION_MATRIX.tsv	fd9f26c43261695f48115b052799333c57ccbbb30ca0afbbfc1b9d4e92d04e8c	P1_ACCEPTED_PARENT
build_log	FANOUT_BUILD	/root/awma_c1_fanout_aware_sharing_exploration_v1_runtime/unified_build.log	21ff662965aee568df1fec8b7bee1d1bd11277a70c790e9b4b9e5e24ca17319d	P4_RUNTIME
binary	FANOUT_BINARY	/root/awma_c1_fanout_aware_sharing_exploration_v1_runtime/bin/unified_accel-sim.out	34bd73b9584e438ebabafa98bb7c48c96c2512a4b69cb645050ec611edf3db32	P3_PROVENANCE
source_patch	FINAL_CORE_PATCH	/root/workspace/accel-sim-framework-awma-c1-fanout-aware-sharing-exploration-v1/docs/vm_tlb/review_packs/AWMA_C1_FANOUT_AWARE_SHARING_EXPLORATION_V1/CANDIDATE_CORE.patch	0d09aa633e24375dae1c1ee034c2fda1053826ef060684b7e93b3d504dfbcfa7	P3_PROVENANCE
