block_dataport_blocked,block_dataport_eligible,block_dataport_episodes,block_dataport_ratio,block_dataport_requests,block_missq_blocked,block_missq_eligible,block_missq_episodes,block_missq_ratio,block_missq_requests,block_mshr_merge_blocked,block_mshr_merge_eligible,block_mshr_merge_episodes,block_mshr_merge_ratio,block_mshr_merge_requests,block_mshr_new_blocked,block_mshr_new_eligible,block_mshr_new_episodes,block_mshr_new_ratio,block_mshr_new_requests,block_respq_blocked,block_respq_eligible,block_respq_episodes,block_respq_ratio,block_respq_requests,block_set_blocked,block_set_eligible,block_set_episodes,block_set_ratio,block_set_requests,data_port_busy_ratio,draml2q_avg,end_l2_cycle,fill_blocked,fill_eligible,fill_episodes,fill_port_busy_ratio,fill_ratio,fill_requests,l2dramq_avg,merge_depth_max,missq_avg,missq_wb_avg,mshr_avg,mshr_max,mshr_target_avg,reserved_avg,reserved_max,samples,schema_version,slice,start_l2_cycle,wb_bytes,wb_generated,window
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,0,0,0,0,0
0,0,0,0.0,0,0,584,0,0.0,0,0,0,0,0.0,0,0,584,0,0.0,0,0,392,0,0.0,0,0,976,0,0.0,0,0.0,0.0,9031,0,584,0,0.0,0.0,0,6.859871,1,0.161458,0.0,26.673363,130,26.673363,8.302083,35,4032,L2CHARV1,0,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,1,0,0,0,0
0,0,0,0.0,0,0,584,0,0.0,0,0,0,0,0.0,0,0,584,0,0.0,0,0,388,0,0.0,0,0,972,0,0.0,0,0.0,0.0,9031,0,584,0,0.0,0.0,0,5.234623,1,0.0,0.0,24.810516,104,24.810516,7.46255,29,4032,L2CHARV1,1,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,2,0,0,0,0
0,0,0,0.0,0,0,584,0,0.0,0,0,0,0,0.0,0,0,584,0,0.0,0,0,392,0,0.0,0,0,976,0,0.0,0,0.0,0.0,9031,0,584,0,0.0,0.0,0,6.857887,1,0.191716,0.0,26.8063,135,26.8063,8.494792,39,4032,L2CHARV1,2,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,3,0,0,0,0
0,0,0,0.0,0,0,584,0,0.0,0,0,0,0,0.0,0,0,584,0,0.0,0,0,384,0,0.0,0,0,968,0,0.0,0,0.0,0.0,9031,0,584,0,0.0,0.0,0,5.72371,1,0.0,0.0,25.346726,108,25.346726,7.645585,33,4032,L2CHARV1,3,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,4,0,0,0,0
0,0,0,0.0,0,0,584,0,0.0,0,0,0,0,0.0,0,0,584,0,0.0,0,0,392,0,0.0,0,0,976,0,0.0,0,0.0,0.0,9031,0,584,0,0.0,0.0,0,6.846478,1,0.218998,0.0,26.539931,129,26.539931,8.197669,37,4032,L2CHARV1,4,5000,0,0,1
