schema	stage	workload	variant	off_attempt_uuid	on_attempt_uuid	off_run_dir	on_run_dir	runtime_sha256	config_or_ordered_chain_sha256	trace_sha256	off_stdout_sha256	on_stdout_sha256	cycles	instructions	checked_scientific_metrics	strict_validation_status	validation_utc	scope
SG5_EQUIVALENCE_V1	SG5.3	NN	B16-S	9a070912-492f-4799-a2ab-785381a2e2d1	dcf7bbfc-eee0-4347-b741-67c9d973661b	/workspace/wave-a-sg5-runs/sg5_equivalence_B16-S_NN_OFF_9a070912-492f-4799-a2ab-785381a2e2d1	/workspace/wave-a-sg5-runs/sg5_equivalence_B16-S_NN_ON_dcf7bbfc-eee0-4347-b741-67c9d973661b	f2dded5dec147a89b9b2510d020b231f2fc70f551b6d86786f42e86c6de4845c	1a016e3cac65376330a92dd3fcf037d5fdcab5e7d295920be568e04600dd1cde	6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664	a0b441f65e8c4b6fd4682ef5829b70f3001ff34dbfbfcb9b3c0ea7859cff95b8	f9e2d9e1398109a8d3076819f8204cd8d66d34e913bd5464790aaf7bc637195c	6985	1284872	163	PASS	2026-09-15T15:05:11Z	B16-S NN subset; all identity and scientific-counter checks passed.
SG5_EQUIVALENCE_V1	SG5.3	Btree	B16-S	88d7a040-44d3-4b2c-bf05-c88fd2115cde	0f9fc7ec-5be0-41ee-b594-9c0e23a07e23	/workspace/wave-a-sg5-runs/sg5_equivalence_B16-S_Btree_OFF_88d7a040-44d3-4b2c-bf05-c88fd2115cde	/workspace/wave-a-sg5-runs/sg5_equivalence_B16-S_Btree_ON_0f9fc7ec-5be0-41ee-b594-9c0e23a07e23	f2dded5dec147a89b9b2510d020b231f2fc70f551b6d86786f42e86c6de4845c	1a016e3cac65376330a92dd3fcf037d5fdcab5e7d295920be568e04600dd1cde	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	94c65e5b4ed5464c48e1d7300d75f0e4b286a7c74303e0466eb0851ac09ad8a7	c4017633899cd4f2660cfa74528e7f1ee29febbc1f352b9ae3b197c49cb18bf6	369977	444467849	167	PASS	2026-09-15T16:22:08Z	B16-S Btree subset; all identity and scientific-counter checks passed.
SG5_EQUIVALENCE_V1	SG5.3	NN	TC80-S	867f0863-6162-4461-a200-f3e794a7d520	277c0b53-41b8-47ca-96ad-2f49d631b185	/workspace/wave-a-sg5-runs/sg5_equivalence_TC80-S_NN_OFF_867f0863-6162-4461-a200-f3e794a7d520	/workspace/wave-a-sg5-runs/sg5_equivalence_TC80-S_NN_ON_277c0b53-41b8-47ca-96ad-2f49d631b185	f2dded5dec147a89b9b2510d020b231f2fc70f551b6d86786f42e86c6de4845c	33e392081a0da7b7f81e99444f19736955461b17389b11d489f71ee4079d501a	6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664	9be562c1c8bc68fb79ae96d989e02866d1dc046d6b1f93d9abf9ad8dde435a3e	f879d8bb7c3027fc351723829cd8592ab992676f7491583d4bee7f31983e7401	6985	1284872	163	PASS	2026-09-15T16:26:12Z	TC80-S NN subset; ordered Base+frozen TC80 overlay chain and all scientific-counter checks passed.
SG5_EQUIVALENCE_V1	SG5.3	NN	IO	ad943176-c2f2-4512-a485-159da6a9eb81	66b2c651-f8a6-4943-b840-17ab36f63881	/workspace/wave-a-sg5-runs/sg5_equivalence_IO_NN_OFF_ad943176-c2f2-4512-a485-159da6a9eb81	/workspace/wave-a-sg5-runs/sg5_equivalence_IO_NN_ON_66b2c651-f8a6-4943-b840-17ab36f63881	f2dded5dec147a89b9b2510d020b231f2fc70f551b6d86786f42e86c6de4845c	3e6efd9e54be52a6bc2384b9544d726339bc357ab9d2be911959bb478d6f6f20	6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664	63086780694102ab3da4f84df3af7c4d7008b9e61fadd073b063050cc2712250	12555ecca09d34cd0aab458934c1f6a41d65c6078456f2add16f4c2f15f7c9cf	6095	1284872	193	PASS	2026-09-15T16:38:24Z	IO NN subset; exact frozen IO config and all scientific-counter checks passed.
SG5_EQUIVALENCE_V1	SG5.3	NN	OO	08e79210-d39e-4be1-b0c0-def4c96a216d	71f0d93f-a399-45ff-a7cc-fd0e9dc05294	/workspace/wave-a-sg5-runs/sg5_equivalence_OO_NN_OFF_08e79210-d39e-4be1-b0c0-def4c96a216d	/workspace/wave-a-sg5-runs/sg5_equivalence_OO_NN_ON_71f0d93f-a399-45ff-a7cc-fd0e9dc05294	f2dded5dec147a89b9b2510d020b231f2fc70f551b6d86786f42e86c6de4845c	fe3d3a8a081b7754d888c0164ea7a1a508d0d452eb09768ddc6d33bbe60966e8	6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664	4f1768250039297eb08afccdab67f2742fcffbdb831b0dee68bcf62f3384b520	83cbd5511e202d0657d92785de93aadfbb4f42206ec9f2eb586a2fad6721c63e	6105	1284872	170	PASS	2026-09-15T16:38:24Z	OO NN subset; exact frozen OO config and all scientific-counter checks passed.
SG5_EQUIVALENCE_V1	SG5.3	Btree	OO	a2ecf326-9dcc-492e-8817-1e15f3473afd	d8a910b3-3196-4f70-9c67-c37a0a26d1ec	/workspace/wave-a-sg5-runs/sg5_equivalence_OO_Btree_OFF_a2ecf326-9dcc-492e-8817-1e15f3473afd	/workspace/wave-a-sg5-runs/sg5_equivalence_OO_Btree_ON_d8a910b3-3196-4f70-9c67-c37a0a26d1ec	f2dded5dec147a89b9b2510d020b231f2fc70f551b6d86786f42e86c6de4845c	fe3d3a8a081b7754d888c0164ea7a1a508d0d452eb09768ddc6d33bbe60966e8	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	052a040e9ec35770128548a924e557c4c57bb963c63d0d97d8b46c8d22073b58	df8ea3fc9330f0a723b01f0766c66e49ec7e02285ffc51b735f1e974b87f3ba1	172795	444467849	174	PASS	2026-09-15T17:27:18Z	OO Btree subset; exact frozen OO config and all scientific-counter checks passed.
SG5_EQUIVALENCE_V1	SG5.3	Btree	IO	d2ada8ba-c092-4339-ba86-eb1dacafcc16	8e8c5010-b5fc-4700-ac66-68f9162f0966	/workspace/wave-a-sg5-runs/sg5_equivalence_IO_Btree_OFF_d2ada8ba-c092-4339-ba86-eb1dacafcc16	/workspace/wave-a-sg5-runs/sg5_equivalence_IO_Btree_ON_8e8c5010-b5fc-4700-ac66-68f9162f0966	f2dded5dec147a89b9b2510d020b231f2fc70f551b6d86786f42e86c6de4845c	3e6efd9e54be52a6bc2384b9544d726339bc357ab9d2be911959bb478d6f6f20	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	f05eb75c21c2712b048c4fa51031ae6e5a6f066159aa45e9783415b56d3b6432	cc8d0013d8e62a50a96571e7096ac61b459ad2d9f2bc879d0d3a70c232aa6a78	244231	444467849	197	PASS	2026-09-15T17:37:26Z	IO Btree subset; exact frozen IO config and all scientific-counter checks passed.
SG5_EQUIVALENCE_V1	SG5.3	Btree	TC80-S	8d25a9da-a911-4fff-b474-56058c3dede6	b9ed7551-42ea-44b3-a079-5e6739e62e97	/workspace/wave-a-sg5-runs/sg5_equivalence_TC80-S_Btree_OFF_8d25a9da-a911-4fff-b474-56058c3dede6	/workspace/wave-a-sg5-runs/sg5_equivalence_TC80-S_Btree_ON_b9ed7551-42ea-44b3-a079-5e6739e62e97	f2dded5dec147a89b9b2510d020b231f2fc70f551b6d86786f42e86c6de4845c	33e392081a0da7b7f81e99444f19736955461b17389b11d489f71ee4079d501a	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	4558eae328022c49582e0a9da1afd2a416bab935a0da2a77d234de76fa83f577	c9c4dd48daa739d0a766aa82d7f7fabe6bab1b52bc3ca5fa2642272291e71aa7	320010	444467849	167	PASS	2026-09-15T17:38:44Z	TC80-S Btree subset; ordered Base+frozen TC80 overlay chain and all scientific-counter checks passed.
SG5_EQUIVALENCE_V1	SG5.3	NN	B16-N	362636f7-e631-4f6c-8873-e4ddd95a09af	6fe8e5fd-1a36-40f4-a3fe-80119837cdbf	/workspace/wave-a-sg5-runs/sg5_equivalence_B16-N_NN_OFF_362636f7-e631-4f6c-8873-e4ddd95a09af	/workspace/wave-a-sg5-runs/sg5_equivalence_B16-N_NN_ON_6fe8e5fd-1a36-40f4-a3fe-80119837cdbf	12d5bf68da32c87e4b47bdcbe27c92c8afccb0ef3310978e66325be7ae33edcf	568456e3bc07ae87357331181d2d11a5ca96b8f8474f6adaebfdaeec48e1196f	6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664	402b96cd773185a16fefb73f3bb8c2053db658c9cd75e1264025d886bb7b7f68	69b24983ddc67bb09fef4c8e1635715ed8aec027cf9b264bcc20acaeee00f9ba	6957	1284872	163	PASS	2026-09-15T19:17:42Z	NORMAL B16-N NN; fresh observer-Core397 OFF/ON pair, ordered Base+SG1 B16-N chain, all 163 pre-existing metrics identical; strict NORMAL echo checks pass after source-correct validator regex repair.
SG5_EQUIVALENCE_V1	SG5.3	NN	TC80-N	24fe7a91-fb01-42dc-9235-63aa228a07df	27308e90-5f68-495d-b36b-dcc6473ba831	/workspace/wave-a-sg5-runs/sg5_equivalence_TC80-N_NN_OFF_24fe7a91-fb01-42dc-9235-63aa228a07df	/workspace/wave-a-sg5-runs/sg5_equivalence_TC80-N_NN_ON_27308e90-5f68-495d-b36b-dcc6473ba831	12d5bf68da32c87e4b47bdcbe27c92c8afccb0ef3310978e66325be7ae33edcf	ed8be97fcf66332c603fd94ed9f09acffa904e1cffdff3872958dd7d8aeeae03	6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664	893708855b3cc144e185401c07b0d0a90b3ebc21599d1d8b46403f74d7f88433	67ebaa70a115eb79b03754584c14736433bad0ba0b27e83192320392730bddfc	6957	1284872	163	PASS	2026-09-15T19:23:00Z	NORMAL TC80-N NN; fresh observer-Core397 OFF/ON pair, ordered Base+SG1 TC80-N chain, all 163 pre-existing metrics identical; strict NORMAL and 80-KiB capacity echo checks pass.
