workload,variant,run_status,maturity,promotion_dependencies,cycles,instructions,result_path
vectorAdd_4M,B0-Legacy,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,73873,56000000,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__vectorAdd_4M/B0-Legacy/vectorAdd_4M
vectorAdd_4M,B0-Banked,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,73873,56000000,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__vectorAdd_4M/B0-Banked/vectorAdd_4M
scan,B0-Legacy,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,2163356,1963460720,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__scan/B0-Legacy/scan
scan,B0-Banked,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,2163356,1963460720,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__scan/B0-Banked/scan
spmv,B0-Legacy,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,23560,21131849,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__spmv/B0-Legacy/spmv
spmv,B0-Banked,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,23560,21131849,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__spmv/B0-Banked/spmv
convolutionSeparable,B0-Legacy,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,292211,714547200,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__convolutionSeparable/B0-Legacy/convolutionSeparable
convolutionSeparable,B0-Banked,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,292211,714547200,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__convolutionSeparable/B0-Banked/convolutionSeparable
cfd_097k,B0-Legacy,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,79276,143129372,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Legacy__cfd_097k/B0-Legacy/cfd_097k
cfd_097k,B0-Banked,COMPLETE_VALID,PROMOTED_VALID_CALIBRATION,D256_EQ_SCAN_PASS;D512_PREFLIGHT_PASS,81443,143129372,/workspace/worktrees/accel-sim-ep-l2-d512/docs/ep_l2/calibration_results/d512_850/speculative_rows/B0-Banked__cfd_097k/B0-Banked/cfd_097k
