profile_id	kernel_index	kernel_name	grid_size	block_size	metric_name	unit	value
down_proj_M1_AWQ_K1	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	l1tex__t_bytes.sum	byte	45846528.0
down_proj_M1_AWQ_K1	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	lts__t_bytes.sum	byte	40555648.0
down_proj_M1_AWQ_K1	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	dram__bytes.sum	byte	35336832.0
down_proj_M1_AWQ_K1	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	86016.0
down_proj_M1_AWQ_K1	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	600576.0
down_proj_M1_AWQ_K1	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	70016.0
down_proj_M1_AWQ_K2	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	l1tex__t_bytes.sum	byte	45846528.0
down_proj_M1_AWQ_K2	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	lts__t_bytes.sum	byte	40602656.0
down_proj_M1_AWQ_K2	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	dram__bytes.sum	byte	18816.0
down_proj_M1_AWQ_K2	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	86016.0
down_proj_M1_AWQ_K2	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	600256.0
down_proj_M1_AWQ_K2	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	59392.0
down_proj_M1_AWQ_K4	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	l1tex__t_bytes.sum	byte	45846528.0
down_proj_M1_AWQ_K4	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	lts__t_bytes.sum	byte	40610560.0
down_proj_M1_AWQ_K4	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	dram__bytes.sum	byte	12672.0
down_proj_M1_AWQ_K4	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	86016.0
down_proj_M1_AWQ_K4	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	601664.0
down_proj_M1_AWQ_K4	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	59392.0
down_proj_M1_RAW_K1	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	271695872.0
down_proj_M1_RAW_K1	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	141574432.0
down_proj_M1_RAW_K1	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	135858816.0
down_proj_M1_RAW_K2	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	271695872.0
down_proj_M1_RAW_K2	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	141628864.0
down_proj_M1_RAW_K2	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	135800320.0
down_proj_M1_RAW_K4	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	271695872.0
down_proj_M1_RAW_K4	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	141661280.0
down_proj_M1_RAW_K4	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	135799936.0
q_proj_M1_AWQ_K1	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	l1tex__t_bytes.sum	byte	8859648.0
q_proj_M1_AWQ_K1	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	lts__t_bytes.sum	byte	7880544.0
q_proj_M1_AWQ_K1	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	dram__bytes.sum	byte	6694016.0
q_proj_M1_AWQ_K1	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	86016.0
q_proj_M1_AWQ_K1	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	604032.0
q_proj_M1_AWQ_K1	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	70272.0
q_proj_M1_AWQ_K1	2	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	l1tex__t_bytes.sum	byte	21504.0
q_proj_M1_AWQ_K1	2	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	lts__t_bytes.sum	byte	65536.0
q_proj_M1_AWQ_K1	2	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	dram__bytes.sum	byte	11264.0
q_proj_M1_AWQ_K2	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	l1tex__t_bytes.sum	byte	8859648.0
q_proj_M1_AWQ_K2	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	lts__t_bytes.sum	byte	7884800.0
q_proj_M1_AWQ_K2	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	dram__bytes.sum	byte	9472.0
q_proj_M1_AWQ_K2	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	86016.0
q_proj_M1_AWQ_K2	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	599840.0
q_proj_M1_AWQ_K2	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	55296.0
q_proj_M1_AWQ_K2	2	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	l1tex__t_bytes.sum	byte	21504.0
q_proj_M1_AWQ_K2	2	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	lts__t_bytes.sum	byte	65248.0
q_proj_M1_AWQ_K2	2	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	dram__bytes.sum	byte	1536.0
q_proj_M1_AWQ_K4	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	l1tex__t_bytes.sum	byte	8859648.0
q_proj_M1_AWQ_K4	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	lts__t_bytes.sum	byte	7881984.0
q_proj_M1_AWQ_K4	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	dram__bytes.sum	byte	8960.0
q_proj_M1_AWQ_K4	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	86016.0
q_proj_M1_AWQ_K4	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	600576.0
q_proj_M1_AWQ_K4	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	55040.0
q_proj_M1_AWQ_K4	2	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	l1tex__t_bytes.sum	byte	21504.0
q_proj_M1_AWQ_K4	2	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	lts__t_bytes.sum	byte	65440.0
q_proj_M1_AWQ_K4	2	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	dram__bytes.sum	byte	1536.0
q_proj_M1_RAW_K1	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	l1tex__t_bytes.sum	byte	38649856.0
q_proj_M1_RAW_K1	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	lts__t_bytes.sum	byte	26547328.0
q_proj_M1_RAW_K1	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	dram__bytes.sum	byte	25726848.0
q_proj_M1_RAW_K2	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	l1tex__t_bytes.sum	byte	38649856.0
q_proj_M1_RAW_K2	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	lts__t_bytes.sum	byte	26547872.0
q_proj_M1_RAW_K2	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	dram__bytes.sum	byte	25692416.0
q_proj_M1_RAW_K4	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	l1tex__t_bytes.sum	byte	38649856.0
q_proj_M1_RAW_K4	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	lts__t_bytes.sum	byte	26544704.0
q_proj_M1_RAW_K4	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	dram__bytes.sum	byte	25692288.0
up_proj_M1_AWQ_K1	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	l1tex__t_bytes.sum	byte	46829568.0
up_proj_M1_AWQ_K1	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_bytes.sum	byte	40616192.0
up_proj_M1_AWQ_K1	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	dram__bytes.sum	byte	35299072.0
up_proj_M1_AWQ_K1	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	454656.0
up_proj_M1_AWQ_K1	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	986752.0
up_proj_M1_AWQ_K1	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	70784.0
up_proj_M1_AWQ_K2	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	l1tex__t_bytes.sum	byte	46829568.0
up_proj_M1_AWQ_K2	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_bytes.sum	byte	40896864.0
up_proj_M1_AWQ_K2	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	dram__bytes.sum	byte	13184.0
up_proj_M1_AWQ_K2	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	454656.0
up_proj_M1_AWQ_K2	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	984448.0
up_proj_M1_AWQ_K2	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	59392.0
up_proj_M1_AWQ_K4	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	l1tex__t_bytes.sum	byte	46829568.0
up_proj_M1_AWQ_K4	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_bytes.sum	byte	40903136.0
up_proj_M1_AWQ_K4	0	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	dram__bytes.sum	byte	13952.0
up_proj_M1_AWQ_K4	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	454656.0
up_proj_M1_AWQ_K4	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	984416.0
up_proj_M1_AWQ_K4	1	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	59392.0
up_proj_M1_RAW_K1	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(4736, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	272187392.0
up_proj_M1_RAW_K1	0	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(4736, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	137192896.0
