logical_target	scenario	phase	run_id	static_index	function_occurrence	path_kind	mref_operand_index	global_source_role	access_kind	width	trace_path	trace_sha256	address_context_path	address_context_sha256	terminal_status	callback_count	address_count	overflow_count	drop_count	classification	static_mref_set_sha256
Q05_S2_PREFILL_GEMM_LDGSTS	S2_TEXT	PREFILL	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	216	0	LDGSTS_GLOBAL_SOURCE	1	GLOBAL_SOURCE	READ	16B	mref_216.bin	077d4aa5af8e453f8c70f2e8e6c2259d5f45cf95b43bd304d17ef25be87b8d2f	mref_216.ADDRESS_CONTEXT.json	b2ea751f035dbfa7de4fe20618a0ae52cc1a17760015f84625247a55e3185c06	TERMINAL_COMPLETE	2432	2432	0	0	EXECUTED_SHARD	ec48121a56eec5b6f15fe3bf27a69b4e011adbd9d5871470a86b6077d1308f72
Q05_S2_PREFILL_GEMM_LDGSTS	S2_TEXT	PREFILL	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	240	0	LDGSTS_GLOBAL_SOURCE	1	GLOBAL_SOURCE	READ	16B	mref_240.bin	ce9a7736db7de6c3b4220f5048dd3eab62b562d67a5c859b52114682cf8325ba	mref_240.ADDRESS_CONTEXT.json	f277bf948e523bd873391f16d16b002c12c70fa35441b43edd216ded400fa117	TERMINAL_COMPLETE	2432	2432	0	0	EXECUTED_SHARD	ec48121a56eec5b6f15fe3bf27a69b4e011adbd9d5871470a86b6077d1308f72
Q05_S2_PREFILL_GEMM_LDGSTS	S2_TEXT	PREFILL	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	252	0	LDGSTS_GLOBAL_SOURCE	1	GLOBAL_SOURCE	READ	16B	mref_252.bin	e821dd85ab700971b444f4b090f49c38aaa6e404e8a78920d85882bb2372c8fe	mref_252.ADDRESS_CONTEXT.json	e202a32eac1fac86baf1d23958293c9aabdc807027466d3e25889cc826f3c310	TERMINAL_COMPLETE	2432	2432	0	0	EXECUTED_SHARD	ec48121a56eec5b6f15fe3bf27a69b4e011adbd9d5871470a86b6077d1308f72
Q05_S2_PREFILL_GEMM_LDGSTS	S2_TEXT	PREFILL	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	272	0	LDGSTS_GLOBAL_SOURCE	1	GLOBAL_SOURCE	READ	16B	mref_272.bin	82d93e1d4119cea6523145bbc65a4d9be852cf5364acdfaf14f7a89b3f625dc6	mref_272.ADDRESS_CONTEXT.json	cd66805932fabfc350237f7c47d6ee2e4c5c5e473c80052e1fb16de4baefff52	TERMINAL_COMPLETE	2432	2432	0	0	EXECUTED_SHARD	ec48121a56eec5b6f15fe3bf27a69b4e011adbd9d5871470a86b6077d1308f72
Q05_S2_PREFILL_GEMM_LDGSTS	S2_TEXT	PREFILL	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	277	0	LDGSTS_GLOBAL_SOURCE	1	GLOBAL_SOURCE	READ	16B	mref_277.bin	2a417f5bb2e04ea4d39f3886661a09c1977fb66b1cf961294b307ed65024974c	mref_277.ADDRESS_CONTEXT.json	38fff82847f22ce424344f2595a67a912080bc75d71a3ef1cceee0f14717d8e5	TERMINAL_COMPLETE	2432	2432	0	0	EXECUTED_SHARD	ec48121a56eec5b6f15fe3bf27a69b4e011adbd9d5871470a86b6077d1308f72
Q05_S2_PREFILL_GEMM_LDGSTS	S2_TEXT	PREFILL	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	279	0	LDGSTS_GLOBAL_SOURCE	1	GLOBAL_SOURCE	READ	16B	mref_279.bin	82bf53484f59a6ac5e003d393a757cd4c814813468768fe6816229ebcbd0ae53	mref_279.ADDRESS_CONTEXT.json	cfdc388fa4aa92785c676d8d05c0250761632ee36994cd943e97f7018e40c902	TERMINAL_COMPLETE	2432	2432	0	0	EXECUTED_SHARD	ec48121a56eec5b6f15fe3bf27a69b4e011adbd9d5871470a86b6077d1308f72
Q05_S2_PREFILL_GEMM_LDGSTS	S2_TEXT	PREFILL	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	329	0	LDGSTS_GLOBAL_SOURCE	1	GLOBAL_SOURCE	READ	16B	mref_329.bin	f61f4a4c945b2cbab75de0e113d6661d5af8a35149ef2f004f719ea2da6cf7d1	mref_329.ADDRESS_CONTEXT.json	b3dd4852770526ccbc91d21f40630cd478ff67b7b73dc006e4848cb90a5feb40	TERMINAL_COMPLETE	2432	2432	0	0	EXECUTED_SHARD	ec48121a56eec5b6f15fe3bf27a69b4e011adbd9d5871470a86b6077d1308f72
Q05_S2_PREFILL_GEMM_LDGSTS	S2_TEXT	PREFILL	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	334	0	LDGSTS_GLOBAL_SOURCE	1	GLOBAL_SOURCE	READ	16B	mref_334.bin	239e86aca21bf2c4c4ae35fdb663f16b3615a7367014c560e3046e7e99f89e17	mref_334.ADDRESS_CONTEXT.json	09ef40ef997594e13709a8abab829e19c9a5bd564354ca9e14cf0855cf479409	TERMINAL_COMPLETE	2432	2432	0	0	EXECUTED_SHARD	ec48121a56eec5b6f15fe3bf27a69b4e011adbd9d5871470a86b6077d1308f72
Q05_S2_PREFILL_GEMM_LDGSTS	S2_TEXT	PREFILL	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	346	0	LDGSTS_GLOBAL_SOURCE	1	GLOBAL_SOURCE	READ	16B	mref_346.bin	3d3f196e3ce0c45d302a82cd12fe0db5654548d311d504ec156d6c31f153922a	mref_346.ADDRESS_CONTEXT.json	1d22d930d392f87e9b1fdd89544acb3edfb139459a2e3a073d9d1866cfb5f2b4	TERMINAL_COMPLETE	2432	2432	0	0	EXECUTED_SHARD	ec48121a56eec5b6f15fe3bf27a69b4e011adbd9d5871470a86b6077d1308f72
Q05_S2_PREFILL_GEMM_LDGSTS	S2_TEXT	PREFILL	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	350	0	LDGSTS_GLOBAL_SOURCE	1	GLOBAL_SOURCE	READ	16B	mref_350.bin	7e8ec251dc1e87c4530b29884f814d35a6362ac37be4c8861aaa3a862f6bf07f	mref_350.ADDRESS_CONTEXT.json	558aaa6665294a4f45902820449a1e6bab406bef6e711eb08f04eefbd32327db	TERMINAL_COMPLETE	2432	2432	0	0	EXECUTED_SHARD	ec48121a56eec5b6f15fe3bf27a69b4e011adbd9d5871470a86b6077d1308f72
