target	run_id	static_index	classification	object_class	object_name	active_lane_events	exact_bytes	binding
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	78	EXECUTED_SHARD	UNKNOWN_RUNTIME		6422528	WIDTH_UNKNOWN	SAME_PROCESS_ADDRESS_CONTEXT
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	79	EXECUTED_SHARD	UNKNOWN_RUNTIME		6422528	WIDTH_UNKNOWN	SAME_PROCESS_ADDRESS_CONTEXT
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	82	EXECUTED_SHARD	UNKNOWN_RUNTIME		6422528	WIDTH_UNKNOWN	SAME_PROCESS_ADDRESS_CONTEXT
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	120	EXECUTED_SHARD	UNKNOWN_RUNTIME		6422528	WIDTH_UNKNOWN	SAME_PROCESS_ADDRESS_CONTEXT
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	121	EXECUTED_SHARD	UNKNOWN_RUNTIME		6422528	WIDTH_UNKNOWN	SAME_PROCESS_ADDRESS_CONTEXT
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	122	EXECUTED_SHARD	UNKNOWN_RUNTIME		6422528	WIDTH_UNKNOWN	SAME_PROCESS_ADDRESS_CONTEXT
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	123	EXECUTED_SHARD	UNKNOWN_RUNTIME		6422528	WIDTH_UNKNOWN	SAME_PROCESS_ADDRESS_CONTEXT
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	124	EXECUTED_SHARD	UNKNOWN_RUNTIME		6422528	WIDTH_UNKNOWN	SAME_PROCESS_ADDRESS_CONTEXT
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	125	EXECUTED_SHARD	UNKNOWN_RUNTIME		6422528	WIDTH_UNKNOWN	SAME_PROCESS_ADDRESS_CONTEXT
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	126	EXECUTED_SHARD	UNKNOWN_RUNTIME		6422528	WIDTH_UNKNOWN	SAME_PROCESS_ADDRESS_CONTEXT
