actual_ratio	allocated_bytes	cold_runs	elapsed_seconds	gpu_free_after	gpu_free_before	host_available_after	host_available_before	host_headroom_required_bytes	measured_run_cap_seconds	mode	pattern	planned_status	point_id	ratio_id	receipt_json	repeat_runs	returncode	status	target_ratio
0.75	12878610432	1	8.267154932022095	16681795584	16681795584	64720244736	64488206336	8589934592	180	M0	P1	PLANNED	P1_R0_M0	R0	"{""bytes"": 12878610432, ""checksum"": 325371827120504832, ""checksum_pass"": true, ""cold_gpu_ms"": 1758.574463, ""cold_wall_ms"": 1758.634331, ""expected"": 325371827120504832, ""gpu_free_after"": 16390160384, ""gpu_free_before"": 16394354688, ""host_available_after"": 64048447488, ""host_available_before"": 63894335488, ""mode"": ""M0"", ""pattern"": ""P1"", ""prefetched"": false, ""ratio"": 0.77033622, ""repeat_gpu_ms"": 60.31715, ""repeat_wall_ms"": 60.323895, ""route_hash"": ""14650fb0739d0383"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 3}"	1	0	COMPLETE	0.75
0.75	12878610432	1	5.532820701599121	16681795584	16681795584	64763875328	64711262208	8589934592	180	M1	P1	PLANNED	P1_R0_M1	R0	"{""bytes"": 12878610432, ""checksum"": 325371827120504832, ""checksum_pass"": true, ""cold_gpu_ms"": 61.080257, ""cold_wall_ms"": 61.10075, ""expected"": 325371827120504832, ""gpu_free_after"": 16390160384, ""gpu_free_before"": 16394354688, ""host_available_after"": 64101736448, ""host_available_before"": 64098623488, ""mode"": ""M1"", ""pattern"": ""P1"", ""prefetched"": true, ""ratio"": 0.77033622, ""repeat_gpu_ms"": 60.405312, ""repeat_wall_ms"": 60.411339, ""route_hash"": ""14650fb0739d0383"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 3}"	1	0	COMPLETE	0.75
0.9499999522929897	16312905728	1	9.41796350479126	16681795584	16681795584	64637210624	64763310080	8589934592	180	M0	P1	PLANNED	P1_R1_M0	R1	"{""bytes"": 16312905728, ""checksum"": 412137626989283328, ""checksum_pass"": true, ""cold_gpu_ms"": 2137.717041, ""cold_wall_ms"": 2137.765503, ""expected"": 412137626989283328, ""gpu_free_after"": 16335634432, ""gpu_free_before"": 16394354688, ""host_available_after"": 64061087744, ""host_available_before"": 64086503424, ""mode"": ""M0"", ""pattern"": ""P1"", ""prefetched"": false, ""ratio"": 0.97575917, ""repeat_gpu_ms"": 76.724739, ""repeat_wall_ms"": 76.731856, ""route_hash"": ""14650fb0739d0383"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 3}"	1	0	COMPLETE	0.95
0.9499999522929897	16312905728	1	6.400519609451294	16681795584	16681795584	64720781312	64644653056	8589934592	180	M1	P1	PLANNED	P1_R1_M1	R1	"{""bytes"": 16312905728, ""checksum"": 412137626989283328, ""checksum_pass"": true, ""cold_gpu_ms"": 76.545021, ""cold_wall_ms"": 76.566473, ""expected"": 412137626989283328, ""gpu_free_after"": 16335634432, ""gpu_free_before"": 16394354688, ""host_available_after"": 64042708992, ""host_available_before"": 64020623360, ""mode"": ""M1"", ""pattern"": ""P1"", ""prefetched"": true, ""ratio"": 0.97575917, ""repeat_gpu_ms"": 76.511871, ""repeat_wall_ms"": 76.518323, ""route_hash"": ""14650fb0739d0383"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 3}"	1	0	COMPLETE	0.95
1.0999998568789693	18888626176	1	36.02478742599487	16681795584	16681795584	64653164544	64735678464	8589934592	180	M0	P1	PLANNED	P1_R2_M0	R2	"{""bytes"": 18888626176, ""checksum"": 477211951020005376, ""checksum_pass"": true, ""cold_gpu_ms"": 8912.716797, ""cold_wall_ms"": 8912.797093, ""expected"": 477211951020005376, ""gpu_free_after"": 16394354688, ""gpu_free_before"": 16394354688, ""host_available_after"": 64036646912, ""host_available_before"": 64071229440, ""mode"": ""M0"", ""pattern"": ""P1"", ""prefetched"": false, ""ratio"": 1.12982631, ""repeat_gpu_ms"": 9953.474609, ""repeat_wall_ms"": 9953.52624, ""route_hash"": ""14650fb0739d0383"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 3}"	1	0	COMPLETE	1.1
1.0999998568789693	18888626176	1			16681795584		64643035136	8589934592	180	M1	P1	NOT_APPLICABLE_OVERSUBSCRIBED	P1_R2_M1	R2		1		NOT_APPLICABLE_OVERSUBSCRIBED	1.1
1.250610649731314	21474836480	1	41.74188208580017	16681795584	16681795584	64586350592	64644214784	8589934592	180	M0	P1	PLANNED	P1_R3_M0	R3	"{""bytes"": 21474836480, ""checksum"": 542551296159252480, ""checksum_pass"": true, ""cold_gpu_ms"": 10686.15918, ""cold_wall_ms"": 10686.261903, ""expected"": 542551296159252480, ""gpu_free_after"": 16394354688, ""gpu_free_before"": 16394354688, ""host_available_after"": 64109821952, ""host_available_before"": 64093675520, ""mode"": ""M0"", ""pattern"": ""P1"", ""prefetched"": false, ""ratio"": 1.28452091, ""repeat_gpu_ms"": 11395.010742, ""repeat_wall_ms"": 11395.070959, ""route_hash"": ""14650fb0739d0383"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 3}"	1	0	COMPLETE	1.3
1.250610649731314	21474836480	1			16681795584		64584134656	8589934592	180	M1	P1	NOT_APPLICABLE_OVERSUBSCRIBED	P1_R3_M1	R3		1		NOT_APPLICABLE_OVERSUBSCRIBED	1.3
0.75	12878610432	1	7.5026161670684814	16681795584	16681795584	64684789760	64587878400	8589934592	180	M0	P2	PLANNED	P2_R0_M0	R0	"{""bytes"": 12878610432, ""checksum"": 488057740680757248, ""checksum_pass"": true, ""cold_gpu_ms"": 1559.640747, ""cold_wall_ms"": 1559.694426, ""expected"": 488057740680757248, ""gpu_free_after"": 16390160384, ""gpu_free_before"": 16394354688, ""host_available_after"": 63886266368, ""host_available_before"": 63882813440, ""mode"": ""M0"", ""pattern"": ""P2"", ""prefetched"": false, ""ratio"": 0.77033622, ""repeat_gpu_ms"": 114.823997, ""repeat_wall_ms"": 114.831829, ""route_hash"": ""14650fb0739d0383"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 8}"	1	0	COMPLETE	0.75
0.75	12878610432	1	5.523149251937866	16681795584	16681795584	64618098688	64674406400	8589934592	180	M1	P2	PLANNED	P2_R0_M1	R0	"{""bytes"": 12878610432, ""checksum"": 488057740680757248, ""checksum_pass"": true, ""cold_gpu_ms"": 115.212349, ""cold_wall_ms"": 115.235275, ""expected"": 488057740680757248, ""gpu_free_after"": 16390160384, ""gpu_free_before"": 16394354688, ""host_available_after"": 64028237824, ""host_available_before"": 64023068672, ""mode"": ""M1"", ""pattern"": ""P2"", ""prefetched"": true, ""ratio"": 0.77033622, ""repeat_gpu_ms"": 115.057373, ""repeat_wall_ms"": 115.063482, ""route_hash"": ""14650fb0739d0383"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 8}"	1	0	COMPLETE	0.75
0.9499999522929897	16312905728	1	8.535075187683105	16681795584	16681795584	64744701952	64616931328	8589934592	180	M0	P2	PLANNED	P2_R1_M0	R1	"{""bytes"": 16312905728, ""checksum"": 618206440483924992, ""checksum_pass"": true, ""cold_gpu_ms"": 1854.514038, ""cold_wall_ms"": 1854.566174, ""expected"": 618206440483924992, ""gpu_free_after"": 16335634432, ""gpu_free_before"": 16394354688, ""host_available_after"": 63996153856, ""host_available_before"": 63990059008, ""mode"": ""M0"", ""pattern"": ""P2"", ""prefetched"": false, ""ratio"": 0.97575917, ""repeat_gpu_ms"": 145.119141, ""repeat_wall_ms"": 145.1273, ""route_hash"": ""14650fb0739d0383"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 8}"	1	0	COMPLETE	0.95
0.9499999522929897	16312905728	1	6.599252700805664	16681795584	16681795584	64631136256	64737640448	8589934592	180	M1	P2	PLANNED	P2_R1_M1	R1	"{""bytes"": 16312905728, ""checksum"": 618206440483924992, ""checksum_pass"": true, ""cold_gpu_ms"": 144.923645, ""cold_wall_ms"": 144.94609, ""expected"": 618206440483924992, ""gpu_free_after"": 16335634432, ""gpu_free_before"": 16394354688, ""host_available_after"": 64031985664, ""host_available_before"": 64019972096, ""mode"": ""M1"", ""pattern"": ""P2"", ""prefetched"": true, ""ratio"": 0.97575917, ""repeat_gpu_ms"": 144.9897, ""repeat_wall_ms"": 144.995265, ""route_hash"": ""14650fb0739d0383"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 8}"	1	0	COMPLETE	0.95
1.0999998568789693	18888626176	1	32.9072630405426	16681795584	16681795584	64558891008	64628645888	8589934592	180	M0	P2	PLANNED	P2_R2_M0	R2	"{""bytes"": 18888626176, ""checksum"": 715817926530008064, ""checksum_pass"": true, ""cold_gpu_ms"": 8473.168945, ""cold_wall_ms"": 8473.250796, ""expected"": 715817926530008064, ""gpu_free_after"": 16394354688, ""gpu_free_before"": 16394354688, ""host_available_after"": 64023969792, ""host_available_before"": 63998746624, ""mode"": ""M0"", ""pattern"": ""P2"", ""prefetched"": false, ""ratio"": 1.12982631, ""repeat_gpu_ms"": 9247.933594, ""repeat_wall_ms"": 9247.983853, ""route_hash"": ""14650fb0739d0383"", ""status"": ""UVM_MATRIX_POINT_COMPLETE"", ""steps"": 8}"	1	0	COMPLETE	1.1
