workload,variant,blocker,eligible,blocked_events,blocking_ratio,definition
vectorAdd_4M,B0-Legacy,TagWay,947987,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Legacy,LineMSHR,822987,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Legacy,DescriptorPool,3176663,2176663,0.685204254,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Legacy,PerAddressCap,2353676,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Legacy,WAD,28,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Legacy,PayloadCapacity,895,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Legacy,PayloadServicePort,895,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Legacy,Bank,0,0,NOT_EMITTED,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Legacy,L1MissQ,1500000,1263518,0.842345333,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Legacy,LowerL2ToDRAM,2089638,2176661,1.041645012,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Legacy,SchedulerCausal,2089638,989094,0.473332702,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Legacy,DRAMToL2ReturnPath,2089638,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Banked,TagWay,947987,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Banked,LineMSHR,822987,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Banked,DescriptorPool,3176663,2176663,0.685204254,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Banked,PerAddressCap,2353676,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Banked,WAD,28,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Banked,PayloadCapacity,895,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Banked,PayloadServicePort,895,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Banked,Bank,1000000,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Banked,L1MissQ,1500000,1263518,0.842345333,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Banked,LowerL2ToDRAM,2089638,2176661,1.041645012,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Banked,SchedulerCausal,2089638,989094,0.473332702,exact C7e producer field; events are not exclusive blocked cycles
vectorAdd_4M,B0-Banked,DRAMToL2ReturnPath,2089638,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Legacy,TagWay,24712819,222849,0.009017547,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Legacy,LineMSHR,20943070,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Legacy,DescriptorPool,83641439,60513316,0.723484875,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Legacy,PerAddressCap,62698369,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Legacy,WAD,57,2318944,40683.228070175,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Legacy,PayloadCapacity,1019,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Legacy,PayloadServicePort,1019,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Legacy,Bank,0,0,NOT_EMITTED,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Legacy,L1MissQ,42764800,38533635,0.901059633,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Legacy,LowerL2ToDRAM,63786355,62160071,0.974504202,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Legacy,SchedulerCausal,63786355,37119745,0.581938645,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Legacy,DRAMToL2ReturnPath,63786355,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Banked,TagWay,24712819,222849,0.009017547,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Banked,LineMSHR,20943070,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Banked,DescriptorPool,83641439,60513316,0.723484875,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Banked,PerAddressCap,62698369,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Banked,WAD,57,2318944,40683.228070175,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Banked,PayloadCapacity,1019,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Banked,PayloadServicePort,1019,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Banked,Bank,28244978,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Banked,L1MissQ,42764800,38533635,0.901059633,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Banked,LowerL2ToDRAM,63786355,62160071,0.974504202,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Banked,SchedulerCausal,63786355,37119745,0.581938645,exact C7e producer field; events are not exclusive blocked cycles
scan,B0-Banked,DRAMToL2ReturnPath,63786355,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
spmv,B0-Legacy,TagWay,179912,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
spmv,B0-Legacy,LineMSHR,184141,0,0.000000000,exact C7e producer field; events are not exclusive blocked cycles
spmv,B0-Legacy,DescriptorPool,755597,361635,0.478608306,exact C7e producer field; events are not exclusive blocked cycles
spmv,B0-Legacy,PerAddressCap,571456,8598,0.015045778,exact C7e producer field; events are not exclusive blocked cycles
spmv,B0-Legacy,WAD,0,0,NOT_EMITTED,exact C7e producer field; events are not exclusive blocked cycles
