140572635430912	140573160767488	model.embed_tokens.weight
140573160767488	140573162864640	model.layers.0.self_attn.q_proj.weight
140573162864640	140573163388928	model.layers.0.self_attn.k_proj.weight
140573163388928	140573163913216	model.layers.0.self_attn.v_proj.weight
140573163913216	140573166010368	model.layers.0.self_attn.o_proj.weight
140573166010368	140573174398976	model.layers.0.mlp.gate_proj.weight
140573174398976	140573182787584	model.layers.0.mlp.up_proj.weight
140573182787584	140573191176192	model.layers.0.mlp.down_proj.weight
140573191176192	140573191180288	model.layers.0.input_layernorm.weight
140573191180288	140573191184384	model.layers.0.post_attention_layernorm.weight
140573191184384	140573193281536	model.layers.1.self_attn.q_proj.weight
140573193281536	140573193805824	model.layers.1.self_attn.k_proj.weight
140573193805824	140573194330112	model.layers.1.self_attn.v_proj.weight
140573194330112	140573196427264	model.layers.1.self_attn.o_proj.weight
140573196427264	140573204815872	model.layers.1.mlp.gate_proj.weight
140573204815872	140573213204480	model.layers.1.mlp.up_proj.weight
140573213204480	140573221593088	model.layers.1.mlp.down_proj.weight
140573221593088	140573221597184	model.layers.1.input_layernorm.weight
140573221597184	140573221601280	model.layers.1.post_attention_layernorm.weight
140573221601280	140573223698432	model.layers.2.self_attn.q_proj.weight
140573223698432	140573224222720	model.layers.2.self_attn.k_proj.weight
140573224222720	140573224747008	model.layers.2.self_attn.v_proj.weight
140573224747008	140573226844160	model.layers.2.self_attn.o_proj.weight
140573226844160	140573235232768	model.layers.2.mlp.gate_proj.weight
140573235232768	140573243621376	model.layers.2.mlp.up_proj.weight
140573243621376	140573252009984	model.layers.2.mlp.down_proj.weight
140573252009984	140573252014080	model.layers.2.input_layernorm.weight
140573252014080	140573252018176	model.layers.2.post_attention_layernorm.weight
140573252018176	140573254115328	model.layers.3.self_attn.q_proj.weight
140573254115328	140573254639616	model.layers.3.self_attn.k_proj.weight
140573254639616	140573255163904	model.layers.3.self_attn.v_proj.weight
140573255163904	140573257261056	model.layers.3.self_attn.o_proj.weight
140573257261056	140573265649664	model.layers.3.mlp.gate_proj.weight
140573265649664	140573274038272	model.layers.3.mlp.up_proj.weight
140573274038272	140573282426880	model.layers.3.mlp.down_proj.weight
140573282426880	140573282430976	model.layers.3.input_layernorm.weight
140573282430976	140573282435072	model.layers.3.post_attention_layernorm.weight
140573282435072	140573284532224	model.layers.4.self_attn.q_proj.weight
140573284532224	140573285056512	model.layers.4.self_attn.k_proj.weight
140573285056512	140573285580800	model.layers.4.self_attn.v_proj.weight
140573285580800	140573287677952	model.layers.4.self_attn.o_proj.weight
140573287677952	140573296066560	model.layers.4.mlp.gate_proj.weight
140573296066560	140573304455168	model.layers.4.mlp.up_proj.weight
140573304455168	140573312843776	model.layers.4.mlp.down_proj.weight
140573312843776	140573312847872	model.layers.4.input_layernorm.weight
140573312847872	140573312851968	model.layers.4.post_attention_layernorm.weight
140573312851968	140573314949120	model.layers.5.self_attn.q_proj.weight
140573314949120	140573315473408	model.layers.5.self_attn.k_proj.weight
140573315473408	140573315997696	model.layers.5.self_attn.v_proj.weight
140573315997696	140573318094848	model.layers.5.self_attn.o_proj.weight
140573318094848	140573326483456	model.layers.5.mlp.gate_proj.weight
140573326483456	140573334872064	model.layers.5.mlp.up_proj.weight
140573334872064	140573343260672	model.layers.5.mlp.down_proj.weight
140573343260672	140573343264768	model.layers.5.input_layernorm.weight
140573343264768	140573343268864	model.layers.5.post_attention_layernorm.weight
140573343268864	140573345366016	model.layers.6.self_attn.q_proj.weight
140573345366016	140573345890304	model.layers.6.self_attn.k_proj.weight
140573345890304	140573346414592	model.layers.6.self_attn.v_proj.weight
140573346414592	140573348511744	model.layers.6.self_attn.o_proj.weight
140573348511744	140573356900352	model.layers.6.mlp.gate_proj.weight
140573356900352	140573365288960	model.layers.6.mlp.up_proj.weight
140573365288960	140573373677568	model.layers.6.mlp.down_proj.weight
140573373677568	140573373681664	model.layers.6.input_layernorm.weight
140573373681664	140573373685760	model.layers.6.post_attention_layernorm.weight
140573373685760	140573375782912	model.layers.7.self_attn.q_proj.weight
140573375782912	140573376307200	model.layers.7.self_attn.k_proj.weight
140573376307200	140573376831488	model.layers.7.self_attn.v_proj.weight
140573376831488	140573378928640	model.layers.7.self_attn.o_proj.weight
140573378928640	140573387317248	model.layers.7.mlp.gate_proj.weight
140573387317248	140573395705856	model.layers.7.mlp.up_proj.weight
140573395705856	140573404094464	model.layers.7.mlp.down_proj.weight
140573404094464	140573404098560	model.layers.7.input_layernorm.weight
140573404098560	140573404102656	model.layers.7.post_attention_layernorm.weight
140573404102656	140573406199808	model.layers.8.self_attn.q_proj.weight
140573406199808	140573406724096	model.layers.8.self_attn.k_proj.weight
140573406724096	140573407248384	model.layers.8.self_attn.v_proj.weight
140573407248384	140573409345536	model.layers.8.self_attn.o_proj.weight
140573409345536	140573417734144	model.layers.8.mlp.gate_proj.weight
140573417734144	140573426122752	model.layers.8.mlp.up_proj.weight
140573426122752	140573434511360	model.layers.8.mlp.down_proj.weight
140573434511360	140573434515456	model.layers.8.input_layernorm.weight
140573434515456	140573434519552	model.layers.8.post_attention_layernorm.weight
140573434519552	140573436616704	model.layers.9.self_attn.q_proj.weight
140573436616704	140573437140992	model.layers.9.self_attn.k_proj.weight
140573437140992	140573437665280	model.layers.9.self_attn.v_proj.weight
140573437665280	140573439762432	model.layers.9.self_attn.o_proj.weight
140573439762432	140573448151040	model.layers.9.mlp.gate_proj.weight
140573448151040	140573456539648	model.layers.9.mlp.up_proj.weight
140573456539648	140573464928256	model.layers.9.mlp.down_proj.weight
140573464928256	140573464932352	model.layers.9.input_layernorm.weight
140573464932352	140573464936448	model.layers.9.post_attention_layernorm.weight
140573464936448	140573467033600	model.layers.10.self_attn.q_proj.weight
140573467033600	140573467557888	model.layers.10.self_attn.k_proj.weight
140573467557888	140573468082176	model.layers.10.self_attn.v_proj.weight
140573468082176	140573470179328	model.layers.10.self_attn.o_proj.weight
140573470179328	140573478567936	model.layers.10.mlp.gate_proj.weight
140573478567936	140573486956544	model.layers.10.mlp.up_proj.weight
140573486956544	140573495345152	model.layers.10.mlp.down_proj.weight
140573495345152	140573495349248	model.layers.10.input_layernorm.weight
140573495349248	140573495353344	model.layers.10.post_attention_layernorm.weight
140573495353344	140573497450496	model.layers.11.self_attn.q_proj.weight
140573497450496	140573497974784	model.layers.11.self_attn.k_proj.weight
140573497974784	140573498499072	model.layers.11.self_attn.v_proj.weight
140573498499072	140573500596224	model.layers.11.self_attn.o_proj.weight
140573500596224	140573508984832	model.layers.11.mlp.gate_proj.weight
140573508984832	140573517373440	model.layers.11.mlp.up_proj.weight
140573517373440	140573525762048	model.layers.11.mlp.down_proj.weight
140573525762048	140573525766144	model.layers.11.input_layernorm.weight
140573525766144	140573525770240	model.layers.11.post_attention_layernorm.weight
140573525770240	140573527867392	model.layers.12.self_attn.q_proj.weight
140573527867392	140573528391680	model.layers.12.self_attn.k_proj.weight
140573528391680	140573528915968	model.layers.12.self_attn.v_proj.weight
140573528915968	140573531013120	model.layers.12.self_attn.o_proj.weight
140573531013120	140573539401728	model.layers.12.mlp.gate_proj.weight
140573539401728	140573547790336	model.layers.12.mlp.up_proj.weight
140573547790336	140573556178944	model.layers.12.mlp.down_proj.weight
140573556178944	140573556183040	model.layers.12.input_layernorm.weight
140573556183040	140573556187136	model.layers.12.post_attention_layernorm.weight
140573556187136	140573558284288	model.layers.13.self_attn.q_proj.weight
140573558284288	140573558808576	model.layers.13.self_attn.k_proj.weight
140573558808576	140573559332864	model.layers.13.self_attn.v_proj.weight
140573559332864	140573561430016	model.layers.13.self_attn.o_proj.weight
140573561430016	140573569818624	model.layers.13.mlp.gate_proj.weight
140573569818624	140573578207232	model.layers.13.mlp.up_proj.weight
140573578207232	140573586595840	model.layers.13.mlp.down_proj.weight
140573586595840	140573586599936	model.layers.13.input_layernorm.weight
140573586599936	140573586604032	model.layers.13.post_attention_layernorm.weight
140573586604032	140573588701184	model.layers.14.self_attn.q_proj.weight
140573588701184	140573589225472	model.layers.14.self_attn.k_proj.weight
140573589225472	140573589749760	model.layers.14.self_attn.v_proj.weight
140573589749760	140573591846912	model.layers.14.self_attn.o_proj.weight
140573591846912	140573600235520	model.layers.14.mlp.gate_proj.weight
140573600235520	140573608624128	model.layers.14.mlp.up_proj.weight
140573608624128	140573617012736	model.layers.14.mlp.down_proj.weight
140573617012736	140573617016832	model.layers.14.input_layernorm.weight
140573617016832	140573617020928	model.layers.14.post_attention_layernorm.weight
140573617020928	140573619118080	model.layers.15.self_attn.q_proj.weight
140573619118080	140573619642368	model.layers.15.self_attn.k_proj.weight
140573619642368	140573620166656	model.layers.15.self_attn.v_proj.weight
140573620166656	140573622263808	model.layers.15.self_attn.o_proj.weight
140573622263808	140573630652416	model.layers.15.mlp.gate_proj.weight
140573630652416	140573639041024	model.layers.15.mlp.up_proj.weight
140573639041024	140573647429632	model.layers.15.mlp.down_proj.weight
140573647429632	140573647433728	model.layers.15.input_layernorm.weight
140573647433728	140573647437824	model.layers.15.post_attention_layernorm.weight
140573647437824	140573647441920	model.norm.weight
