relative_path	size	sha256	historical_class	source_path	destination_path
hf-cache/.agent_harnesses.json	6007	2697b4b40d91f00ea0328ccaf0442d531d94d6f5228f306eccc1f88e6d24eda3	HISTORICAL_SNAPSHOT_ONLY	/root/share/c16_recovery_v3/hf-cache/.agent_harnesses.json	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/historical_snapshots/old174_c16_recovery_v3/hf-cache/.agent_harnesses.json
hf-cache/xet/logs/xet_20260914T013427783+0800_2492223.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	HISTORICAL_SNAPSHOT_ONLY	/root/share/c16_recovery_v3/hf-cache/xet/logs/xet_20260914T013427783+0800_2492223.log	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/historical_snapshots/old174_c16_recovery_v3/hf-cache/xet/logs/xet_20260914T013427783+0800_2492223.log
inputs/qwen2p5_7b_awq_p3_v1/a_assets/INPUT_CORPUS.tsv	715	c8fc0b95b2f4c19a22ad706044d4e52a73bcef7ecac44cbe1cdc0980f9c45815	HISTORICAL_SNAPSHOT_ONLY	/root/share/c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/INPUT_CORPUS.tsv	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/historical_snapshots/old174_c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/INPUT_CORPUS.tsv
inputs/qwen2p5_7b_awq_p3_v1/a_assets/SCENARIO_MATRIX.tsv	1214	82291d77429f641aad4490cfb533a2dbf38398d1509b5a95dd25382cc54147b2	HISTORICAL_SNAPSHOT_ONLY	/root/share/c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/SCENARIO_MATRIX.tsv	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/historical_snapshots/old174_c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/SCENARIO_MATRIX.tsv
inputs/qwen2p5_7b_awq_p3_v1/a_assets/SCENARIO_POLICY.md	1120	20ab4ac1d9c48452a6c19d05330c2da1d22c431b187024b2645a8e3a10bbb1d0	HISTORICAL_SNAPSHOT_ONLY	/root/share/c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/SCENARIO_POLICY.md	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/historical_snapshots/old174_c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/SCENARIO_POLICY.md
inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/CODE_T128.json	1936	61286e1ec5f91f7566c829d132ae715503e5105039d08f79fb2aff6230643cbf	HISTORICAL_SNAPSHOT_ONLY	/root/share/c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/CODE_T128.json	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/historical_snapshots/old174_c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/CODE_T128.json
inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/CODE_T2048.json	10578	931af717d4a542d94103533836f37d3c4147d0e325b2750535c71afbea23b774	HISTORICAL_SNAPSHOT_ONLY	/root/share/c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/CODE_T2048.json	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/historical_snapshots/old174_c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/CODE_T2048.json
inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/CODE_T256.json	2516	a79f553ec78365702856d349eb4abf7bba5f4ae02afefc060927b2541d56bfbf	HISTORICAL_SNAPSHOT_ONLY	/root/share/c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/CODE_T256.json	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/historical_snapshots/old174_c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/CODE_T256.json
inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/CODE_T8192.json	38225	4bfacdb22e883367ee75710469a65121e8712fad8aa682455c6663a8dcf1638d	HISTORICAL_SNAPSHOT_ONLY	/root/share/c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/CODE_T8192.json	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/historical_snapshots/old174_c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/CODE_T8192.json
inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/STRUCTURED_T128.json	2016	cefd05f81c855d5d9a70c523c55222564e0e91ce39770acc1861d6427e618d1c	HISTORICAL_SNAPSHOT_ONLY	/root/share/c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/STRUCTURED_T128.json	/root/share/mnt164/huangrulin/c16_ai_workload/provenance/historical_snapshots/old174_c16_recovery_v3/inputs/qwen2p5_7b_awq_p3_v1/a_assets/TOKEN_RECEIPTS/c16_qwen25_7b_awq/STRUCTURED_T128.json
