relative_path	size_bytes	sha256
A0_A1_SEMANTIC_EQUIVALENCE.tsv	1378	435bb7d994f4aa7a4efdda0fbeb6d601e42fc1d02b0cce41ce89f8ba6a222c9d
B1_SHORT_CANARY.json	810	fc47a4b2e9bd15cb189c651a298e5b34374d398e8aff1b83e825f02004e0a746
B4_RESOURCE_CANARY.json	1521	9c8496cd6e075d1695f82ff07ee9c6beadaf5942708c7dadd1024340935386de
DATASET_SNAPSHOT_RECEIPT.json	954	0d4a792e44f029587b620db2b2b443103e17c14c857c421c7147d7e911b4c4d4
DISCOVERY_TIMING_RESULTS.tsv	752	b200492a94dcd821a0ecdc64e4fb26b6aab067b01df438137260ced00c79d2b8
DISCOVERY_WORKSET_RESULTS.tsv	1430	2248b51ab592adf21b0bb12b2faaf2cc2f02972122b814aef2b58767457d6fb4
FINAL_DECISION.md	234	e4c7f850f85011094726dcb3c34bb18c77a4e50e3e2b1ddf788a3df87a8e00eb
LEGAL_WORK_LEDGER.tsv.gz	54792	0c005e3f9c1e0359e00b84a3f1985cacd29a774777bc1bcb689aa0c443e5fba7
LEGAL_WORK_SUMMARY.tsv	1257	8f37ffe5e8e328333c8d9dd9669f384adfe790e17bb95d60b09aeeb780fce3cc
MODEL_ADMISSION_RECEIPT.json	3427	48acd95fcb01df6a1fcb6ec467ac6c85a78a117f31f607ce19c8e66b26a89e8d
NSYS_DISCOVERY_SUMMARY.tsv	252	82bccc334be0b2d3403264ff4393353699a880fd2a1c03091b7ed1b421a856f3
PREREGISTRATION.json	1470	2f03518299dd73fc26c98e6a2d85a2506ac8d3a6714e21bbe10649ac909e294e
PRE_EXECUTION_INVENTORY.md	633	5b048d36f72be1cf300f4ff6b750cb829dd653119a451ceb0f18fc1bad2c995b
R53_DECISION.md	596	5dd73ee7eb68f816856b046c12fac98a7dacc99c84c187990f10ec2347c37364
R53_SOURCE_AND_CLOSEST_WORK_AUDIT.md	875	2eb3be16b93cb7734b7842f46a66a02a093f812a7b26463b889722cac5ff6439
README.md	359	69b6c6654c674b0cfa606bb783c75b125b6d35ed621540ce7280793a25bf565b
REPORT.md	359	69b6c6654c674b0cfa606bb783c75b125b6d35ed621540ce7280793a25bf565b
REQUEST_SELECTION.tsv	28901	b230a8ce101c14990e5bdf3e451c9ec4e7e36264d65fdff0a9ce8e33793d1406
RUNTIME_ENVIRONMENT_RECEIPT.json	765	2e4b0d8a3558df82bf529ccd98f7afe01079d0bf7637aa689a1fb9659e597542
SEMANTIC_TRAJECTORY_SCHEMA.md	535	21ba1c84302316d134aebbd5319b9bf3d5378ce8ddb280b4ef08228ce5b68b43
attempt1_A0_A1_SEMANTIC_EQUIVALENCE.tsv	745	f47e6f2e0d4b0b3d92b6d8b00a412f7df53af5ce76cbed4b360298a846e3d40d
attempt1_LEGAL_WORK_LEDGER.tsv.gz	36368	870702d5675cfa19f19404760586f3b1013bb0b8e724f342bc409ba85a4228a6
attempt1_LEGAL_WORK_SUMMARY.tsv	869	6b89ef3139145fbcd283c8595695f3e4fc8defac29cb2706c0faf691811020d2
