kind	id	path_or_authority	sha256	evidence_class
run_log	T0:OFF	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/T0_OFF_10_80/run.log	8776c7d3fe2942b4ca0d5cee66420073fb682f9e2f834165c08af6e504c211df	OFF_AUTHORITY
command	T0:OFF	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/T0_OFF_10_80/command.json	1fa0a88801d5f19e2fe7b1add70c49a265bf4a8ec91275063d13548646503ec7	PROVENANCE
run_log	T0:V2	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/T0_PASSIVE_V2_10_80/run.log	2f7188cba8451e90c4a5f9a92fa524e29337a060a02381940e58548460adc760	DEVELOPMENT
command	T0:V2	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/T0_PASSIVE_V2_10_80/command.json	f85e8b34ce1ee1f95fe8a2bb1ade186e84e5412e5e25706c19a9310e0ab1afd8	PROVENANCE
run_log	T1:OFF	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/T1_OFF_10_80/run.log	fd6c0e260de71f2ae8e23d30c0d0c80ed7d4fa4b9159b159647380da220a7a6d	OFF_AUTHORITY
command	T1:OFF	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/T1_OFF_10_80/command.json	0c2554505e267a109a7c35d5fcfffc82eca7a9c0ffdf680e87b62ccf23eb5a3c	PROVENANCE
run_log	T1:V2	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/T1_PASSIVE_V2_10_80/run.log	4126fc38058f1a45a97001f9ec7a416e1ebb7372a58862c359be7c2de4282981	DEVELOPMENT
command	T1:V2	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/T1_PASSIVE_V2_10_80/command.json	620a464c0894b7a3fb52bf084f355aaa5a97a0affe0b31b0334b3604ee9b937f	PROVENANCE
run_log	T2:OFF	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/T2_OFF_10_80/run.log	0c8d9c7b0d5778274a41eeaaee9412f1b6b8a0640c5b4f6fa3e1989b5f723c20	OFF_AUTHORITY
command	T2:OFF	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/T2_OFF_10_80/command.json	821ef48fb529beb776e1be719f38e68edda3354969c6a8f60046f6b408b251fc	PROVENANCE
run_log	T2:V2	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/T2_PASSIVE_V2_10_80/run.log	f0808975070d3e3a02e85227d8504039ad89331114fa9561db196deb34b63bed	DEVELOPMENT
command	T2:V2	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/T2_PASSIVE_V2_10_80/command.json	eb2ffa8d34e69ab421252b7dd07b228fe9f1de2b8be1a7c2c594f9aad14cbe7d	PROVENANCE
run_log	SPLITKV:OFF	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/SPLITKV_OFF_10_80/run.log	1ea51911c4db8eff6517bbe27dd595389d6b52bd48f0c3244559df92443c57be	OFF_AUTHORITY
command	SPLITKV:OFF	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/SPLITKV_OFF_10_80/command.json	253711ca055355aa29a8aa5a6d0c955071f3dfbee7f3bd28cbd93bef71a304b9	PROVENANCE
run_log	SPLITKV:V2	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/SPLITKV_PASSIVE_V2_10_80/run.log	b2b6ec39a3ba328f34b69b8c4aac3a954656802477f9f2d641dc7f4da4322dab	DEVELOPMENT
command	SPLITKV:V2	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/SPLITKV_PASSIVE_V2_10_80/command.json	05b2dbbc0b8def2a6b513daaaf4311a4d4d97548dbac9172056b21ecba0b5afe	PROVENANCE
run_log	COMBINE:OFF	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/COMBINE_OFF_10_80/run.log	695bee35457ea5b7e5c718689b21f2a7d218a2d60b39c990fa4afaf1a0bd362d	OFF_AUTHORITY
command	COMBINE:OFF	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/COMBINE_OFF_10_80/command.json	4d99978bc21e0464c6e2a608f55dadfd402c4433682bddeecfcbe69f82cc7a4e	PROVENANCE
run_log	COMBINE:V2	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/COMBINE_PASSIVE_V2_10_80/run.log	05dc7a2b36f75b7cfdc24befa2f13eb8551024a913808702d3d0a345418215f7	DEVELOPMENT
command	COMBINE:V2	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/COMBINE_PASSIVE_V2_10_80/command.json	d5f81c2fcaae05bfd8067ad69e408adc13f8af547ebe59b70d57eb93b69e6975	PROVENANCE
run_log	A1:OFF	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/A1_OFF_10_80/run.log	dc6dde2ffab8ff5b060fc66a535c802b61506ec62b64ec332346b41bb4c4e414	OFF_AUTHORITY
command	A1:OFF	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/A1_OFF_10_80/command.json	ffac4985340c3e3e731b2469fd6f80b8008b94d1871ccee080c03588f9cf80cd	PROVENANCE
run_log	A1:V2	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/A1_PASSIVE_V2_10_80/run.log	8d951edb05c63d3d1be699c1a1caf80a3cd6702f9257cea74c8801a2d5103e26	DEVELOPMENT
command	A1:V2	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/A1_PASSIVE_V2_10_80/command.json	39b1e658b39e66d3c076c70a24dc14844992e9cf4a3a926d45701aa3363c996e	PROVENANCE
run_log	A2:OFF	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/A2_OFF_10_80/run.log	a34b44a64aeda29cea3a079e86027e29399603c68586fe7fcccfef78279fc651	OFF_AUTHORITY
command	A2:OFF	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/A2_OFF_10_80/command.json	b9ff3aae2a1d1ccc398aba894d4f6c6c95227c7c45e191edb7f15a53c02fbf6c	PROVENANCE
run_log	A2:V2	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/A2_PASSIVE_V2_10_80/run.log	73039e36627c781da649aafd8a18029d3e8777ce8bcc43d0daeca00e8623233a	DEVELOPMENT
command	A2:V2	/root/share/mnt164/huangrulin/awma_passive_last_translation_result_forwarding_v2/raw/A2_PASSIVE_V2_10_80/command.json	bc91b84f25bf21c8f12d36a48e9156692d4ba51684ac9d561f000732e2840225	PROVENANCE
accepted_commit	OPPORTUNITY_AUTHORITY	6441fe9f91266220a52587c0313fb767007b5d92		ACCEPTED
accepted_commit	A2_ATTRIBUTION	b8a4064cb1bbe832758acf9dceb1461844c1fe4e		ACCEPTED
preregistration_commit	FUTURE_HOLDOUT	d450b2a06a0af18960d81b0ccbb46d047fe6cbae		FROZEN
source_freeze_commit	V2_SOURCE	7f9167f9c97bba64100cafb1dbde9021c1beca0e		FROZEN
off_authority	SEVEN_TARGETS	/root/awma_passive_last_translation_result_forwarding_v2_runtime/off_authority.json	0996f566c3cd4c1be26676d7573ae9c841858eb3aa58815ffccb32eea4782df1	NEW_AUTHORITY
binary	FROZEN_V2	/root/awma_passive_last_translation_result_forwarding_v2_runtime/bin/unified_accel-sim.out	8999bd37d08e16b5036fe18ffe5327ba918e13a9b8a4a3102a3fa9d1cf420a01	PROVENANCE
build_log	UNIFIED_BUILD	/root/awma_passive_last_translation_result_forwarding_v2_runtime/unified_build.log	f36fbb3a7a0860dff4dcc656535c5afe11d7e08fab7238402e0b87bb93656c06	BUILD
test_log	DIRECTED_V2	/root/awma_passive_last_translation_result_forwarding_v2_runtime/tests/passive_last_translation_forwarding_test.log	46c17529bf52435a888998e205434cc74f5cd153429216eba66671bd55c68a27	VERIFIED_RUN
test_log	CORE_PATCH_DRY_RUN	/root/awma_passive_last_translation_result_forwarding_v2_runtime/tests/mechanism_core_patch_dry_run.log	3f210aa6c719e9293cec12bb7842cd61b284d07412d090a6c2fdfc547b3b4e25	VERIFIED_RUN
runner	MATRIX	/root/workspace/accel-sim-framework-awma-passive-last-translation-result-forwarding-v2/util/vm_tlb/awma/run_passive_v2_matrix.py	0dee42972d268bf8b24ec433fc1abd32b55e785d61944b73392f7c040b1b46b9	PROVENANCE
qualifier	OFF	/root/workspace/accel-sim-framework-awma-passive-last-translation-result-forwarding-v2/util/vm_tlb/awma/qualify_passive_v2_off.py	4681fb445cdc752a72ec80db6d74a95c6779f806c00b519895bf1dbf9c38c173	PROVENANCE
builder	REVIEW	/root/workspace/accel-sim-framework-awma-passive-last-translation-result-forwarding-v2/util/vm_tlb/awma/build_passive_v2_review.py	6d5b3e3a9fb5c76ef48bf47bf1eb466e136bd9de9f9c14e8d80a75490a1b8927	PROVENANCE
test_source	DIRECTED_V2	/root/workspace/accel-sim-framework-awma-passive-last-translation-result-forwarding-v2/util/vm_tlb/awma/passive_last_translation_forwarding_test.cc	2376929d7b7fd797a75d3b875fa9f3accd13d443f952eaaabe6f20863eb5d169	PROVENANCE
test_log	passive_translation_memo_test:directed	/root/awma_passive_last_translation_result_forwarding_v2_runtime/tests/passive_translation_memo_test.log	0749eec5a3078d3d25dd340035847d68abc979bf0c1b828571968085da470868	VERIFIED_RUN
test_log	awma_c1_nonblocking_opportunistic_test:directed	/root/awma_passive_last_translation_result_forwarding_v2_runtime/tests/awma_c1_nonblocking_opportunistic_test.log	87df4f9010e7825b8256e8e2a9d107c1171b342db3ded17037a0615e6aa8f7ad	VERIFIED_RUN
test_log	awma_literature_mechanism_test:none	/root/awma_passive_last_translation_result_forwarding_v2_runtime/tests/awma_literature_mechanism_test_none.log	c022ee1137b126a33c07842cf583a5263f44c183322bd2c5745f93178a0cdba7	VERIFIED_RUN
test_log	awma_literature_mechanism_test:refill_protect	/root/awma_passive_last_translation_result_forwarding_v2_runtime/tests/awma_literature_mechanism_test_refill_protect.log	c022ee1137b126a33c07842cf583a5263f44c183322bd2c5745f93178a0cdba7	VERIFIED_RUN
test_log	vm_m3_g3_4b_tlb_timing_test:none	/root/awma_passive_last_translation_result_forwarding_v2_runtime/tests/vm_m3_g3_4b_tlb_timing_test_none.log	4547425aded443ec0b4b34b30928fa6b0982d176988468f5e965fa71e0baf03b	VERIFIED_RUN
