run_id	deployment_id	scenario_id	phase	kernel_identity	duration_ns	phase_gpu_time_fraction	certainty_reason	status
eee03ffd-714e-4c66-beb0-1acd6ed45f79	c16_llama32_1b_frozen_compatible	S1	FULL_FORWARD_UNATTRIBUTED	ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn|501x2x1|256x1x1|float16	2097295	0.18583355359383172	SINGLE_LAUNCH_AT_LEAST_ONE_PERCENT_PHASE_GPU_TIME	CANDIDATE_NOT_SELECTOR_FREEZE
eee03ffd-714e-4c66-beb0-1acd6ed45f79	c16_llama32_1b_frozen_compatible	S1	FULL_FORWARD_UNATTRIBUTED	ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn|501x2x1|256x1x1|float16	2095185	0.18564659429717437	SINGLE_LAUNCH_AT_LEAST_ONE_PERCENT_PHASE_GPU_TIME	CANDIDATE_NOT_SELECTOR_FREEZE
eee03ffd-714e-4c66-beb0-1acd6ed45f79	c16_llama32_1b_frozen_compatible	S1	FULL_FORWARD_UNATTRIBUTED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x256_32x3_tn_align8>(T1::Params)|8x2x4|256x1x1|float16	163947	0.014526737350276394	SINGLE_LAUNCH_AT_LEAST_ONE_PERCENT_PHASE_GPU_TIME	CANDIDATE_NOT_SELECTOR_FREEZE
eee03ffd-714e-4c66-beb0-1acd6ed45f79	c16_llama32_1b_frozen_compatible	S1	FULL_FORWARD_UNATTRIBUTED	ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn|501x2x1|256x1x1|float16	2098094	0.18590435002891667	SINGLE_LAUNCH_AT_LEAST_ONE_PERCENT_PHASE_GPU_TIME	CANDIDATE_NOT_SELECTOR_FREEZE
eee03ffd-714e-4c66-beb0-1acd6ed45f79	c16_llama32_1b_frozen_compatible	S1	FULL_FORWARD_UNATTRIBUTED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x256_32x3_tn_align8>(T1::Params)|8x2x4|256x1x1|float16	163787	0.01451256034199906	SINGLE_LAUNCH_AT_LEAST_ONE_PERCENT_PHASE_GPU_TIME	CANDIDATE_NOT_SELECTOR_FREEZE
eee03ffd-714e-4c66-beb0-1acd6ed45f79	c16_llama32_1b_frozen_compatible	S1	FULL_FORWARD_UNATTRIBUTED	ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn|501x2x1|256x1x1|float16	2095537	0.18567778371538451	SINGLE_LAUNCH_AT_LEAST_ONE_PERCENT_PHASE_GPU_TIME	CANDIDATE_NOT_SELECTOR_FREEZE
eee03ffd-714e-4c66-beb0-1acd6ed45f79	c16_llama32_1b_frozen_compatible	S1	FULL_FORWARD_UNATTRIBUTED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x256_32x3_tn_align8>(T1::Params)|8x2x4|256x1x1|float16	163787	0.01451256034199906	SINGLE_LAUNCH_AT_LEAST_ONE_PERCENT_PHASE_GPU_TIME	CANDIDATE_NOT_SELECTOR_FREEZE
eee03ffd-714e-4c66-beb0-1acd6ed45f79	c16_llama32_1b_frozen_compatible	S1	FULL_FORWARD_UNATTRIBUTED	ampere_fp16_s16816gemm_fp16_256x128_ldg8_f2f_stages_32x3_tn|501x2x1|256x1x1|float16	2098893	0.1859751464640016	SINGLE_LAUNCH_AT_LEAST_ONE_PERCENT_PHASE_GPU_TIME	CANDIDATE_NOT_SELECTOR_FREEZE
2a4c3b95-7357-432d-ad17-e95709752be8	c16_llama32_1b_frozen_compatible	S2	FULL_FORWARD_UNATTRIBUTED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(T1::Params)|128x63x1|256x1x1|float16	15694678	0.04923419199609466	SINGLE_LAUNCH_AT_LEAST_ONE_PERCENT_PHASE_GPU_TIME	CANDIDATE_NOT_SELECTOR_FREEZE
2a4c3b95-7357-432d-ad17-e95709752be8	c16_llama32_1b_frozen_compatible	S2	FULL_FORWARD_UNATTRIBUTED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(T1::Params)|128x63x1|256x1x1|float16	14326718	0.04494290259958856	SINGLE_LAUNCH_AT_LEAST_ONE_PERCENT_PHASE_GPU_TIME	CANDIDATE_NOT_SELECTOR_FREEZE
2a4c3b95-7357-432d-ad17-e95709752be8	c16_llama32_1b_frozen_compatible	S2	FULL_FORWARD_UNATTRIBUTED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(T1::Params)|128x63x1|256x1x1|float16	14323805	0.04493376452098098	SINGLE_LAUNCH_AT_LEAST_ONE_PERCENT_PHASE_GPU_TIME	CANDIDATE_NOT_SELECTOR_FREEZE
2a4c3b95-7357-432d-ad17-e95709752be8	c16_llama32_1b_frozen_compatible	S2	FULL_FORWARD_UNATTRIBUTED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(T1::Params)|128x63x1|256x1x1|float16	14318878	0.04491830852602748	SINGLE_LAUNCH_AT_LEAST_ONE_PERCENT_PHASE_GPU_TIME	CANDIDATE_NOT_SELECTOR_FREEZE
2a4c3b95-7357-432d-ad17-e95709752be8	c16_llama32_1b_frozen_compatible	S2	FULL_FORWARD_UNATTRIBUTED	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(T1::Params)|128x63x1|256x1x1|float16	14319424	0.04492002132757906	SINGLE_LAUNCH_AT_LEAST_ONE_PERCENT_PHASE_GPU_TIME	CANDIDATE_NOT_SELECTOR_FREEZE
