target	run_id	static_index	occurrence	classification	warp_records	active_lane_address_events	overflow	trace_sha256	terminal_log_sha256	address_context_sha256	address_space_id	process_pid	result
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	7	1	ZERO_EXECUTION_PROVEN	0	0	0	f051fc7330a3f5705ab5549049ab8ce0fb4981f4fe9fb00b1c4d557e307d685c	a136ce21db17bf1f0bbadcde04a8730443433bd4073d0565da6e0e1c83b7e243	12f996b7bebab8d0ae9ad09138bae59957bb9a04165b504da9b13ca2b5b19b4d	1206f5612a01481132afd30929d3d76f26503fbf9ca1beb926a55bc64f756305	204245	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	8	1	ZERO_EXECUTION_PROVEN	0	0	0	72a7f59c5c2dc8615d2ee68852f3d4264979cd68cc5514d93a7a1cec7e201e2a	c7ac4459fcca3ed512f8ac4d19683fb2b02d36253ac382e5d406088f4be8e6ee	a19f340541e4db86a39ca1f74dd410e527d7723d907ea2a24ca2bd1b3e7f15fc	da738dcda0ee319d1b1a8a7021c75c929988a5817af66062e560cfe5efe108c3	204303	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	32	1	EXECUTED_SHARD	1	1	0	cad4dd07e6ec85839f8f2749be92b4b77d7c7a68e2aa2ceb5cb1fa8ac345cd27	2a57c678da5e85df38c00afd5a46882d43b7e12ea43efb79715cc6d5ea614266	297d70636756f7a13f187e5988b4a4d92dbaf7e3bcb8220eb6898d2662086f73	78074465c2daabcb973e2472ab148d02b14b983ae452557d49a3c449d9c1b439	204366	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	44	1	EXECUTED_SHARD	1	32	0	f7ee9cd6754d9f743799f9bb8a2a320b6210d48a19c7958806d3e8663cd951e5	09ca2ce0b52885462e620a31cd43be1f8d04c425ff79604b746a75e4c7fd784b	d5818b2cc0689655bd623ce251ecb5606bf21684b5a705b2d5fae6ceb406b53f	a24dd4ff67c74aed7ef2d99526a92a7136bb0da14e9410ed07ae1c21a1d943a2	204424	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	75	1	EXECUTED_SHARD	1	32	0	fae702d46325cef214eb06d9ecfb4e2929e13c542c08520ac68eacb3de1f09ff	25a6e465eb525b34716dbd7ec1362acc153067885e13d3037463c20e06842f11	ff4599a9573640712b1a122ecf516522cb5790887f4c219ea6b7a81f6fc42ebc	46b6e96968f5c560c00971e64f7f4ce88361323c96eeee374178a9b54871572a	204482	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	90	1	ZERO_EXECUTION_PROVEN	0	0	0	691028419209efd624e83eeda8ae8f101af8ffe79a3b8f39e36911f879c401c6	7569288b93401df8101aba83a5cfe4326c4b28a5591262b32668da645c206ffe	803a813f1077a5b319a05f09b9fe85190c2b1edbac5d38a7283ea85e83bcbdf3	6b2de7a2e6bad88a09af540fabc54cdf0b20f01a1b048d2da99d71a7d103c261	204540	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	108	1	ZERO_EXECUTION_PROVEN	0	0	0	225be3242425468c853d5b36f56d2e272576630d33e5b44a3b31789f3ae0455d	ad4c8f50d8b1c19fba54837a39942fe1c78bf37b1beb1d0b2ecd2e7449faa0d8	ed0874daf627e623982127ffebcd01066bbffbfcf61f582415c499a0e9c9436a	b249516b1549f314abd41bbe8979ab38c28c218a20a7fbe9856efac585bb710f	204598	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	120	1	ZERO_EXECUTION_PROVEN	0	0	0	59145f21e741423ecd1877ec12cbdb38221a3154d3a298cea552293c1f30ab84	2a37c432bbf52ec4fa3a97ec9cedb17d2488cb6133f31be08d19282206a90e9b	748eb4a7773ec61bc7e737ce3ac219e7e380ef5dac8abefa2ca0954c96158ac2	4a980535f4c4106b766aff0bb698c6281335dbd1fac1b93be5419bf563debbcd	204656	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	132	1	ZERO_EXECUTION_PROVEN	0	0	0	7fb4fdb97d070927a116465ac647e981a68b46ee7ec1d2c09759e4ea1e5b9a61	4c424fa64223ad1dd9d67f1132ef11c5f7e60cc0c6a880ae2d07e957a6963f3d	d6fb0bc9b9f04198c39d7b54cd051742c18fb72cf24a78b45414fbcb4d4ede24	c4da0ea50ff972b38025407252bd2b6519e1669368fe055c11511e4666eb45ac	204714	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	138	1	ZERO_EXECUTION_PROVEN	0	0	0	c200e68dac93e1368008176b7f55e1e4aa240190209f986fe7f9197b7849def0	d04c82f4d5c40e9876e01501e15f52d9a628a5c84abee050cb200ecb2342a3e4	48bae6f34a34bc547bb85182918dd675e3ce6c9c443fd3f038d4aeb79fa3c5c4	79523561672992297d68cd4dda60063923e822d6ed8e46eed4f68cede8deebc3	204776	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	152	1	ZERO_EXECUTION_PROVEN	0	0	0	e52db76d0483c69b3c0a9fdf3394c796349861426a18395c8b6f4124537ed7f3	47197813ede1946b34310deadfb3d3f8d55070e9f71786508a661b82b355c383	9e70d6fe9f2ccb850115a41b204a885b7e6edea9a1f9a0271ae1d345ed21d73e	89d14c9603d88b68e28a7129224e651554eed77a472090be18475be2aefc32cb	204835	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	166	1	ZERO_EXECUTION_PROVEN	0	0	0	0696ee8b8235901fcffa7feb5d67c13f03649d291f07b82c5ed6e234cbcca5b7	d7f9196b2626691ca7fa1f29c9354d6c6a3b09532bdcd2515f36ca581cebb117	5f510aa756851e5f8ef1c8af8ba94ac5f4fe3d11abf97789a49ad7f520895844	f5f8e61ddc94681e8fcd46b30dcafa17b4eb2190d5ab9ad87d7a64801aa39730	204893	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	178	1	ZERO_EXECUTION_PROVEN	0	0	0	f11f8dc6bb4a7e3005c886a7e55183fef65709b0be27f39fdaf384a838038a8b	8da7998033fc5824369556c0e696f613f32fb7ee13b7d43f55181ef745cfbfc8	0a0946829334ea0dbee07ccb62aa9275ca4b7059ec3758e963aaf3f4f93cab01	a2c40784d36a9bc45a75c13a4c5b69fed71774f75879b87db75ac19f8e9531d7	204951	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	192	1	ZERO_EXECUTION_PROVEN	0	0	0	cb9dd3bf70eef26967a54bacc2c62aa06ad7ffa553899fd9ec70c36284499fcb	ecaff791d6a64347f55cc70d38dafdbadb0fca7dcc229ebc55e5432ad50e0590	06c5562949f0a9d1e2cc61c045bc35587340a917012d28f027ec763c39ec1f5d	de69446350083a71cb0aa15a6928e05cf528c0d14483bb60dc3b1611c489ac9c	205009	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	203	1	ZERO_EXECUTION_PROVEN	0	0	0	6bf1778a52978c3dd07f4462eb23540f24bc7ecdb48a95150a9a3955b84f2664	8f8b498e4f4f629fb9bc3844a2f03f614eebae97d3a258080cfaf15f6757253f	104447a710eb547c52af11cb83633e841fbbbfc1ff7c5ba3e5d98379b1a884fa	cbf2ffb1821d7e3c417df2bd1965219be9bfebb247b4b5a98d0531336fa81483	205067	PASS
Q05_DECODE_EARLY_HEAVY	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-heavy_20260915T065526Z_310734bf5eff	211	1	ZERO_EXECUTION_PROVEN	0	0	0	015ad19025b1fff82921c306a53eb0f46c9dd64a1e1d0ae72e626e724abfce32	a74de29fb8e6484174a9aef040793a028fe696c7f04daf602587a440be16152b	9339869d778953cd23073f3e7614c93852530a0b1ffab4496f592dadd30f22b1	a5d2fbb95d867a8d576cc3fb9e71801e582388369222cccbd1abb93fc222ec2e	205125	PASS
