block_dataport_blocked,block_dataport_eligible,block_dataport_episodes,block_dataport_ratio,block_dataport_requests,block_missq_blocked,block_missq_eligible,block_missq_episodes,block_missq_ratio,block_missq_requests,block_mshr_merge_blocked,block_mshr_merge_eligible,block_mshr_merge_episodes,block_mshr_merge_ratio,block_mshr_merge_requests,block_mshr_new_blocked,block_mshr_new_eligible,block_mshr_new_episodes,block_mshr_new_ratio,block_mshr_new_requests,block_respq_blocked,block_respq_eligible,block_respq_episodes,block_respq_ratio,block_respq_requests,block_set_blocked,block_set_eligible,block_set_episodes,block_set_ratio,block_set_requests,data_port_busy_ratio,draml2q_avg,end_l2_cycle,fill_blocked,fill_eligible,fill_episodes,fill_port_busy_ratio,fill_ratio,fill_requests,l2dramq_avg,merge_depth_max,missq_avg,missq_wb_avg,mshr_avg,mshr_max,mshr_target_avg,reserved_avg,reserved_max,samples,schema_version,slice,start_l2_cycle,wb_bytes,wb_generated,window
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,4999,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,0,0,0,0,0
0,1114,0,0.0,0,1296,2320,0,0.558621,0,0,0,0,0.0,0,0,2320,0,0.0,0,90,1114,0,0.08079,0,0,2320,0,0.0,0,0.0,0.0,9999,0,1024,0,0.0,0.0,0,32.376,1,13.8908,0.0,77.0052,157,77.0052,28.5684,64,5000,L2CHARV1,0,5000,0,0,1
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,10477,0,0,0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0,478,L2CHARV1,0,10000,0,0,2
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,15477,0,0,0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,0,10478,0,0,3
0,2048,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,2048,0,0.0,0,0,0,0,0.0,0,0.0,0.0,19560,0,0,0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0,4083,L2CHARV1,0,15478,0,0,4
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,24560,0,0,0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,0,19561,0,0,5
0,2048,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,2048,0,0.0,0,0,0,0,0.0,0,0.0,0.0,28625,0,0,0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0,4065,L2CHARV1,0,24561,0,0,6
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,33625,0,0,0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,0,28626,0,0,7
0,2048,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,2048,0,0.0,0,0,0,0,0.0,0,0.0,0.0,37722,0,0,0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0,4097,L2CHARV1,0,33626,0,0,8
0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0.0,42722,0,0,0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0,5000,L2CHARV1,0,37723,0,0,9
