audit_status,class,cv,input,max,max_over_mean,mean,metric,suite,workload
PASS,reference,0.7999999999999999,NO_ARGS,9e-06,1.7999999999999998,5e-06,reserved_util_avg,Accel-Sim ubench,mem_lat
PASS,reference,0.8106416593015705,NO_ARGS,3.7e-05,1.8587127158555727,1.9906250000000003e-05,mshr_util_avg,Accel-Sim ubench,mem_lat
PASS,reference,,NO_ARGS,0.0,,0.0,missq_util_avg,Accel-Sim ubench,mem_lat
PASS,reference,,NO_ARGS,0.0,,0.0,fill_busy_ratio,Accel-Sim ubench,mem_lat
PASS,reference,0.0011300433763652706,NO_ARGS,0.000188,1.005095647815555,0.00018704687499999985,data_busy_ratio,Accel-Sim ubench,mem_lat
PASS,reference,,NO_ARGS,0.0,,0.0,draml2q_util_avg,Accel-Sim ubench,mem_lat
PASS,reference,,NO_ARGS,0.0,,0.0,missq_wb_util_avg,Accel-Sim ubench,mem_lat
FAIL,primary,0.041339085330946324,NO_ARGS,0.005069,1.0807706274090436,0.0046901718749999995,reserved_util_avg,CUDA SDK,BlackScholes
FAIL,primary,0.034736115855244665,NO_ARGS,0.064698,1.0701805623687366,0.06045521875000001,mshr_util_avg,CUDA SDK,BlackScholes
FAIL,primary,1.6342540675207715,NO_ARGS,0.009608,9.270775539741889,0.001036375,missq_util_avg,CUDA SDK,BlackScholes
FAIL,primary,,NO_ARGS,0.0,,0.0,fill_busy_ratio,CUDA SDK,BlackScholes
FAIL,primary,,NO_ARGS,0.0,,0.0,data_busy_ratio,CUDA SDK,BlackScholes
FAIL,primary,,NO_ARGS,0.0,,0.0,draml2q_util_avg,CUDA SDK,BlackScholes
FAIL,primary,,NO_ARGS,0.0,,0.0,missq_wb_util_avg,CUDA SDK,BlackScholes
FAIL,primary,0.007827260154237105,"logK=11,logD=19",0.002215,1.0182957051424792,0.0021752031250000005,reserved_util_avg,CUDA SDK,fastWalshTransform_11_19
FAIL,primary,0.00599217297303935,"logK=11,logD=19",0.023977,1.0100496294248518,0.023738437499999994,mshr_util_avg,CUDA SDK,fastWalshTransform_11_19
FAIL,primary,0.006439155625433548,"logK=11,logD=19",0.025999,1.0173543855530118,0.025555500000000005,missq_util_avg,CUDA SDK,fastWalshTransform_11_19
FAIL,primary,,"logK=11,logD=19",0.0,,0.0,fill_busy_ratio,CUDA SDK,fastWalshTransform_11_19
FAIL,primary,,"logK=11,logD=19",0.0,,0.0,data_busy_ratio,CUDA SDK,fastWalshTransform_11_19
FAIL,primary,,"logK=11,logD=19",0.0,,0.0,draml2q_util_avg,CUDA SDK,fastWalshTransform_11_19
FAIL,primary,,"logK=11,logD=19",0.0,,0.0,missq_wb_util_avg,CUDA SDK,fastWalshTransform_11_19
FAIL,primary,0.003790939357526704,size=13920,0.008683,1.0061395456627578,0.008630015625,reserved_util_avg,CUDA SDK,scalarProd_13920
FAIL,primary,0.003343154833482298,size=13920,0.13281,1.0055897646544396,0.13207175000000002,mshr_util_avg,CUDA SDK,scalarProd_13920
FAIL,primary,0.7786830425488785,size=13920,3.7e-05,2.1352569882777277,1.7328125e-05,missq_util_avg,CUDA SDK,scalarProd_13920
FAIL,primary,,size=13920,0.0,,0.0,fill_busy_ratio,CUDA SDK,scalarProd_13920
FAIL,primary,,size=13920,0.0,,0.0,data_busy_ratio,CUDA SDK,scalarProd_13920
FAIL,primary,,size=13920,0.0,,0.0,draml2q_util_avg,CUDA SDK,scalarProd_13920
FAIL,primary,0.0,size=13920,1e-06,1.0000000000000013,9.999999999999987e-07,missq_wb_util_avg,CUDA SDK,scalarProd_13920
FAIL,primary,0.006338402861108384,size=8192,0.008833,1.0094748984832305,0.008750093750000002,reserved_util_avg,CUDA SDK,scalarProd_8192
FAIL,primary,0.0056560061871209705,size=8192,0.135406,1.008613148540849,0.13424968749999994,mshr_util_avg,CUDA SDK,scalarProd_8192
FAIL,primary,0.5792429612942162,size=8192,0.000233,3.572592237661714,6.521875000000002e-05,missq_util_avg,CUDA SDK,scalarProd_8192
FAIL,primary,,size=8192,0.0,,0.0,fill_busy_ratio,CUDA SDK,scalarProd_8192
FAIL,primary,,size=8192,0.0,,0.0,data_busy_ratio,CUDA SDK,scalarProd_8192
FAIL,primary,,size=8192,0.0,,0.0,draml2q_util_avg,CUDA SDK,scalarProd_8192
FAIL,primary,0.6255432421712247,size=8192,1e-06,1.391304347826088,7.187499999999995e-07,missq_wb_util_avg,CUDA SDK,scalarProd_8192
PASS,primary,1.0016606709474976,NO_ARGS,6e-06,2.0210526315789465,2.9687500000000014e-06,reserved_util_avg,CUDA SDK,sortingNetworks
PASS,primary,1.001119450144696,NO_ARGS,7.8e-05,2.279452054794521,3.4218749999999995e-05,mshr_util_avg,CUDA SDK,sortingNetworks
PASS,primary,,NO_ARGS,0.0,,0.0,missq_util_avg,CUDA SDK,sortingNetworks
PASS,primary,,NO_ARGS,0.0,,0.0,fill_busy_ratio,CUDA SDK,sortingNetworks
PASS,primary,,NO_ARGS,0.0,,0.0,data_busy_ratio,CUDA SDK,sortingNetworks
PASS,primary,,NO_ARGS,0.0,,0.0,draml2q_util_avg,CUDA SDK,sortingNetworks
PASS,primary,,NO_ARGS,0.0,,0.0,missq_wb_util_avg,CUDA SDK,sortingNetworks
FAIL,primary,0.02453889444999683,512x512,0.000267,1.0468663848557251,0.00025504687499999996,reserved_util_avg,CUDA SDK,transpose
FAIL,primary,0.02038841663972285,512x512,0.00327,1.0331957582100755,0.0031649374999999993,mshr_util_avg,CUDA SDK,transpose
FAIL,primary,0.09843153624414397,512x512,0.001752,1.193854409556968,0.001467515625,missq_util_avg,CUDA SDK,transpose
FAIL,primary,,512x512,0.0,,0.0,fill_busy_ratio,CUDA SDK,transpose
FAIL,primary,,512x512,0.0,,0.0,data_busy_ratio,CUDA SDK,transpose
FAIL,primary,,512x512,0.0,,0.0,draml2q_util_avg,CUDA SDK,transpose
FAIL,primary,,512x512,0.0,,0.0,missq_wb_util_avg,CUDA SDK,transpose
FAIL,primary,0.005731279293426357,size=4000000,0.047801,1.0092780243479271,0.047361578125,reserved_util_avg,CUDA SDK,vectorAdd_4000000
FAIL,primary,0.006310734890968099,size=4000000,0.708454,1.012142796584082,0.6999545937500001,mshr_util_avg,CUDA SDK,vectorAdd_4000000
FAIL,primary,0.01997830717469683,size=4000000,0.884714,1.0222543818094576,0.8654538593750002,missq_util_avg,CUDA SDK,vectorAdd_4000000
FAIL,primary,,size=4000000,0.0,,0.0,fill_busy_ratio,CUDA SDK,vectorAdd_4000000
FAIL,primary,0.07746996486225477,size=4000000,0.044399,1.107593673601756,0.04008600000000001,data_busy_ratio,CUDA SDK,vectorAdd_4000000
FAIL,primary,,size=4000000,0.0,,0.0,draml2q_util_avg,CUDA SDK,vectorAdd_4000000
FAIL,primary,0.03260775934477797,size=4000000,0.092162,1.0412219065917345,0.08851331249999998,missq_wb_util_avg,CUDA SDK,vectorAdd_4000000
FAIL,primary,0.023472976802654536,size=6000000,0.048982,1.0197565867758969,0.048033031250000004,reserved_util_avg,CUDA SDK,vectorAdd_6000000
FAIL,primary,0.024364182087007386,size=6000000,0.724808,1.0200907087671103,0.7105328906250001,mshr_util_avg,CUDA SDK,vectorAdd_6000000
FAIL,primary,0.08164576541644623,size=6000000,0.910384,1.056047330984752,0.8620674218750001,missq_util_avg,CUDA SDK,vectorAdd_6000000
FAIL,primary,,size=6000000,0.0,,0.0,fill_busy_ratio,CUDA SDK,vectorAdd_6000000
FAIL,primary,0.06365034400542814,size=6000000,0.027366,1.2123383536402186,0.02257290625,data_busy_ratio,CUDA SDK,vectorAdd_6000000
FAIL,primary,,size=6000000,0.0,,0.0,draml2q_util_avg,CUDA SDK,vectorAdd_6000000
FAIL,primary,0.08632560276778121,size=6000000,0.096696,1.0737633850763826,0.090053359375,missq_wb_util_avg,CUDA SDK,vectorAdd_6000000
FAIL,secondary,0.02518738668182036,V100 staged,0.001128,1.040875470392318,0.001083703125,reserved_util_avg,ISPASS,ispass_bfs
FAIL,secondary,0.0403338023124723,V100 staged,0.006771,1.0837257574431367,0.006247890625000002,mshr_util_avg,ISPASS,ispass_bfs
FAIL,secondary,3.669780924921991,V100 staged,0.000373,20.385994876174212,1.8296875e-05,missq_util_avg,ISPASS,ispass_bfs
FAIL,secondary,,V100 staged,0.0,,0.0,fill_busy_ratio,ISPASS,ispass_bfs
FAIL,secondary,,V100 staged,0.0,,0.0,data_busy_ratio,ISPASS,ispass_bfs
FAIL,secondary,,V100 staged,0.0,,0.0,draml2q_util_avg,ISPASS,ispass_bfs
FAIL,secondary,,V100 staged,0.0,,0.0,missq_wb_util_avg,ISPASS,ispass_bfs
FAIL,secondary,0.00535166929990083,V100 staged,0.001327,1.008789851285219,0.0013154375,reserved_util_avg,ISPASS,ispass_lps
FAIL,secondary,0.005599632966676408,V100 staged,0.016888,1.0090718550295719,0.016736171875000004,mshr_util_avg,ISPASS,ispass_lps
FAIL,secondary,0.037202661378264154,V100 staged,0.000179,1.082184016625732,0.00016540625000000003,missq_util_avg,ISPASS,ispass_lps
FAIL,secondary,,V100 staged,0.0,,0.0,fill_busy_ratio,ISPASS,ispass_lps
FAIL,secondary,0.041297473800027504,V100 staged,0.002858,1.0893584582033016,0.0026235625000000005,data_busy_ratio,ISPASS,ispass_lps
FAIL,secondary,,V100 staged,0.0,,0.0,draml2q_util_avg,ISPASS,ispass_lps
FAIL,secondary,0.03516523759213411,V100 staged,5.6e-05,1.0769230769230769,5.2e-05,missq_wb_util_avg,ISPASS,ispass_lps
FAIL,secondary,,V100 staged,0.0,,0.0,reserved_util_avg,ISPASS,ispass_ray
FAIL,secondary,,V100 staged,0.0,,0.0,mshr_util_avg,ISPASS,ispass_ray
FAIL,secondary,,V100 staged,0.0,,0.0,missq_util_avg,ISPASS,ispass_ray
FAIL,secondary,,V100 staged,0.0,,0.0,fill_busy_ratio,ISPASS,ispass_ray
FAIL,secondary,,V100 staged,0.0,,0.0,data_busy_ratio,ISPASS,ispass_ray
