1025-2048,129-256,17-32,2049-4096,257-512,33-64,513-1024,65-128,9-16,<=8,>4096,sector_reuse_1025_2048,sector_reuse_129_256,sector_reuse_17_32,sector_reuse_2049_4096,sector_reuse_257_512,sector_reuse_33_64,sector_reuse_513_1024,sector_reuse_65_128,sector_reuse_9_16,sector_reuse_gt4096,sector_reuse_le8,temporal_sector_reuse_instances,workload
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,vectorAdd_4M
0.2973299993557531,0.08812491946914057,0.015353208349439505,0.09531431194433707,0.15562588583945366,0.028944804148949878,0.25133479899497485,0.04962512884937508,0.008369169565777606,0.009877109908516944,0.00010066357428166474,147685,43772,7626,47343,77300,14377,124839,24649,4157,50,4906,496704,convolutionSeparable
0.00023202270252904746,0.3569401559906477,0.016080958075282443,0.031787110246479504,0.15547305859465635,0.08045833407699585,0.009566474504274572,0.16453979189348372,0.03217976405075943,0.1527423298648914,0.0,13,19999,901,1781,8711,4508,536,9219,1803,0,8558,56029,sad
0.0860371154216151,0.14393157609361062,0.07884840746506218,0.009375054658667554,0.16733423119304566,0.09459010372028755,0.15995312472670667,0.12061637486226016,0.05722981127455267,0.08208420058419184,0.0,4919,8229,4508,536,9567,5408,9145,6896,3272,0,4693,57173,spmv
0.614213040000514,0.03720996254368832,0.00013833296926398026,0.00023691277754934212,0.04146455463610197,0.000979774876644737,0.2945245441637541,0.011179873817845395,3.3729954769736845e-05,1.927425986842105e-05,0.0,3059233,185333,689,1180,206524,4880,1466949,55684,168,0,96,4980736,FWT_7_21
0.17907213815986728,0.1984315763523823,0.036841298713412886,0.0009994203362050011,0.20436413546809518,0.07200090614110483,0.13754422434987706,0.1309760339003378,0.018742462704964453,0.021027803873753224,0.0,134382,148910,27647,750,153362,54032,103218,98289,14065,0,15780,750435,cfd_097k
0.08213397825094286,0.1588222361277884,0.05662196215055218,0.1503661485903702,0.14754181535287253,0.07432900945390587,0.17512557289993066,0.10100796563446025,0.029503289418052057,0.024548022121124998,0.0,9713,18782,6696,17782,17448,8790,20710,11945,3489,0,2903,118258,dwt2d
0.12127907959031836,0.06139525037174853,0.1220688861996562,0.06897474756213366,0.07611761197493382,0.14694270543368626,0.08285844853890867,0.10059754569631732,0.08091955473634607,0.1388461698959511,0.0,119159,60322,119935,67769,74787,144374,81410,98839,79505,0,136419,982519,btree
0.001772460753512893,0.5099740987110518,0.008828555092527618,0.0,0.37420623717017903,0.018592079546391596,0.0001550909985512098,0.07658841306412303,0.004672389378887856,0.005210675284774924,0.0,32457,9338559,161667,0,6852401,340455,2840,1402474,85560,0,95417,18311830,gemm
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,BlackScholes
0.0,0.0,0.10589941972920697,0.0,0.0,0.0,0.0,0.0,0.19197292069632496,0.7021276595744681,0.0,0,0,219,0,0,0,0,0,397,0,1452,2068,mergeSort
0.0,0.044932047526041664,0.4950595431857639,0.0,0.016187879774305556,0.1446601019965278,0.0,0.07918633355034722,0.20604451497395834,0.013929578993055556,0.0,0,13251,145999,0,4774,42662,0,23353,60765,0,4108,294912,transpose
