run_id	diagnostic_reason	remote_logical_path	remote_size_bytes	remote_sha256	local_relative_path	local_size_bytes	local_sha256	transfer_status
94e4df07-b741-425f-865f-3144ae60670e	PRELAUNCH_INVALID_TARGET_PROCESSES_VALUE	/root/autodl-tmp/c16/runs/g2_ncu_canary_94e4df07-b741-425f-865f-3144ae60670e/C16_G2_NCU_CANARY_COMMAND.log	99	37f5e4084a588dc9bdb10f3e18f014342dd1b8751cf96705d4020edace748d69	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_94e4df07-b741-425f-865f-3144ae60670e/C16_G2_NCU_CANARY_COMMAND.log	99	37f5e4084a588dc9bdb10f3e18f014342dd1b8751cf96705d4020edace748d69	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
94e4df07-b741-425f-865f-3144ae60670e	PRELAUNCH_INVALID_TARGET_PROCESSES_VALUE	/root/autodl-tmp/c16/runs/g2_ncu_canary_94e4df07-b741-425f-865f-3144ae60670e/C16_G2_NCU_CANARY_SETUP_RECEIPT.json	4981	b8e16899a1cb350d76796fdf6f21ca1dccf4cf0fefb11aebec26fbff61c8395e	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_94e4df07-b741-425f-865f-3144ae60670e/C16_G2_NCU_CANARY_SETUP_RECEIPT.json	4981	b8e16899a1cb350d76796fdf6f21ca1dccf4cf0fefb11aebec26fbff61c8395e	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
94e4df07-b741-425f-865f-3144ae60670e	PRELAUNCH_INVALID_TARGET_PROCESSES_VALUE	/root/autodl-tmp/c16/runs/g2_ncu_canary_94e4df07-b741-425f-865f-3144ae60670e/C16_G2_NCU_PARENT_LEASE_START.json	1080	3c9ee50482accfbd1513ab29e6449d1bf01cfed50ad703469836634d95afaf3d	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_94e4df07-b741-425f-865f-3144ae60670e/C16_G2_NCU_PARENT_LEASE_START.json	1080	3c9ee50482accfbd1513ab29e6449d1bf01cfed50ad703469836634d95afaf3d	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
94e4df07-b741-425f-865f-3144ae60670e	PRELAUNCH_INVALID_TARGET_PROCESSES_VALUE	/root/autodl-tmp/c16/runs/g2_ncu_canary_94e4df07-b741-425f-865f-3144ae60670e/C16_G2_NCU_PARENT_LEASE_START.json.closeout.json	452	18d9fb06e3885251b5ccf49c424044379ae23529e713fa1cd571462cc1d4a3e4	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_94e4df07-b741-425f-865f-3144ae60670e/C16_G2_NCU_PARENT_LEASE_START.json.closeout.json	452	18d9fb06e3885251b5ccf49c424044379ae23529e713fa1cd571462cc1d4a3e4	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
94e4df07-b741-425f-865f-3144ae60670e	PRELAUNCH_INVALID_TARGET_PROCESSES_VALUE	/root/autodl-tmp/c16/runs/g2_ncu_canary_94e4df07-b741-425f-865f-3144ae60670e/C16_G2_NCU_TARGET.json	1872	a3345bef9d88820aaf0983c8142d1988506ee2912ec3fb60ba79adf317f13790	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_94e4df07-b741-425f-865f-3144ae60670e/C16_G2_NCU_TARGET.json	1872	a3345bef9d88820aaf0983c8142d1988506ee2912ec3fb60ba79adf317f13790	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
94e4df07-b741-425f-865f-3144ae60670e	PRELAUNCH_INVALID_TARGET_PROCESSES_VALUE	/root/autodl-tmp/c16/runs/g2_ncu_canary_94e4df07-b741-425f-865f-3144ae60670e/C16_G2_NCU_WRAPPER_RECEIPT.json	5739	22198b68cdfdf94e1e30ba68ebd54fcad83362bdc4865982634a72e813c164a3	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_94e4df07-b741-425f-865f-3144ae60670e/C16_G2_NCU_WRAPPER_RECEIPT.json	5739	22198b68cdfdf94e1e30ba68ebd54fcad83362bdc4865982634a72e813c164a3	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608	PRELAUNCH_INVALID_CPP_KERNEL_ID_REGEX	/root/autodl-tmp/c16/runs/g2_ncu_canary_a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608/C16_G2_NCU_CANARY_COMMAND.log	279	b7a1c1271eb2d113efb17ff44eb6813d2b348358be4e9008edd4c514c9d68279	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608/C16_G2_NCU_CANARY_COMMAND.log	279	b7a1c1271eb2d113efb17ff44eb6813d2b348358be4e9008edd4c514c9d68279	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608	PRELAUNCH_INVALID_CPP_KERNEL_ID_REGEX	/root/autodl-tmp/c16/runs/g2_ncu_canary_a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608/C16_G2_NCU_CANARY_SETUP_RECEIPT.json	4980	80e8c74f48d9dfbe35744af21866e74626f394fab39d78a7dfc13cf1b70a66b8	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608/C16_G2_NCU_CANARY_SETUP_RECEIPT.json	4980	80e8c74f48d9dfbe35744af21866e74626f394fab39d78a7dfc13cf1b70a66b8	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608	PRELAUNCH_INVALID_CPP_KERNEL_ID_REGEX	/root/autodl-tmp/c16/runs/g2_ncu_canary_a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608/C16_G2_NCU_PARENT_LEASE_START.json	1081	0a5a96026cb55fc402bafb2c77bd6335378f0c1762dee839a065167c59ba2db0	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608/C16_G2_NCU_PARENT_LEASE_START.json	1081	0a5a96026cb55fc402bafb2c77bd6335378f0c1762dee839a065167c59ba2db0	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608	PRELAUNCH_INVALID_CPP_KERNEL_ID_REGEX	/root/autodl-tmp/c16/runs/g2_ncu_canary_a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608/C16_G2_NCU_PARENT_LEASE_START.json.closeout.json	451	017e11e29ab79e18fb69b57f252a26c902f7acdae14ae1f8a032d02d7bce9fce	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608/C16_G2_NCU_PARENT_LEASE_START.json.closeout.json	451	017e11e29ab79e18fb69b57f252a26c902f7acdae14ae1f8a032d02d7bce9fce	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608	PRELAUNCH_INVALID_CPP_KERNEL_ID_REGEX	/root/autodl-tmp/c16/runs/g2_ncu_canary_a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608/C16_G2_NCU_TARGET.json	1872	5ee4184b76a0d5cf0c506824ac8e9ea217e89983262b825cdc6daa06b91d2c31	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608/C16_G2_NCU_TARGET.json	1872	5ee4184b76a0d5cf0c506824ac8e9ea217e89983262b825cdc6daa06b91d2c31	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608	PRELAUNCH_INVALID_CPP_KERNEL_ID_REGEX	/root/autodl-tmp/c16/runs/g2_ncu_canary_a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608/C16_G2_NCU_WRAPPER_RECEIPT.json	5743	62bd602c962036c815dab4ead564c4bb3942ea432ff02b924afa3ead1cee7589	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_a0ae8add-aa8e-4f71-8c8e-9e2c9ca57608/C16_G2_NCU_WRAPPER_RECEIPT.json	5743	62bd602c962036c815dab4ead564c4bb3942ea432ff02b924afa3ead1cee7589	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
379638f8-1d3a-4a95-8f0e-2c1288c281ec	NVIDIA_PERFORMANCE_COUNTER_PERMISSION_DENIED	/root/autodl-tmp/c16/runs/g2_ncu_canary_379638f8-1d3a-4a95-8f0e-2c1288c281ec/C16_G2_NCU_CANARY_COMMAND.log	2323	e6e2d3805ffdd7279381a7cdf63fc2a6455b77fa741cb16222f6273b8ac1cd99	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_379638f8-1d3a-4a95-8f0e-2c1288c281ec/C16_G2_NCU_CANARY_COMMAND.log	2323	e6e2d3805ffdd7279381a7cdf63fc2a6455b77fa741cb16222f6273b8ac1cd99	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
379638f8-1d3a-4a95-8f0e-2c1288c281ec	NVIDIA_PERFORMANCE_COUNTER_PERMISSION_DENIED	/root/autodl-tmp/c16/runs/g2_ncu_canary_379638f8-1d3a-4a95-8f0e-2c1288c281ec/C16_G2_NCU_CANARY_SETUP_RECEIPT.json	5516	d21c1932efa14d46e674277c73a2e57ec2320dea7e55566afa339a9849c30a59	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_379638f8-1d3a-4a95-8f0e-2c1288c281ec/C16_G2_NCU_CANARY_SETUP_RECEIPT.json	5516	d21c1932efa14d46e674277c73a2e57ec2320dea7e55566afa339a9849c30a59	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
379638f8-1d3a-4a95-8f0e-2c1288c281ec	NVIDIA_PERFORMANCE_COUNTER_PERMISSION_DENIED	/root/autodl-tmp/c16/runs/g2_ncu_canary_379638f8-1d3a-4a95-8f0e-2c1288c281ec/C16_G2_NCU_PARENT_LEASE_START.json	1081	bab476568d9e3d1db1e6a9ecb100fc453e93dba9ce68784420eb5c3f87ec559f	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_379638f8-1d3a-4a95-8f0e-2c1288c281ec/C16_G2_NCU_PARENT_LEASE_START.json	1081	bab476568d9e3d1db1e6a9ecb100fc453e93dba9ce68784420eb5c3f87ec559f	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
379638f8-1d3a-4a95-8f0e-2c1288c281ec	NVIDIA_PERFORMANCE_COUNTER_PERMISSION_DENIED	/root/autodl-tmp/c16/runs/g2_ncu_canary_379638f8-1d3a-4a95-8f0e-2c1288c281ec/C16_G2_NCU_PARENT_LEASE_START.json.closeout.json	451	1f01bd2589da0e7af7dff8590dfa4ca6472d6396ce0dca14ccde6d9b011fd866	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_379638f8-1d3a-4a95-8f0e-2c1288c281ec/C16_G2_NCU_PARENT_LEASE_START.json.closeout.json	451	1f01bd2589da0e7af7dff8590dfa4ca6472d6396ce0dca14ccde6d9b011fd866	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
379638f8-1d3a-4a95-8f0e-2c1288c281ec	NVIDIA_PERFORMANCE_COUNTER_PERMISSION_DENIED	/root/autodl-tmp/c16/runs/g2_ncu_canary_379638f8-1d3a-4a95-8f0e-2c1288c281ec/C16_G2_NCU_PROFILED_NATIVE_RECEIPT.json	6032	61b44a08dc8459ce1aff485e88152034eb5d4629194f6c37533d3f4becc32996	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_379638f8-1d3a-4a95-8f0e-2c1288c281ec/C16_G2_NCU_PROFILED_NATIVE_RECEIPT.json	6032	61b44a08dc8459ce1aff485e88152034eb5d4629194f6c37533d3f4becc32996	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
379638f8-1d3a-4a95-8f0e-2c1288c281ec	NVIDIA_PERFORMANCE_COUNTER_PERMISSION_DENIED	/root/autodl-tmp/c16/runs/g2_ncu_canary_379638f8-1d3a-4a95-8f0e-2c1288c281ec/C16_G2_NCU_PROFILED_NATIVE_RECEIPT.json.preflight.json	1096	1f136f5f1d676421c144c7be3294345b2ef41990c4d997821493c1f9aaf9b916	artifacts/c16_g_autodl/g2_ncu_diagnostics/g2_ncu_canary_379638f8-1d3a-4a95-8f0e-2c1288c281ec/C16_G2_NCU_PROFILED_NATIVE_RECEIPT.json.preflight.json	1096	1f136f5f1d676421c144c7be3294345b2ef41990c4d997821493c1f9aaf9b916	RETAINED_DUAL_ENDPOINT_SHA256_MATCH
