target	static_index	context_sha256	address_space_id	same_process_only	known_range_bytes	formal_events_mapped	formal_events_unmapped	object_attribution	promotion_reason
PREFILL_AWQ_DEQUANT	78	746120cb16d0d28dd0db4a58959b902eb922d0d57e0996ba483b904527de5c6f	77b9942df4ff4f3a9f1a807e4d8a7add3955f042524dc0d244674b945f7daafa	True	5570754816	0	NOT_PROMOTED_WITHOUT_LOSSLESS_EVENT_RANGE_JOIN	UNKNOWN_RUNTIME	NO_RECORDED_EVENT_TO_RANGE_LOSSLESS_BINDING
PREFILL_AWQ_DEQUANT	79	51d5a5f782d95e42d3c5defbcb15e97656b97ae55607b310cc57b4e8b796eeab	d4339ed6ea48c9dd1eb8d9a86d3256d20a6946277e3390dfd486aa87eaf453cc	True	5570754816	0	NOT_PROMOTED_WITHOUT_LOSSLESS_EVENT_RANGE_JOIN	UNKNOWN_RUNTIME	NO_RECORDED_EVENT_TO_RANGE_LOSSLESS_BINDING
PREFILL_AWQ_DEQUANT	82	4acf2cd77fe317e655b0268e3fd1e413663c79ee35b6b7747636554ad6a1c91e	b159c6ad1e469f8f530e45d1bb8ab888d39e7b212357a9eec303d439c7fe8e45	True	5570754816	0	NOT_PROMOTED_WITHOUT_LOSSLESS_EVENT_RANGE_JOIN	UNKNOWN_RUNTIME	NO_RECORDED_EVENT_TO_RANGE_LOSSLESS_BINDING
PREFILL_AWQ_DEQUANT	120	9a4c90d37c1a01d855a0e5ad4237aba76bcb0740026fe80de875566356a9ce45	7e08a9c9f8865707eeae063bca5716b310f2f8aa35e4381114faeb257fd1d485	True	5570754816	0	NOT_PROMOTED_WITHOUT_LOSSLESS_EVENT_RANGE_JOIN	UNKNOWN_RUNTIME	NO_RECORDED_EVENT_TO_RANGE_LOSSLESS_BINDING
PREFILL_AWQ_DEQUANT	121	44545a5f2710f00bf945ba9f25d98030788f069cb8e2f37b5ef76becc4f52092	981eef324503e3c6e84ddbdd5aeaabae07700eff7588f2e8cd1a553b5d9bf8a9	True	5570754816	0	NOT_PROMOTED_WITHOUT_LOSSLESS_EVENT_RANGE_JOIN	UNKNOWN_RUNTIME	NO_RECORDED_EVENT_TO_RANGE_LOSSLESS_BINDING
PREFILL_AWQ_DEQUANT	122	f51eccdc09d66c04bf27f3c50835d55aed18ee262601abf1f324a4063e5d0ff4	d6f987dba679582c51279783995d37e92d2f123462eb5ef13be8f3bef6b3816f	True	5570754816	0	NOT_PROMOTED_WITHOUT_LOSSLESS_EVENT_RANGE_JOIN	UNKNOWN_RUNTIME	NO_RECORDED_EVENT_TO_RANGE_LOSSLESS_BINDING
PREFILL_AWQ_DEQUANT	123	9df87b525cdaecbf03803104bb51e12ce4fdba20e9f1deb93927ebcd9e641f3f	3f85b7efd332a6ff71e83ba608d0c9beb12d974d55e78b23dc1fed39027e7eac	True	5570754816	0	NOT_PROMOTED_WITHOUT_LOSSLESS_EVENT_RANGE_JOIN	UNKNOWN_RUNTIME	NO_RECORDED_EVENT_TO_RANGE_LOSSLESS_BINDING
PREFILL_AWQ_DEQUANT	124	1f91837a4179b8d9a4ff539ecc8581fb87f898ff3194ed25f9fa1adc47435a62	1ba42b5147c3768c8703f04b2c83f0118f11fcf1bc3beb769a8bae2ab4e69032	True	5570754816	0	NOT_PROMOTED_WITHOUT_LOSSLESS_EVENT_RANGE_JOIN	UNKNOWN_RUNTIME	NO_RECORDED_EVENT_TO_RANGE_LOSSLESS_BINDING
PREFILL_AWQ_DEQUANT	125	b62734ea5ec5a0afb26e2c58df3509880fef7e2b55842f80f053f566ce4aee86	140a7091472259052a7458e8c5c0166fdb7a2a30b948ab502dada96ac2a0397e	True	5570754816	0	NOT_PROMOTED_WITHOUT_LOSSLESS_EVENT_RANGE_JOIN	UNKNOWN_RUNTIME	NO_RECORDED_EVENT_TO_RANGE_LOSSLESS_BINDING
PREFILL_AWQ_DEQUANT	126	99843260418f4a92aefd8162ea55bca662c1d1eaefad86d0ac164911a5443e78	fd9bad85154613b3e4cd3e5a897403d2e89c9884ebd9e9a662cb1eb023e98009	True	5570754816	0	NOT_PROMOTED_WITHOUT_LOSSLESS_EVENT_RANGE_JOIN	UNKNOWN_RUNTIME	NO_RECORDED_EVENT_TO_RANGE_LOSSLESS_BINDING
