exp_id	logical_role	roi	fair_arm	l2_mode	exact_l2_tlb_entries	l2_assoc	l2_sets	segment_enable	segment_n	lseg	exclusion_map	eligibility_policy	binary_path	binary_sha256	core_path	core_head	runtime_path	trace_list	trace_root	expected_kernels	trace_sha256	registration_path	registration_sha256	reuse_as	gate_status	output_dir	config_path	config_sha256	eligibility_artifact_sha256
C13-EQ-P320S10-C12BIN-EXACTMODE	EQ1_C12BIN_PROFILE_EQUIVALENCE	prefill	0	0	320	16	20	1	8	10	NONE	ALL_C5_ELIGIBLE_WEIGHT	/workspace/worktrees/accel-sim-vm-m4b-speculative/gpu-simulator/bin/release/accel-sim.out	2351f67bba60d333fdcc08b4cea81f39082958da67982d497ee8b4d83f321d3a	/workspace/worktrees/gpgpu-sim-vm-m4b-speculative	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	/workspace/worktrees/gpgpu-sim-vm-m4b-speculative/lib/gcc-11.4.0/cuda-11080/release	/workspace/m4c-c3-formal-20260905-v1/prefill-generic/traces/kernelslist.g	/workspace/m4c-c3-formal-20260905-v1/prefill-generic/traces	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	/workspace/worktrees/accel-sim-vm-m4b-speculative/configs/vm_tlb/c5_registrations/C11_C5_PREFILL_V2_REGISTRATION.tsv	6ae0e18cc3bba29871002c4ff1877052489740163424723a845ead45c4a5f4b0	NONE	STATIC_EFFECTIVE_CONFIG_PASS	/workspace/vm-m4b-c13-diagnostics/results/C13-EQ-P320S10-C12BIN-EXACTMODE	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/configs/vm_tlb/c13_diagnostics/effective_config_audit/C13-EQ-P320S10-C12BIN-EXACTMODE.config	c601265445ae2a56122883bb94d774fbaf93a36ff980f51274f02a9d49d31b94	NONE
C13-EQ-P320S10-NEWBIN-EXACTMODE	EQ2_NEWBIN_DEFAULT_OFF_AND_H1_PREFILL_CONTROL_REUSE	prefill	0	0	320	16	20	1	8	10	NONE	ALL_C5_ELIGIBLE_WEIGHT	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/gpu-simulator/bin/release/accel-sim.out	63c6011f20a22ff37afe0cef2958b67b32a9a6dcf0132d92ff28f62a8395cec4	/workspace/worktrees/gpgpu-sim-vm-m4b-c13-diagnostics	4f5f2a2583d71e5aee0e5ff59b67e5e6cd7d5be0	/workspace/worktrees/gpgpu-sim-vm-m4b-c13-diagnostics/lib/gcc-11.4.0/cuda-11080/release	/workspace/m4c-c3-formal-20260905-v1/prefill-generic/traces/kernelslist.g	/workspace/m4c-c3-formal-20260905-v1/prefill-generic/traces	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	/workspace/worktrees/accel-sim-vm-m4b-speculative/configs/vm_tlb/c5_registrations/C11_C5_PREFILL_V2_REGISTRATION.tsv	6ae0e18cc3bba29871002c4ff1877052489740163424723a845ead45c4a5f4b0	C13-SEL-P10-CTRL-NEWBIN	STATIC_EFFECTIVE_CONFIG_PASS	/workspace/vm-m4b-c13-diagnostics/results/C13-EQ-P320S10-NEWBIN-EXACTMODE	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/configs/vm_tlb/c13_diagnostics/effective_config_audit/C13-EQ-P320S10-NEWBIN-EXACTMODE.config	c601265445ae2a56122883bb94d774fbaf93a36ff980f51274f02a9d49d31b94	NONE
C13-LAT-P8-REPAIRED-EXACTMODE-A1	H3_PREFILL_L8	prefill	0	0	320	16	20	1	8	8	NONE	ALL_C5_ELIGIBLE_WEIGHT	/workspace/worktrees/accel-sim-vm-m4b-speculative/gpu-simulator/bin/release/accel-sim.out	2351f67bba60d333fdcc08b4cea81f39082958da67982d497ee8b4d83f321d3a	/workspace/worktrees/gpgpu-sim-vm-m4b-speculative	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	/workspace/worktrees/gpgpu-sim-vm-m4b-speculative/lib/gcc-11.4.0/cuda-11080/release	/workspace/m4c-c3-formal-20260905-v1/prefill-generic/traces/kernelslist.g	/workspace/m4c-c3-formal-20260905-v1/prefill-generic/traces	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	/workspace/worktrees/accel-sim-vm-m4b-speculative/configs/vm_tlb/c5_registrations/C11_C5_PREFILL_V2_REGISTRATION.tsv	6ae0e18cc3bba29871002c4ff1877052489740163424723a845ead45c4a5f4b0	NONE	STATIC_EFFECTIVE_CONFIG_PASS	/workspace/vm-m4b-c13-diagnostics/results/C13-LAT-P8-REPAIRED-EXACTMODE-A1	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/configs/vm_tlb/c13_diagnostics/effective_config_audit/C13-LAT-P8-REPAIRED-EXACTMODE-A1.config	174d08c2a4eac0439e9bc33588097c80441190ab3a919a26bebd0e9ea8f98554	NONE
C13-LAT-P9-REPAIRED-EXACTMODE-A1	H3_PREFILL_L9	prefill	0	0	320	16	20	1	8	9	NONE	ALL_C5_ELIGIBLE_WEIGHT	/workspace/worktrees/accel-sim-vm-m4b-speculative/gpu-simulator/bin/release/accel-sim.out	2351f67bba60d333fdcc08b4cea81f39082958da67982d497ee8b4d83f321d3a	/workspace/worktrees/gpgpu-sim-vm-m4b-speculative	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	/workspace/worktrees/gpgpu-sim-vm-m4b-speculative/lib/gcc-11.4.0/cuda-11080/release	/workspace/m4c-c3-formal-20260905-v1/prefill-generic/traces/kernelslist.g	/workspace/m4c-c3-formal-20260905-v1/prefill-generic/traces	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	/workspace/worktrees/accel-sim-vm-m4b-speculative/configs/vm_tlb/c5_registrations/C11_C5_PREFILL_V2_REGISTRATION.tsv	6ae0e18cc3bba29871002c4ff1877052489740163424723a845ead45c4a5f4b0	NONE	STATIC_EFFECTIVE_CONFIG_PASS	/workspace/vm-m4b-c13-diagnostics/results/C13-LAT-P9-REPAIRED-EXACTMODE-A1	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/configs/vm_tlb/c13_diagnostics/effective_config_audit/C13-LAT-P9-REPAIRED-EXACTMODE-A1.config	bc75516e3ffca3f1d06b7efb677abf6c2633a7565eecfd6dedb691061f842244	NONE
C13-LAT-D11-REPAIRED-EXACTMODE-A1	H3_DECODE_L11	decode1	0	0	320	16	20	1	8	11	NONE	ALL_C5_ELIGIBLE_WEIGHT	/workspace/worktrees/accel-sim-vm-m4b-speculative/gpu-simulator/bin/release/accel-sim.out	2351f67bba60d333fdcc08b4cea81f39082958da67982d497ee8b4d83f321d3a	/workspace/worktrees/gpgpu-sim-vm-m4b-speculative	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	/workspace/worktrees/gpgpu-sim-vm-m4b-speculative/lib/gcc-11.4.0/cuda-11080/release	/workspace/m4c-c3-formal-20260905-v1/decode1-generic/traces/kernelslist.g	/workspace/m4c-c3-formal-20260905-v1/decode1-generic/traces	740	b6c42eb1932fcacefc2429b91a2015d38003a764a5319fe4bcbaf65b3d0cd0dc	/workspace/worktrees/accel-sim-vm-m4b-speculative/configs/vm_tlb/c5_registrations/C11_C5_DECODE1_V2_REGISTRATION.tsv	3dc77c1f348028ba7b8abfef3dc6c4cffa0c9678f003bc23bdc9158d62762b48	NONE	STATIC_EFFECTIVE_CONFIG_PASS	/workspace/vm-m4b-c13-diagnostics/results/C13-LAT-D11-REPAIRED-EXACTMODE-A1	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/configs/vm_tlb/c13_diagnostics/effective_config_audit/C13-LAT-D11-REPAIRED-EXACTMODE-A1.config	82d283014b6075bea3213651b55b0f88003c989c91493f267d8a0a2bfcb8569e	NONE
C13-CAP-P320-REPAIRED-EXACTMODE-A1	H2_EXACT320_NO_SEGMENT	prefill	0	0	320	16	20	0	0	NONE	NONE	ALL_C5_ELIGIBLE_WEIGHT	/workspace/worktrees/accel-sim-vm-m4b-speculative/gpu-simulator/bin/release/accel-sim.out	2351f67bba60d333fdcc08b4cea81f39082958da67982d497ee8b4d83f321d3a	/workspace/worktrees/gpgpu-sim-vm-m4b-speculative	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	/workspace/worktrees/gpgpu-sim-vm-m4b-speculative/lib/gcc-11.4.0/cuda-11080/release	/workspace/m4c-c3-formal-20260905-v1/prefill-generic/traces/kernelslist.g	/workspace/m4c-c3-formal-20260905-v1/prefill-generic/traces	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	/workspace/worktrees/accel-sim-vm-m4b-speculative/configs/vm_tlb/c5_registrations/C11_C5_PREFILL_V2_REGISTRATION.tsv	6ae0e18cc3bba29871002c4ff1877052489740163424723a845ead45c4a5f4b0	NONE	STATIC_EFFECTIVE_CONFIG_PASS	/workspace/vm-m4b-c13-diagnostics/results/C13-CAP-P320-REPAIRED-EXACTMODE-A1	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/configs/vm_tlb/c13_diagnostics/effective_config_audit/C13-CAP-P320-REPAIRED-EXACTMODE-A1.config	6daa4a74e6801c1a165c59c27361234662367c9736f6d9320d83b72f54310b5b	NONE
C13-CAP-P768S10-REPAIRED-EXACTMODE-A1	H2_EXACT768_SEGMENT_L10	prefill	0	0	768	16	48	1	8	10	NONE	ALL_C5_ELIGIBLE_WEIGHT	/workspace/worktrees/accel-sim-vm-m4b-speculative/gpu-simulator/bin/release/accel-sim.out	2351f67bba60d333fdcc08b4cea81f39082958da67982d497ee8b4d83f321d3a	/workspace/worktrees/gpgpu-sim-vm-m4b-speculative	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	/workspace/worktrees/gpgpu-sim-vm-m4b-speculative/lib/gcc-11.4.0/cuda-11080/release	/workspace/m4c-c3-formal-20260905-v1/prefill-generic/traces/kernelslist.g	/workspace/m4c-c3-formal-20260905-v1/prefill-generic/traces	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	/workspace/worktrees/accel-sim-vm-m4b-speculative/configs/vm_tlb/c5_registrations/C11_C5_PREFILL_V2_REGISTRATION.tsv	6ae0e18cc3bba29871002c4ff1877052489740163424723a845ead45c4a5f4b0	NONE	STATIC_EFFECTIVE_CONFIG_PASS	/workspace/vm-m4b-c13-diagnostics/results/C13-CAP-P768S10-REPAIRED-EXACTMODE-A1	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/configs/vm_tlb/c13_diagnostics/effective_config_audit/C13-CAP-P768S10-REPAIRED-EXACTMODE-A1.config	c5add7abfbf6fb18766324f251fa54550223f50178d13b5eb3b83165c47204a2	NONE
C13-SEL-P10-REPAIRED-EXACTMODE-A1	H1_PREFILL_SELECTIVE_CANDIDATE	prefill	0	0	320	16	20	1	8	10	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/configs/vm_tlb/c13_diagnostics/selective/C13_PREFILL_EXCLUDE_EMBEDDING_OUTPUT_WEIGHT.tsv	EXCLUDE_EMBEDDING_OUTPUT_WEIGHT_RANGE	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/gpu-simulator/bin/release/accel-sim.out	63c6011f20a22ff37afe0cef2958b67b32a9a6dcf0132d92ff28f62a8395cec4	/workspace/worktrees/gpgpu-sim-vm-m4b-c13-diagnostics	4f5f2a2583d71e5aee0e5ff59b67e5e6cd7d5be0	/workspace/worktrees/gpgpu-sim-vm-m4b-c13-diagnostics/lib/gcc-11.4.0/cuda-11080/release	/workspace/m4c-c3-formal-20260905-v1/prefill-generic/traces/kernelslist.g	/workspace/m4c-c3-formal-20260905-v1/prefill-generic/traces	692	a40d6832219e5b0a6232875bb181754ac121bb5f867c9b13c84370e2a2cb6e6f	/workspace/worktrees/accel-sim-vm-m4b-speculative/configs/vm_tlb/c5_registrations/C11_C5_PREFILL_V2_REGISTRATION.tsv	6ae0e18cc3bba29871002c4ff1877052489740163424723a845ead45c4a5f4b0	NONE	STATIC_EFFECTIVE_CONFIG_PASS	/workspace/vm-m4b-c13-diagnostics/results/C13-SEL-P10-REPAIRED-EXACTMODE-A1	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/configs/vm_tlb/c13_diagnostics/effective_config_audit/C13-SEL-P10-REPAIRED-EXACTMODE-A1.config	18633fee4cf3fa40566a156ae3468ba123cacb0b8009f1f7eb09c0e5f2661efd	3b54b32f4234b0018d5de7d0422b5bf323d6239c179d5640ab5f320b6b19a08a
C13-SEL-D10-CTRL-NEWBIN-REPAIRED-EXACTMODE-A1	H1_DECODE_CONTROL	decode1	0	0	320	16	20	1	8	10	NONE	ALL_C5_ELIGIBLE_WEIGHT	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/gpu-simulator/bin/release/accel-sim.out	63c6011f20a22ff37afe0cef2958b67b32a9a6dcf0132d92ff28f62a8395cec4	/workspace/worktrees/gpgpu-sim-vm-m4b-c13-diagnostics	4f5f2a2583d71e5aee0e5ff59b67e5e6cd7d5be0	/workspace/worktrees/gpgpu-sim-vm-m4b-c13-diagnostics/lib/gcc-11.4.0/cuda-11080/release	/workspace/m4c-c3-formal-20260905-v1/decode1-generic/traces/kernelslist.g	/workspace/m4c-c3-formal-20260905-v1/decode1-generic/traces	740	b6c42eb1932fcacefc2429b91a2015d38003a764a5319fe4bcbaf65b3d0cd0dc	/workspace/worktrees/accel-sim-vm-m4b-speculative/configs/vm_tlb/c5_registrations/C11_C5_DECODE1_V2_REGISTRATION.tsv	3dc77c1f348028ba7b8abfef3dc6c4cffa0c9678f003bc23bdc9158d62762b48	NONE	STATIC_EFFECTIVE_CONFIG_PASS	/workspace/vm-m4b-c13-diagnostics/results/C13-SEL-D10-CTRL-NEWBIN-REPAIRED-EXACTMODE-A1	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/configs/vm_tlb/c13_diagnostics/effective_config_audit/C13-SEL-D10-CTRL-NEWBIN-REPAIRED-EXACTMODE-A1.config	35199041a545b71a128a5b44fe1fed2e724d9f557da2d8ace95aff6f1f2d35b2	NONE
C13-SEL-D10-REPAIRED-EXACTMODE-A1	H1_DECODE_SELECTIVE_CANDIDATE	decode1	0	0	320	16	20	1	8	10	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/configs/vm_tlb/c13_diagnostics/selective/C13_DECODE1_EXCLUDE_EMBEDDING_OUTPUT_WEIGHT.tsv	EXCLUDE_EMBEDDING_OUTPUT_WEIGHT_RANGE	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/gpu-simulator/bin/release/accel-sim.out	63c6011f20a22ff37afe0cef2958b67b32a9a6dcf0132d92ff28f62a8395cec4	/workspace/worktrees/gpgpu-sim-vm-m4b-c13-diagnostics	4f5f2a2583d71e5aee0e5ff59b67e5e6cd7d5be0	/workspace/worktrees/gpgpu-sim-vm-m4b-c13-diagnostics/lib/gcc-11.4.0/cuda-11080/release	/workspace/m4c-c3-formal-20260905-v1/decode1-generic/traces/kernelslist.g	/workspace/m4c-c3-formal-20260905-v1/decode1-generic/traces	740	b6c42eb1932fcacefc2429b91a2015d38003a764a5319fe4bcbaf65b3d0cd0dc	/workspace/worktrees/accel-sim-vm-m4b-speculative/configs/vm_tlb/c5_registrations/C11_C5_DECODE1_V2_REGISTRATION.tsv	3dc77c1f348028ba7b8abfef3dc6c4cffa0c9678f003bc23bdc9158d62762b48	NONE	STATIC_EFFECTIVE_CONFIG_PASS	/workspace/vm-m4b-c13-diagnostics/results/C13-SEL-D10-REPAIRED-EXACTMODE-A1	/workspace/worktrees/accel-sim-vm-m4b-c13-diagnostics/configs/vm_tlb/c13_diagnostics/effective_config_audit/C13-SEL-D10-REPAIRED-EXACTMODE-A1.config	7fd679a1a7772d58a22964fb63631679e3ecb10f705df2b4433c67ecabe5eb58	b95b4504c5bfaee4a67caf5fd8c82d345dd10f0da6af34e17aa08550f6ba26aa
