target	run_id	static_index	trace_sha	context_sha	records	overflow	classification
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	78	e446bb352099560e1f1291f497b968d61036885e90666fc50177ea98331453c9	746120cb16d0d28dd0db4a58959b902eb922d0d57e0996ba483b904527de5c6f	200704	0	EXECUTED_SHARD
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	79	49a4296d83140f0d738b5d225e679c8068f7903765f556b970981e1ac0a32eed	51d5a5f782d95e42d3c5defbcb15e97656b97ae55607b310cc57b4e8b796eeab	200704	0	EXECUTED_SHARD
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	82	359f34d8338038030060cb24a33076a8fd3c2858e600d2422ddc0f0f515bfc0e	4acf2cd77fe317e655b0268e3fd1e413663c79ee35b6b7747636554ad6a1c91e	200704	0	EXECUTED_SHARD
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	120	07b7c5c2d2562d70556028c5b062c3ec97915d5746d7a29a91756d76a81cf86e	9a4c90d37c1a01d855a0e5ad4237aba76bcb0740026fe80de875566356a9ce45	200704	0	EXECUTED_SHARD
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	121	ef723a0887616aef65216b8f640932bacb4894ab6a688222275659a1d0d3ed59	44545a5f2710f00bf945ba9f25d98030788f069cb8e2f37b5ef76becc4f52092	200704	0	EXECUTED_SHARD
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	122	52e32e3c5008ab1999636fac7fea22c37aadc34ffbd1d1603c263fe6b194e197	f51eccdc09d66c04bf27f3c50835d55aed18ee262601abf1f324a4063e5d0ff4	200704	0	EXECUTED_SHARD
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	123	1377e32dda8be21442d8f4fde30495b106513f178876b329e0dbff368844ad7e	9df87b525cdaecbf03803104bb51e12ce4fdba20e9f1deb93927ebcd9e641f3f	200704	0	EXECUTED_SHARD
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	124	b87cff46f2b73390278412b3e550e6a003fca7b583a8079581a4e9e26ec84cc0	1f91837a4179b8d9a4ff539ecc8581fb87f898ff3194ed25f9fa1adc47435a62	200704	0	EXECUTED_SHARD
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	125	7c2f57e8198a0e08af1d962e440cc772aca0dd39134bcafd74f2019554b0096f	b62734ea5ec5a0afb26e2c58df3509880fef7e2b55842f80f053f566ce4aee86	200704	0	EXECUTED_SHARD
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	126	bbccbc1e704577158eb3330a3db08a9b8c29b49ac71202d48ac2b67ac1ae53c4	99843260418f4a92aefd8162ea55bca662c1d1eaefad86d0ac164911a5443e78	200704	0	EXECUTED_SHARD
PREFILL_AWQ_DEQUANT	C16R_qwen25-7b-awq_s2-text_prefill_nvbit-warp-mref-shard_q7awq-prefill-dequant_20260915T191000Z_b71b7b2b2c2d	127	9ecb368c03f92351bc83f29c91eb9971863ee19fc0a0ede7adbd544586a16858	86667d2180c8562883509d86e02fea8012e4f8b2e9efcaf09590652b8669b5ad	200704	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	220	b692be988335fa61b2995f3569f9f057d6fe9b7a2a39573c82c59129a4c36266	dd8392903b3a120f87da2fe9fb7f53f4f2011d6947e0bd925e6340bdb24dc9db	3136	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	222	735e5cdfee8cf9f646314de18b68a64784b0784d34cd5da676f4d7bad92a21b2	3b5038d1b660184f87ab04a94edcf9b37a5fd60d82bbbcd6e041673ef27721c6	6272	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	225	87befae6304bf1d7cc5f8dcb2163f53f9d887e23e813c828da1a4f29e41875a7	69d3e9af5f8db589798603e7c138f2cc84c2ef6d4caa60099aa749bfd57f8037	6272	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	231	8299f8f20793b25ceac207a11f607ad1c9d262ad31444e306698e481d3c3375e	76c343327e2b00f1306d7899642173b9751c67dd535a10c557101856fb7f1ef7	6272	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	232	926f8324aa72d9f711fd2422ccd3ab0ec7e3e355502bef2c936033c99efd7184	f86e4e14e922795b180d79028375a689d83b6bfab63b12e30b419fcff6115ce8	6272	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	234	768be1e24b66d69d375b43d8dd5279680e9b096d35f71004cd931894bbb510c6	222193d1f140a8eb66783645a8666c6bbef3e9a5803bcbae7f78295ac4f4b8ad	6272	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	237	4b69456432f079bbdeaca20a234364aaeab048daf95148ac25af4971e173daf3	9a7848ca07cd2af65867b9aab0b5a7d1b578f1ad7e7505c804cb4440d74ead48	6272	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	240	0c818ed29d23507dd8e59ac876f18dc4477e7cfe8d45dbfbe385134d72339e93	32e24b55acbb6a3fc6c031cd1402413976e829d9a8d22f073ebb44785fc018f3	6272	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	244	7e90d88e011670736ded97c84a40fca4c80f23fe836c25e4134c2ed6bf291f45	b6758f22de03faeb95971784031784a95bf3741883f01d4315a5a5b1ef282fa0	6272	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	246	7631a122d7b4026e37ff313b24624a413d7f439a64601ba600223182de2d116c	edb1db527135ec2198129ed3360e310b8a4f23832ecde4237617a092cebe32fc	6272	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	248	1bb16eb3faf1f5c6acd80ff477acfbf8bce2d7eeea63e0f0ba768b0e41e6751b	6e49dbffee5b602f510dfe1bd0e182de7a006049bb2f258c129bc3a6c5e5809f	6272	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	524	8872af4dcbda305dca61920db9c063925d731491e4fdb50a11b47b042d24867a	cc3588c1c330c3059207d98c83c68104f7417f7b866a053194c5dde1628e8dbe	448	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	527	a3d56f3e6f0217a8d925a4af2939233411997e2853154b4ca9ad1f42d9f9fcc5	0ea50e22bbafbcc7b9fb336028e26ea3c4922fabaebd3ff44f8e0c5515866978	448	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	530	7ac02abfdd9bb4d1d988c7206459f5f299ad3bfcff4ed38051a6aa2188afb1d8	256b50005390985f3b5f4f92b79140c97e3400c8688ae171589dcda332f0b282	0	0	ZERO_EXECUTION_PROVEN
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	533	88521a330e1e789c164a942f35d597cf40c86ddf265f875819e56283114645b3	b83bf65c4ad8e1f81af7d4040d59c7a184196896a025daf168d17fc658211b24	0	0	ZERO_EXECUTION_PROVEN
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	536	c4d9e14c2c9260ee075593cbedebb86aea07849da0c61593745fb88197b7dabb	be19c7918883aa49dc3a424f0a89b99185c53c9fdc9be1e1d5149744be748384	448	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	539	e2f1ea94c6a676b8d74829bbe4a036f67c033c545ce220b30bbd4eecbbbfeb60	5abc63a5c55238740c3e8f667b15fc139a1c3279d734b88b7a4fb68de5691edd	448	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	542	a468c5c84f6b901c0efd048e4df43df0033f68abe761630687a2cbd732f8fdce	0c51599a15f0dd40ea1a734da82b7daff29945bce0e3f634f5c383e5e5aa1461	0	0	ZERO_EXECUTION_PROVEN
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	545	ff6b45f27acabeeb84b00456d2afd5eceec869d2363c6e3a6429d5a6b6628cd7	0b0b32b350f2d4719d39109cf6ba7d9dbadcfa8a1dc6717f34aec55d093cc04e	0	0	ZERO_EXECUTION_PROVEN
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	548	6f5974a196a975ceda30ecb88ba1c40d361525386a0af29f0f59ed817b6208b9	430d10f1a0f480ea1000a6116fb423713b5d05d789ec9a76cf769951474cbeb8	448	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	551	b8885051468e67407445ae765899b45bd9dcb0f82506e6ded5cdf7323d317003	9802c80ec118c5e9694428fbce99f1b34163159588fa8c418ba892252a9ef9eb	448	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	554	2c4ec8f2629f10866c0ac761a5daa8bc5aeeddc277ec299d424365e6875e1a9e	1c925dcf0092d5109773f728967f16f409c0cf2fcda92196ca401165f9a2d389	0	0	ZERO_EXECUTION_PROVEN
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	555	3184260f378cca341d5fecb348ac60e60b1f608a4c305dc4a20bf41433e449a4	ad3198e2086a8bc8891de86f30a1b9801697b84cbd1b6f4c40cbe76de3f774fe	0	0	ZERO_EXECUTION_PROVEN
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	556	9cecc53bc7b28beaecb4146e3d36d7d7edb70e431dda1a34a02e702abd99b0d0	d7760f5e9a6884ae129178c0d159a282734abc58498d9524f599a2b79530baad	448	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	557	6cba90b93ea939d4943db87a07fa8c4b37120bdd7863d3caf16b7184dfdc7bf6	a7ca2a0b13f401b7cd552eaf5bbd9a7b75ae607b4a35f8fec731c48980d1ac0f	448	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	558	2aed8709634ac5cada69eb9b6645e4c8a1b63b3a4daa31f27acb79e1f9474fac	3153a0916e35ea59cacee1a6436ccede2425514673555b4e474f7960abce678b	0	0	ZERO_EXECUTION_PROVEN
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	559	a1e445a953130239ee9c2941b171fa3fc4826eb220f40e8e6bf70b7c0ba0e5b4	454fc26af9fdb87d9f24e78eca84dd79b534902282ef1bffbdf1f3d0f176960e	0	0	ZERO_EXECUTION_PROVEN
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	560	c58580d41571ea7322fa1be4f57351c03f549b560bc2bda5ff53f7509e5baa0e	07d480ab5580d9d352a1667a24b183231697bfce419b095348f3114309f3476a	448	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	561	f43a59ca80ef8ba5019a55cb0d26398ffb1a992d20f0c88403a39a11f0c7adad	3435afd9a30316af1af2787ccccaeb71293d5b66987dcc6d19870c20a180409c	448	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	562	695975ad8b9dcbaebf59cfc7119fb94758d8b77a1e579a3bf82e256ffb1f5c41	4427577f54a30673f63b608a8f1ae5c6a7e85bd10e49e9afd002cc6f752bbade	0	0	ZERO_EXECUTION_PROVEN
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	563	2bed867a911408b67e7b879022800e523988d63460d89b5aeea9aca98b4f3746	49edfc457291c1447396f3dfb737285a34a6fb666dc5f1f6db381cc74d1c489e	0	0	ZERO_EXECUTION_PROVEN
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	564	c0eba9a2e912381848080499a68d3a5e4c5f39406f94a15b4bd91067c8b2cf8d	57780233d763ded0b7e8982726095b75ce4e05b859a959a54aa9ba13247ff33e	448	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	565	87651cc58e00633ad2573abcb63719d63cec85a5ff4c7326ba6dbc5d9ad0397b	ca32e16c91d55241990173fea332f0720acce0d4dc0a95dad5c4cb6ddf2b068c	448	0	EXECUTED_SHARD
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	566	9036483e678f6917a54e31366abf67b8070dbc3a54058e825614a2e590006deb	48600bfe34e7c9317531a9e2e15b3684bdda25db3e1e7bc00ac26c48b979ae2c	0	0	ZERO_EXECUTION_PROVEN
DECODE_FUSED_GEMM	C16R_qwen25-7b-awq_s2-text_decode_nvbit-warp-mref-shard_q7awq-decode-fused-gemm_20260915T192000Z_c81c8c3c3d3e	567	dc72f3fa4ea49a58361f3c74f49dfc8ec182bade45e89d4aa00cc7896a58e0b8	668f5159bd267c3b1be25f408d70a7a022016c43bbef540b7eaefb1cd012dbd9	0	0	ZERO_EXECUTION_PROVEN
