condition	set_name	layer	role	decode_index	selected	median_ms	min_ms	max_ms	cv	samples_ms	input_sha256	output_sha256
CONTROL_GATE28	GATE28	0	gate_proj	0	True	0.09318400174379349	0.09190399944782257	0.09728000313043594	0.016645593372372064	[0.09344000369310379, 0.09190399944782257, 0.09728000313043594, 0.09340800344944, 0.09318400174379349, 0.09318400174379349, 0.0931520015001297]	1241b8f94067b40d63d7946e485ab95746b0f01055ccf76f2646e7d9f7bf42ef	43c8c5795b54584a250a9c9622e9f0f6d273c805b0e55cef5aa383122feb131c
CONTROL_GATE28	GATE28	0	gate_proj	1	True	0.06860800087451935	0.06803199648857117	0.0692799985408783	0.005215029567888631	[0.06860800087451935, 0.0692799985408783, 0.06860800087451935, 0.06860800087451935, 0.06803199648857117, 0.06860800087451935, 0.0689919963479042]	d2f9eab5b3cde9b1e8e5c4487a91b5e396c6dc12d30d6dda077361b7ff955a66	1430402855f726eec38eead13c60e6dafa04f90ccfffb751dfe02371b8142297
CONTROL_GATE28	GATE28	0	gate_proj	2	True	0.07065600156784058	0.06963200122117996	0.07065600156784058	0.006574383918298862	[0.07065600156784058, 0.06963200122117996, 0.07065600156784058, 0.07065600156784058, 0.06963200122117996, 0.07065600156784058, 0.07065600156784058]	10f11af8b788226f394a91405cc3886e6c7856bde09025a7ad9cd0f7cc361177	c23958d8efdd3f8794f5ce3f23ecb0075fde604caf777e58094c9e161f21ba00
CONTROL_GATE28	GATE28	0	gate_proj	3	True	0.06963200122117996	0.0687360018491745	0.06995200365781784	0.0063070635609048286	[0.06969600170850754, 0.06876800209283829, 0.0687360018491745, 0.06943999975919724, 0.06963200122117996, 0.06995200365781784, 0.06963200122117996]	9e7734930ffe1cb6f035cd455794ce8e535a9853c7ceb5a236770a4cc2b33a06	25f94ba491b32b7c1340534999e7774cbe3f03a93f76599cc97b9c7e430c7d30
CONTROL_GATE28	GATE28	0	up_proj	0	False	0.08499199897050858	0.08396799862384796	0.09011200070381165	0.02891372822527035	[0.09011200070381165, 0.0870399996638298, 0.09011200070381165, 0.08499199897050858, 0.08396799862384796, 0.08499199897050858, 0.08396799862384796]	1241b8f94067b40d63d7946e485ab95746b0f01055ccf76f2646e7d9f7bf42ef	858e096b29bd6b0ba94ee9aa1d980ceb45430073354ca232ecc3bba2ed948876
CONTROL_GATE28	GATE28	0	up_proj	1	False	0.08163200318813324	0.08089599758386612	0.08191999793052673	0.005615704734442183	[0.08089599758386612, 0.08191999793052673, 0.081727996468544, 0.08191999793052673, 0.08089599758386612, 0.08163200318813324, 0.08089599758386612]	d2f9eab5b3cde9b1e8e5c4487a91b5e396c6dc12d30d6dda077361b7ff955a66	7b97011d4566bef596de6999abdf634e5c246e2db456b87146cc512378cfbe6b
CONTROL_GATE28	GATE28	0	up_proj	2	False	0.08089599758386612	0.0798719972372055	0.08089599758386612	0.004416738145299911	[0.08089599758386612, 0.08089599758386612, 0.08089599758386612, 0.08086399734020233, 0.0798719972372055, 0.08089599758386612, 0.08089599758386612]	10f11af8b788226f394a91405cc3886e6c7856bde09025a7ad9cd0f7cc361177	1a5703302916b1bb76afbbc8fec106ab2f0c8be1d55050b4acef2594177d3328
CONTROL_GATE28	GATE28	0	up_proj	3	False	0.08191999793052673	0.08089599758386612	0.08278399705886841	0.007476853881256527	[0.08191999793052673, 0.08089599758386612, 0.08089599758386612, 0.08191999793052673, 0.08278399705886841, 0.08191999793052673, 0.08166400343179703]	9e7734930ffe1cb6f035cd455794ce8e535a9853c7ceb5a236770a4cc2b33a06	abb444c62e12fec00485479cc7d40d69aa816d2965f7ba1af6f781a3ede0d142
CONTROL_GATE28	GATE28	0	down_proj	0	False	0.07475200295448303	0.07372800260782242	0.07475200295448303	0.006819099718626955	[0.07475200295448303, 0.07372800260782242, 0.07475200295448303, 0.07372800260782242, 0.07372800260782242, 0.07475200295448303, 0.07475200295448303]	cb50a226fd7403effa427b3aa248b7094a3cffb982b6e6b92aa40d2559b27f93	b01d6063f53842fa93448b59b0f73631b28568764501577e389ca4cf469de6f7
CONTROL_GATE28	GATE28	0	down_proj	1	False	0.07372800260782242	0.07372800260782242	0.07609599828720093	0.013055097726717497	[0.07577600330114365, 0.07372800260782242, 0.07372800260782242, 0.07475200295448303, 0.07372800260782242, 0.07609599828720093, 0.07372800260782242]	025b9c6e3bb9a34ed6c79e0397b52fdda4892e4718f4ac832eaf27a37eca2fa8	b720fdd0913b1dd3b7df909bd50f71ac928a92531d1b9479a454891d873bf4b2
CONTROL_GATE28	GATE28	0	down_proj	2	False	0.07414399832487106	0.07372800260782242	0.07475200295448303	0.005718768909120319	[0.07414399832487106, 0.07372800260782242, 0.07475200295448303, 0.07475200295448303, 0.07372800260782242, 0.07372800260782242, 0.07414399832487106]	d4595db8994a4ff32ff77750cf9b8dfdaab4f473145da0e1b871b4a387b92389	06ecadba2a7ce105244e5594071264b9e30b13b27d33dda9b36d044b6209e5e4
CONTROL_GATE28	GATE28	0	down_proj	3	False	0.07475200295448303	0.07363200187683105	0.07475200295448303	0.006514273276105761	[0.07475200295448303, 0.07475200295448303, 0.07475200295448303, 0.07475200295448303, 0.07372800260782242, 0.07363200187683105, 0.07475200295448303]	957ce18d03dcf95851592b34c608119b40e80ddccb115ba484f15e60f92e69e5	edc30fd987ec937b10dc014ec39abf7faf615baf9b01d097462356f5b4887ded
CONTROL_GATE28	GATE28	1	gate_proj	0	True	0.08601599931716919	0.0854400023818016	0.08720000088214874	0.007619178471835247	[0.08694399893283844, 0.08601599931716919, 0.08569599688053131, 0.0854400023818016, 0.0870399996638298, 0.08720000088214874, 0.08601599931716919]	db6650c0130f05765968af959f30b49088e3776a2723cccf932989e55b9c44da	dafa4407e23d2cb658b7ce5c4d4b62f46a9ce0aff66e4a28dee76b5be140377e
CONTROL_GATE28	GATE28	1	gate_proj	1	True	0.06963200122117996	0.06860800087451935	0.06963200122117996	0.005156822169937098	[0.06963200122117996, 0.06963200122117996, 0.06963200122117996, 0.06963200122117996, 0.06963200122117996, 0.06860800087451935, 0.06963200122117996]	77926c0871ec99596aa206d8f0d9495db1c9fb6244490cbaa74da4ae17104b9c	1998c8471227bbbc8faa5caf8fe962189a21d7244143f83f20d54396051b2605
CONTROL_GATE28	GATE28	1	gate_proj	2	True	0.06963200122117996	0.06860800087451935	0.06963200122117996	0.005156822169937098	[0.06963200122117996, 0.06963200122117996, 0.06963200122117996, 0.06963200122117996, 0.06963200122117996, 0.06860800087451935, 0.06963200122117996]	c794c82c7f47e34ce6f1c4948ca3078047ff7a6aad4b8a192bcbc8f16b489c6f	53ec43d86d198a0f1d913ea71c71faba6d7c30b510b4784a9a9d227c0686fcfb
CONTROL_GATE28	GATE28	1	gate_proj	3	True	0.06963200122117996	0.06825599819421768	0.06963200122117996	0.008318511910568491	[0.06963200122117996, 0.06963200122117996, 0.06860800087451935, 0.06825599819421768, 0.06963200122117996, 0.06860800087451935, 0.06963200122117996]	1e5c56c5c3415beb57492c0644c0e933eeb27d164b6b71351726cb9fa0b46272	b4ae37e17c628a39604dbd746dc74d66538657bb00cfb3599df4a8f376619d24
CONTROL_GATE28	GATE28	1	up_proj	0	False	0.08191999793052673	0.08102399855852127	0.08294399827718735	0.006361553957038233	[0.08191999793052673, 0.08102399855852127, 0.08294399827718735, 0.08188799768686295, 0.08191999793052673, 0.08191999793052673, 0.08169600367546082]	db6650c0130f05765968af959f30b49088e3776a2723cccf932989e55b9c44da	d9ad4b44025c6f3defe33de7c2c266549f3f5eb9108cb00bec82df16e7626432
CONTROL_GATE28	GATE28	1	up_proj	1	False	0.08089599758386612	0.0798719972372055	0.08166400343179703	0.006892565249802722	[0.08076799660921097, 0.08073599636554718, 0.08166400343179703, 0.0798719972372055, 0.08089599758386612, 0.08134400099515915, 0.0814720019698143]	77926c0871ec99596aa206d8f0d9495db1c9fb6244490cbaa74da4ae17104b9c	cdee50ac23114dae0e0a80d691448855c9f374c2b1ff61c0ac63bad84ffd6f59
