set_name	run_index	decode_index	control_decode_ms	fair_decode_ms	selected_share	direct_selected_saving_ms	unselected_ffn_saving_ms	total_ffn_saving_ms	observed_decode_saving_ms	outside_ffn_residual_ms	selected_realization	ffn_realization	gate_saving_ms	up_saving_ms	down_saving_ms
GATE28	0	1	14.684160232543945	14.450688362121582	0.14607958288877942	0.009920001029968262	0.4297279715538025	0.43964797258377075	0.23347187042236328	-0.20617610216140747	23.535468365078412	0.5310427546163139	0.009920001029968262	0.44179195165634155	-0.012063980102539062
GATE28	0	2	14.100480079650879	13.974528312683105	0.14497549053797912	0.024671994149684906	0.33750392496585846	0.36217591911554337	0.12595176696777344	-0.23622415214776993	5.105050131076738	0.34776405696810453	0.024671994149684906	0.36463993042707443	-0.027136005461215973
GATE28	0	3	14.19001579284668	13.858816146850586	0.14266030733279972	0.05305599421262741	0.3588479459285736	0.411903940141201	0.33119964599609375	-0.08070429414510727	6.242454804800693	0.8040701088767401	0.05305599421262741	0.38745593279600143	-0.028607986867427826
GATE28	1	1	14.338047981262207	14.47321605682373	0.14838282067441003	-0.012832000851631165	0.3474239408969879	0.33459194004535675	-0.13516807556152344	-0.4697600156068802		-0.4039788751133702	-0.012832000851631165	0.36959993094205856	-0.022175990045070648
GATE28	1	2	13.85097599029541	13.97657585144043	0.14109042030388602	-0.06380799412727356	0.33855994790792465	0.2747519537806511	-0.12559986114501953	-0.4003518149256706		-0.45713910098449195	-0.06380799412727356	0.36515194177627563	-0.026591993868350983
GATE28	1	3	13.850624084472656	13.996031761169434	0.14113328152653587	-0.03337599337100983	0.33062395453453064	0.2972479611635208	-0.14540767669677734	-0.44265563786029816		-0.4891797276846124	-0.03337599337100983	0.35977594554424286	-0.02915199100971222
GATE28	2	1	14.503935813903809	14.396415710449219	0.14743804929884835	0.0028159990906715393	0.3317439630627632	0.33455996215343475	0.10752010345458984	-0.2270398586988449	38.18186724944901	0.3213776770015276	0.0028159990906715393	0.36031994968652725	-0.028575986623764038
GATE28	2	2	14.01756763458252	14.023807525634766	0.1441551108413554	-0.015551991760730743	0.3387519344687462	0.32319994270801544	-0.006239891052246094	-0.32943983376026154		-0.01930659702462671	-0.015551991760730743	0.36518392711877823	-0.026431992650032043
GATE28	2	3	14.006272315979004	13.865376472473145	0.142274545410009	0.02272000163793564	0.338175930082798	0.36089593172073364	0.14089584350585938	-0.22000008821487427	6.201401115685012	0.3904057406080337	0.02272000163793564	0.3613119274377823	-0.023135997354984283
GATE28	3	1	14.358528137207031	14.476287841796875	0.14851438687300114	-0.003072008490562439	0.3123519644141197	0.3092799559235573	-0.11775970458984375	-0.42703966051340103		-0.38075440174645414	-0.003072008490562439	0.34383995085954666	-0.03148798644542694
GATE28	3	2	13.919232368469238	13.911040306091309	0.14250211297700305	-0.008320003747940063	0.3447999432682991	0.33647993952035904	0.008192062377929688	-0.32828787714242935		0.02434636189487908	-0.008320003747940063	0.3683839365839958	-0.023583993315696716
GATE28	3	3	13.865983963012695	14.018976211547852	0.14091001593379376	-0.036159999668598175	0.35107194632291794	0.31491194665431976	-0.15299224853515625	-0.467904195189476		-0.48582548283916493	-0.036159999668598175	0.36828793585300446	-0.017215989530086517
GATE28	4	1	14.491647720336914	14.535679817199707	0.14778167667384376	0.0079679936170578	0.3043839558959007	0.3123519495129585	-0.04403209686279297	-0.3563840463757515	-5.526121000966856	-0.14096949588901544	0.0079679936170578	0.3209279403090477	-0.016543984413146973
GATE28	4	2	13.983743667602539	14.035967826843262	0.14368684622088032	-0.02451198548078537	0.3506239280104637	0.32611194252967834	-0.052224159240722656	-0.378336101770401		-0.1601418176703845	-0.02451198548078537	0.37308792024850845	-0.02246399223804474
GATE28	4	3	13.989888191223145	14.042112350463867	0.14215296066433525	0.004800021648406982	0.3033919334411621	0.3081919550895691	-0.052224159240722656	-0.36041611433029175	-10.879984105499746	-0.16945335002513245	0.004800021648406982	0.33756791800260544	-0.03417598456144333
GATE28	5	1	14.39027214050293	14.568448066711426	0.1485514648042844	-0.00896000862121582	0.24783993512392044	0.23887992650270462	-0.1781759262084961	-0.4170558527112007		-0.7458806975414854	-0.00896000862121582	0.29260794818401337	-0.044768013060092926
GATE28	5	2	13.921279907226562	14.097536087036133	0.14288801282683633	-0.06179199367761612	0.2821759134531021	0.220383919775486	-0.1762561798095703	-0.3966400995850563		-0.7997687852595127	-0.06179199367761612	0.31203192472457886	-0.029856011271476746
GATE28	5	3	13.86086368560791	14.038016319274902	0.14111213225365687	-0.026111997663974762	0.2859519422054291	0.2598399445414543	-0.1771526336669922	-0.4369925782084465		-0.6817759832100396	-0.026111997663974762	0.3037439435720444	-0.017792001366615295
GATE28	6	1	14.442496299743652	14.478336334228516	0.14826245812713307	0.01510399580001831	0.30217593908309937	0.3172799348831177	-0.03584003448486328	-0.35311996936798096	-2.372884298923059	-0.11296029324409167	0.01510399580001831	0.3281279355287552	-0.025951996445655823
GATE28	6	2	14.127103805541992	14.055423736572266	0.14564910365095196	0.024479985237121582	0.31945595145225525	0.34393593668937683	0.07168006896972656	-0.27225586771965027	2.928109158376065	0.20841110603241172	0.024479985237121582	0.3443519324064255	-0.024895980954170227
GATE28	6	3	13.9683837890625	14.117088317871094	0.14274292936285818	-0.005279995501041412	0.27859193831682205	0.27331194281578064	-0.14870452880859375	-0.4220164716243744		-0.5440835379404715	-0.005279995501041412	0.30387192964553833	-0.025279991328716278
UP28	0	1	14.498815536499023	14.551039695739746	0.1589624990791358	0.4994879625737667	-0.16307202726602554	0.33641593530774117	-0.052224159240722656	-0.3886400945484638	-0.10455539102808699	-0.15523687720960624	-0.13065604120492935	0.4994879625737667	-0.03241598606109619
UP28	0	2	14.042112350463867	14.06771183013916	0.16267865513115057	0.5697919614613056	-0.18995202332735062	0.379839938133955	-0.02559947967529297	-0.40543941780924797	-0.044927765582441305	-0.06739543977670145	-0.16041604429483414	0.5697919614613056	-0.02953597903251648
UP28	0	3	13.97657585144043	14.054400444030762	0.1633910883349475	0.521311953663826	-0.19964803755283356	0.32166391611099243	-0.07782459259033203	-0.39948850870132446	-0.14928603122060408	-0.24194380747226277	-0.1764800176024437	0.521311953663826	-0.023168019950389862
UP28	1	1	14.37286376953125	14.660608291625977	0.1603443819238752	0.4634559638798237	-0.21312002837657928	0.2503359355032444	-0.28774452209472656	-0.538080457597971	-0.6208670176253036	-1.149433546231709	-0.1762240156531334	0.4634559638798237	-0.03689601272344589
UP28	1	2	14.024703979492188	14.120960235595703	0.16251779496511212	0.5568319708108902	-0.20102404057979584	0.35580793023109436	-0.09625625610351562	-0.45206418633461	-0.17286409751821868	-0.2705286980000642	-0.17184003442525864	0.5568319708108902	-0.0291840061545372
UP28	1	3	13.940735816955566	14.059647560119629	0.16395346592035898	0.5261119678616524	-0.2112000361084938	0.31491193175315857	-0.1189117431640625	-0.43382367491722107	-0.22601984069545403	-0.377603168295543	-0.17913603782653809	0.5261119678616524	-0.03206399828195572
UP28	2	1	14.469120025634766	14.38310432434082	0.16115976315158637	0.5994239561259747	-0.19990406185388565	0.399519894272089	0.08601570129394531	-0.3135041929781437	0.14349727002880794	0.21529766734310654	-0.15568005293607712	0.5994239561259747	-0.04422400891780853
UP28	2	2	13.987839698791504	13.888863563537598	0.163076501192652	0.5704319626092911	-0.1743040308356285	0.39612793177366257	0.09897613525390625	-0.2971517965197563	0.17351085097189495	0.24985901602732397	-0.1419520378112793	0.5704319626092911	-0.03235199302434921
UP28	2	3	13.949151992797852	13.97043228149414	0.16412983117109575	0.5607039742171764	-0.2255360260605812	0.33516794815659523	-0.021280288696289062	-0.3564482368528843	-0.03795280517852475	-0.06349141919246588	-0.17446402460336685	0.5607039742171764	-0.051072001457214355
UP28	3	1	14.47116756439209	14.461952209472656	0.15946964480689127	0.5732799619436264	-0.19168001413345337	0.38159994781017303	0.009215354919433594	-0.37238459289073944	0.01607478986042039	0.024149256236318393	-0.1573120281100273	0.5732799619436264	-0.034367986023426056
UP28	3	2	13.87110424041748	14.054400444030762	0.1641005583174234	0.5708159431815147	-0.26518405228853226	0.3056318908929825	-0.18329620361328125	-0.48892809450626373	-0.32111262098191706	-0.5997286574962255	-0.23945604264736176	0.5708159431815147	-0.0257280096411705
UP28	3	3	13.85267162322998	13.981696128845215	0.1650696737071548	0.5447359792888165	-0.23942404240369797	0.3053119368851185	-0.12902450561523438	-0.43433644250035286	-0.23685695551757596	-0.42259895545382226	-0.19996803253889084	0.5447359792888165	-0.03945600986480713
UP28	4	1	14.445568084716797	14.600192070007324	0.15987408344493756	0.5199039615690708	-0.21526403725147247	0.30463992431759834	-0.15462398529052734	-0.4592639096081257	-0.2974087460766253	-0.5075631030203583	-0.16816005110740662	0.5199039615690708	-0.04710398614406586
