kind	id	path_or_authority	sha256	evidence_class
run_log	A1	/root/share/mnt164/huangrulin/awma_c1_nonblocking_opportunistic_sharing_v1/raw/A1_NONBLOCKING_SHARE_10_80/run.log	d44f260bef7ae5f0941a76106bb4f3264b0c5f0295cf1ccfdf1b8d1bfc75e20a	NEW_RUN
command	A1	/root/share/mnt164/huangrulin/awma_c1_nonblocking_opportunistic_sharing_v1/raw/A1_NONBLOCKING_SHARE_10_80/command.json	e9c79c437e29e9ebb2ed07948b98c31d640d114351c7a029dc3694eb1ec73fed	PROVENANCE
accepted_baseline_log	A1	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/A1_CONTROL_none_10_80/run.log	f8dbed018c9e52bb4c822246955f537b64dcfbbc6dddce11315ec8b469bb0776	ACCEPTED_REUSED_NO_RERUN
run_log	T0	/root/share/mnt164/huangrulin/awma_c1_nonblocking_opportunistic_sharing_v1/raw/T0_NONBLOCKING_SHARE_10_80/run.log	eac9605388177b7dd750244131b72a9f518505bf1274d377ad200542e7d02040	NEW_RUN
command	T0	/root/share/mnt164/huangrulin/awma_c1_nonblocking_opportunistic_sharing_v1/raw/T0_NONBLOCKING_SHARE_10_80/command.json	72b76c7a14f59d55b0a1d2533f906b61361198cdd94e4ec11a01542f8535551a	PROVENANCE
accepted_baseline_log	T0	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T0_none_10_80/run.log	16c3a69544170326df60ca43135fa6b78c50e5190082e9b95ab7fcc61fe74786	ACCEPTED_REUSED_NO_RERUN
run_log	T1	/root/share/mnt164/huangrulin/awma_c1_nonblocking_opportunistic_sharing_v1/raw/T1_NONBLOCKING_SHARE_10_80/run.log	dde311de126d07f22dc63db7752b49468578066ed69427aafcafe58b8f6191bf	NEW_RUN
command	T1	/root/share/mnt164/huangrulin/awma_c1_nonblocking_opportunistic_sharing_v1/raw/T1_NONBLOCKING_SHARE_10_80/command.json	8c8934dabde6f0d828a0c28a9d4965323502a2b5379be301c40877d19335e654	PROVENANCE
accepted_baseline_log	T1	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T1_none_10_80/run.log	d208579d44799167aae1e9a8f53ad9743f377d6ed7373eb908f61e9d08edc719	ACCEPTED_REUSED_NO_RERUN
run_log	T2	/root/share/mnt164/huangrulin/awma_c1_nonblocking_opportunistic_sharing_v1/raw/T2_NONBLOCKING_SHARE_10_80/run.log	0e3017f31722700363e90a2c1b9bd77f56f9fb3bd3f717d406dabc017eb6a4f3	NEW_RUN
command	T2	/root/share/mnt164/huangrulin/awma_c1_nonblocking_opportunistic_sharing_v1/raw/T2_NONBLOCKING_SHARE_10_80/command.json	0fce2eb14638e1373bacb0fde3c6b9b18694d2ee078305d9cfbfc1aa39f38fb4	PROVENANCE
accepted_baseline_log	T2	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T2_none_10_80/run.log	b181bc023efc855377ebe47dfebd433d98381b70857f6e828a218f995375440e	ACCEPTED_REUSED_NO_RERUN
run_log	SPLITKV	/root/share/mnt164/huangrulin/awma_c1_nonblocking_opportunistic_sharing_v1/raw/SPLITKV_NONBLOCKING_SHARE_10_80/run.log	e78983d85bc29b1b618af4bdd1bf9dc36a8b2d39f791aa20de7e5ef1a5977702	NEW_RUN
command	SPLITKV	/root/share/mnt164/huangrulin/awma_c1_nonblocking_opportunistic_sharing_v1/raw/SPLITKV_NONBLOCKING_SHARE_10_80/command.json	2565200c5a70fdbedd526ade83d1310ce8df03f609ac39fd2b937f04ff1c3562	PROVENANCE
accepted_baseline_log	SPLITKV	/root/awma_existing_rep_suite_trace_requalification_v1_runtime/SPLITKV_V1_10_80/run.log	7b96a6f66748c9fc3b82243807eade991fa5605428241d1ca8b090f788c8375b	ACCEPTED_REUSED_NO_RERUN
run_log	COMBINE	/root/share/mnt164/huangrulin/awma_c1_nonblocking_opportunistic_sharing_v1/raw/COMBINE_NONBLOCKING_SHARE_10_80/run.log	e9d7ddfff44a1ca521cfbe82a14db5bf91bcb8c09b4e4c0b88c020113c2e15ac	NEW_RUN
command	COMBINE	/root/share/mnt164/huangrulin/awma_c1_nonblocking_opportunistic_sharing_v1/raw/COMBINE_NONBLOCKING_SHARE_10_80/command.json	d169b2a138bb9245f8e2ade20d3cdf067a306089b32cea1a072e87920c0292df	PROVENANCE
accepted_baseline_log	COMBINE	/root/awma_existing_rep_suite_trace_requalification_v1_runtime/COMBINE_V1_10_80/run.log	b69ee79b311a502d7f89265d5f29cbd8c44e14bb47b93d7b50d38ed7c55e07a5	ACCEPTED_REUSED_NO_RERUN
accepted_evidence	C1_ATTRIBUTION	82b82282d0a7b048d39c976304d2cabc03c341fa		ACCEPTED_COMMIT
accepted_evidence	FANOUT_DISCOVERY	f685f88d328b8bcb5f56c31b2629e5ed56938bb1		ACCEPTED_COMMIT
