target_id	run_id	terminal	raw_sha256	traceg_sha256	node164_path
DECODE_FLASH_PRIMARY_1_STEP16	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step16_20260918T175706Z_891c75aa245e	ROUTEB_TERMINAL_COMPLETE kernel=17543 device_reported=1338915 receiver_accepted=1338915 raw_records=1338915 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP16/formal_20260918T175131Z/raw/kernel-17543-ctx_0x5be0856adcb0.trace.xz	7c886f5a7032b0f8f1c5f81e4129e4db0b57a8730a9fc0f065035fd1fde5b01f	282a9b18510bd0aaf54ec528c65bfb39d49b052902c6b87f3b85bb2973096371	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step16_20260918T175706Z_891c75aa245e
DECODE_FLASH_PRIMARY_1_STEP16_OCC0	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step16-occ0_20260918T202949Z_815d8cd66f5b	ROUTEB_TERMINAL_COMPLETE kernel=16812 device_reported=1345325 receiver_accepted=1345325 raw_records=1345325 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP16_OCC0/formal_20260918T202414Z/raw/kernel-16812-ctx_0x62f3ff5c7f70.trace.xz	a054e72fcc2285d875f838900b56e1e6bd686707bbb38c808e9435d9e57dd090	aa4970152406223d94f7b127b2dcfaa3775f76d9868423226e3aa689db2bec2b	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step16-occ0_20260918T202949Z_815d8cd66f5b
DECODE_FLASH_PRIMARY_1_STEP16_OCC23	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step16-occ23_20260918T205135Z_cfc345f7b4ed	ROUTEB_TERMINAL_COMPLETE kernel=17801 device_reported=1338066 receiver_accepted=1338066 raw_records=1338066 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP16_OCC23/formal_20260918T204600Z/raw/kernel-17801-ctx_0x6074c4752320.trace.xz	987801cd08491418cf778bd4e1225e56c09403d56f43e9a7a0f7b0ce2f780d10	0d8739bcb0169e65327db98f8162f79be30b0ecb45c32544262425412642e462	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step16-occ23_20260918T205135Z_cfc345f7b4ed
DECODE_FLASH_PRIMARY_1_STEP16_OCC8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step16-occ8_20260918T204044Z_d6f66d6f3430	ROUTEB_TERMINAL_COMPLETE kernel=17156 device_reported=1338389 receiver_accepted=1338389 raw_records=1338389 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP16_OCC8/formal_20260918T203509Z/raw/kernel-17156-ctx_0x59f6bc793820.trace.xz	c22487f21cf4c82509bc727beb094fe9f83d03aa265ee06401dcc5569ccb5b5c	0c82f99521ed354fd2cd9cc21bd5f0ee8e7ca691bdbb9bcd3e5dffd6b2f26865	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step16-occ8_20260918T204044Z_d6f66d6f3430
DECODE_FLASH_PRIMARY_1_STEP1_OCC0	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step1-occ0_20260918T192427Z_e517c4e79aa4	ROUTEB_TERMINAL_COMPLETE kernel=1017 device_reported=1345686 receiver_accepted=1345686 raw_records=1345686 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP1_OCC0/formal_20260918T191852Z/raw/kernel-1017-ctx_0x5aca150c7d40.trace.xz	a2e47137897c88c6e72d63382df6d35884240e5e3500fc29e9edac99b1ad3162	bfd1fe57a249f20fc4bb15411c9d36256454e1d2a3c3fcbde8001b559f7da745	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step1-occ0_20260918T192427Z_e517c4e79aa4
DECODE_FLASH_PRIMARY_1_STEP1_OCC23	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step1-occ23_20260918T194612Z_80a57e6b7699	ROUTEB_TERMINAL_COMPLETE kernel=2006 device_reported=1338644 receiver_accepted=1338644 raw_records=1338644 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP1_OCC23/formal_20260918T194037Z/raw/kernel-2006-ctx_0x62f9d391c960.trace.xz	001b99d24d7036bafa12e9d8da9418c44d8f4447527e328c4b6dde2e057eb4d6	66bb3ffc5ab46e40692d816e3a60d7f3fc022df2e4974b3a7191c2e8b583c43e	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step1-occ23_20260918T194612Z_80a57e6b7699
DECODE_FLASH_PRIMARY_1_STEP1_OCC8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step1-occ8_20260918T193521Z_613b47bbde72	ROUTEB_TERMINAL_COMPLETE kernel=1361 device_reported=1338909 receiver_accepted=1338909 raw_records=1338909 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP1_OCC8/formal_20260918T192946Z/raw/kernel-1361-ctx_0x56d164177220.trace.xz	0d302b66c8edc770338de3277624153c13ed6f476d5b02048dff3bda3ae1e8af	789da13e62ce22078776159f030146130e6cfb39191e0a2b1d043b9adc1f0e92	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step1-occ8_20260918T193521Z_613b47bbde72
DECODE_FLASH_PRIMARY_1_STEP24	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step24_20260918T180758Z_7e422ad46000	ROUTEB_TERMINAL_COMPLETE kernel=25967 device_reported=1338573 receiver_accepted=1338573 raw_records=1338573 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP24/formal_20260918T180223Z/raw/kernel-25967-ctx_0x578f9fb98050.trace.xz	3d6c4ec9173a306f95c6cb78ddaf87e68d13d7d9054151ee70be494acf3465dd	bc4829537eebdff2fbceb2a72ed877316cc5b77acefdee4fa764c02b2d5cc25e	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step24_20260918T180758Z_7e422ad46000
DECODE_FLASH_PRIMARY_1_STEP24_OCC0	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step24-occ0_20260918T210227Z_c4857ce381b3	ROUTEB_TERMINAL_COMPLETE kernel=25236 device_reported=1345652 receiver_accepted=1345652 raw_records=1345652 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP24_OCC0/formal_20260918T205652Z/raw/kernel-25236-ctx_0x599f9e97a680.trace.xz	7c566a140d467d8610910ba0af7bb9a1e860904eb0b70b6d08d4d0b55245da2b	66d0647db3179d5370b59095863b8e2fc03f68f2098169b23a155f9544c21bc0	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step24-occ0_20260918T210227Z_c4857ce381b3
DECODE_FLASH_PRIMARY_1_STEP24_OCC23	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step24-occ23_20260918T212415Z_ea5e61f7550c	ROUTEB_TERMINAL_COMPLETE kernel=26225 device_reported=1338646 receiver_accepted=1338646 raw_records=1338646 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP24_OCC23/formal_20260918T211840Z/raw/kernel-26225-ctx_0x5f8313d5ae30.trace.xz	a60a9fa961623973201533279ec02209cf6f69e774240706163f55a4b5f81302	1d8ec37d4c44d23556d4820364b1a6dc39177e09710a99a5e0d0d05214d93d89	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step24-occ23_20260918T212415Z_ea5e61f7550c
DECODE_FLASH_PRIMARY_1_STEP24_OCC8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step24-occ8_20260918T211322Z_1f2536c3a62a	ROUTEB_TERMINAL_COMPLETE kernel=25580 device_reported=1338234 receiver_accepted=1338234 raw_records=1338234 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP24_OCC8/formal_20260918T210745Z/raw/kernel-25580-ctx_0x640877c2bea0.trace.xz	e1acfd13b64ee282b6de36f12af46e9a3db7ec8ec940a11ef2b0be78a2b85a8d	f741fee832bc1bea1de2876d2b8842d34e824c49fec8dc40a2cfad77670fefc1	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step24-occ8_20260918T211322Z_1f2536c3a62a
DECODE_FLASH_PRIMARY_1_STEP32	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step32_20260918T181849Z_ec68027e078b	ROUTEB_TERMINAL_COMPLETE kernel=34391 device_reported=1338661 receiver_accepted=1338661 raw_records=1338661 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP32/formal_20260918T181314Z/raw/kernel-34391-ctx_0x56e2433b73d0.trace.xz	8bab9f20f674d43f922b833b1cf37c539796c21534e76802266ebcd53deec506	3140c72a2ada4c42405d2b90ad00038e4c0c16c6bf270718e5aacaff32f7956d	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step32_20260918T181849Z_ec68027e078b
