schema	classification	wave	workload	mode	source_row_kind	physical_pool_kib	attempt_uuid	core_source_head	simulator_sha256	config_sha256	trace_list_sha256	accepted_summary_sha256	raw_run_directory
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	BICG	IO	NEW_DIAGNOSTIC_RUN	24	56ecca8f-a5f1-4608-8282-6563fc269dba	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	6d8ab5fa96097c3aac520e0996ef6d3d57c4098646a646b74b02e4264a014d54	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	9dc2604002b10fbe12d443bf62a37eb0be4cf72a87b7624f6301dc3e9b25e2ed	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_bicg_physical24_io
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	BICG	IO	NEW_DIAGNOSTIC_RUN	32	98316de9-6f76-4073-9438-89a035e6ba68	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	65f477f59f24dddfbd06848196425228e1c4493b1e65ed7e7239fd938a951a06	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	16ae4fd97fa3a69a9a20b42f4ee2e9ea6d5cfd86e0c573d64ea41d352df67e6b	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_bicg_physical32_io
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	BICG	IO	NEW_DIAGNOSTIC_RUN	48	17fa6734-2dd9-4525-bbde-63b0939c5651	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	d70a7b0b9601058091b95e18cc8dcfdd0a8895f9438c87ed63f8e0f642396ec0	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	31a98cd4b5d1eee4e07a9a6f9e0e525e7b9d31e92065e5b900a7e3987c46b300	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_bicg_physical48_io
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	BICG	OO	NEW_DIAGNOSTIC_RUN	24	f51a6b2e-4448-4f01-8e9d-3bce3d80b975	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	e716164318dd12a61c06a50e1c4b95794c8dcfdca242cf4b7121ab96f3a94b11	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	81dca2ba916aa5c8eac4a64b5f4cd2aa6619970be84568a5417809e6e770c92b	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_bicg_physical24_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	BICG	OO	NEW_DIAGNOSTIC_RUN	32	c24ef8cc-0695-4ede-87ba-278b8966047f	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	d60177739b631e83dc6a6008425f47db53c49b1c409a54f1bedb261c837c4146	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	280eaa1ada1e0fa57c77071ae2fbc89ce5915444b0e46a760c2578e8d156804d	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_bicg_physical32_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	BICG	OO	NEW_DIAGNOSTIC_RUN	48	38483dae-778a-4d15-96f7-d557c3232b7c	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	361c9c98a1e5ef710c623f5229b3e94214270f64c1d39ba7af20937a603216fe	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	f3e4f6b9fe6550a090d8504afb41c095fc955aa8dd3514a44c5b8f9d3aa10f02	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_bicg_physical48_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	Btree	IO	NEW_DIAGNOSTIC_RUN	24	143709c2-819c-423e-a431-a1b6596d36b7	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	6d8ab5fa96097c3aac520e0996ef6d3d57c4098646a646b74b02e4264a014d54	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	5d3e8594eaf22c65350ffb77958b5bc54cdaae86a9bd95e65b6e2893d0c09960	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_btree_physical24_io
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	Btree	IO	NEW_DIAGNOSTIC_RUN	32	76d88800-0de2-4764-92e0-1969b2bc3170	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	65f477f59f24dddfbd06848196425228e1c4493b1e65ed7e7239fd938a951a06	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	4e64f82feae9772bded0d2cf9b8bae97becac91e319a7415d872af6e1948b341	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_btree_physical32_io
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	Btree	IO	NEW_DIAGNOSTIC_RUN	48	7685368d-02a4-4883-b77f-ae41fef3f104	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	d70a7b0b9601058091b95e18cc8dcfdd0a8895f9438c87ed63f8e0f642396ec0	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	7c5540a2cfba57113658fa8f80ce81c10de494deee8d3973fc44699250a164c6	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_btree_physical48_io
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	Btree	OO	NEW_DIAGNOSTIC_RUN	24	42a201d6-6e26-4afa-8c65-337fc00a6e8c	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	e716164318dd12a61c06a50e1c4b95794c8dcfdca242cf4b7121ab96f3a94b11	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	e07a90238e5cce80f9bf91495901f0c0a55a243004b1be9546e30d6c200499a2	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_btree_physical24_oo
