timestamp_utc	policy_version	task	task_class	event	decision	reason	predicted_peak_rss_kb	observed_peak_rss_kb	reserve_kb	mem_available_kb	mem_required_kb	swap_free_kb	swap_in_delta	swap_out_delta	memory_full_pct	io_full_pct	iowait_pct
2026-09-08T01:54:37Z	ADAPTIVE_RESOURCE_V2	E01	SMOKE	RESOURCE_GATE	GREEN	PASS	12582912	0	16777216	54165564	41943040	148	0	0	0.081630	0.136590	0.193368
2026-09-08T01:54:37Z	ADAPTIVE_RESOURCE_V2	E01	SMOKE	LOCK_ACQUIRED	GREEN	PASS	12582912	0	16777216	54165564	41943040	148	0	0	0.081630	0.136590	0.193368
2026-09-08T01:56:30Z	ADAPTIVE_RESOURCE_V2	E01	SMOKE	RESOURCE_GATE	GREEN	PASS	12582912	0	16777216	53356392	41943040	156	0	0	0.031960	0.172290	0.239493
2026-09-08T01:56:30Z	ADAPTIVE_RESOURCE_V2	E01	SMOKE	LOCK_ACQUIRED	GREEN	PASS	12582912	0	16777216	53356392	41943040	156	0	0	0.031960	0.172290	0.239493
2026-09-08T01:57:10Z	ADAPTIVE_RESOURCE_V2	E01	SMOKE	RESOURCE_GATE	GREEN	PASS	12582912	196608	16777216	54491896	41943040	156	0	0	0.026770	0.183770	0.255066
2026-09-08T01:57:10Z	ADAPTIVE_RESOURCE_V2	E01	SMOKE	LOCK_ACQUIRED	GREEN	PASS	12582912	196608	16777216	54491896	41943040	156	0	0	0.026770	0.183770	0.255066
2026-09-08T01:57:50Z	ADAPTIVE_RESOURCE_V2	E02	SMOKE	RESOURCE_GATE	GREEN	PASS	12582912	204800	16777216	54482488	41943040	164	0	0	0.013510	0.176960	0.242703
2026-09-08T01:57:50Z	ADAPTIVE_RESOURCE_V2	E02	SMOKE	LOCK_ACQUIRED	GREEN	PASS	12582912	204800	16777216	54482488	41943040	164	0	0	0.013510	0.176960	0.242703
2026-09-08T01:58:30Z	ADAPTIVE_RESOURCE_V2	E02	SMOKE	RESOURCE_GATE	GREEN	PASS	12582912	204800	16777216	54404896	41943040	168	0	0	0.027100	0.155030	0.228102
2026-09-08T01:58:30Z	ADAPTIVE_RESOURCE_V2	E02	SMOKE	LOCK_BUSY	GREEN	PASS	12582912	204800	16777216	54404896	41943040	168	0	0	0.027100	0.155030	0.228102
2026-09-08T01:59:40Z	ADAPTIVE_RESOURCE_V2	E02	SMOKE	RESOURCE_GATE	GREEN	PASS	12582912	204800	16777216	54404216	41943040	176	0	0	0.097610	0.097420	0.143900
2026-09-08T01:59:40Z	ADAPTIVE_RESOURCE_V2	E02	SMOKE	LOCK_ACQUIRED	GREEN	PASS	12582912	204800	16777216	54404216	41943040	176	0	0	0.097610	0.097420	0.143900
2026-09-08T02:00:20Z	ADAPTIVE_RESOURCE_V2	E03	SMOKE	RESOURCE_GATE	GREEN	PASS	12582912	204800	16777216	58805948	41943040	176	0	0	0.013470	0.120580	0.189609
2026-09-08T02:00:20Z	ADAPTIVE_RESOURCE_V2	E03	SMOKE	LOCK_ACQUIRED	GREEN	PASS	12582912	204800	16777216	58805948	41943040	176	0	0	0.013470	0.120580	0.189609
2026-09-08T02:01:00Z	ADAPTIVE_RESOURCE_V2	E03	SMOKE	RESOURCE_GATE	GREEN	PASS	12582912	204800	16777216	58636952	41943040	180	0	0	0.000050	0.078660	0.127190
2026-09-08T02:01:00Z	ADAPTIVE_RESOURCE_V2	E03	SMOKE	LOCK_ACQUIRED	GREEN	PASS	12582912	204800	16777216	58636952	41943040	180	0	0	0.000050	0.078660	0.127190
2026-09-08T02:01:40Z	ADAPTIVE_RESOURCE_V2	E04	SMOKE	RESOURCE_GATE	GREEN	PASS	12582912	204800	16777216	129849348	41943040	188	0	0	0.000040	0.157540	0.196664
2026-09-08T02:01:40Z	ADAPTIVE_RESOURCE_V2	E04	SMOKE	LOCK_ACQUIRED	GREEN	PASS	12582912	204800	16777216	129849348	41943040	188	0	0	0.000040	0.157540	0.196664
2026-09-08T02:02:20Z	ADAPTIVE_RESOURCE_V2	E04	SMOKE	RESOURCE_GATE	GREEN	PASS	12582912	204800	16777216	139533288	41943040	188	0	0	0.000000	0.126840	0.176987
2026-09-08T02:02:20Z	ADAPTIVE_RESOURCE_V2	E04	SMOKE	LOCK_ACQUIRED	GREEN	PASS	12582912	204800	16777216	139533288	41943040	188	0	0	0.000000	0.126840	0.176987
2026-09-08T02:03:01Z	ADAPTIVE_RESOURCE_V2	E05	SMOKE	RESOURCE_GATE	GREEN	PASS	12582912	204800	16777216	135636976	41943040	192	0	0	0.000000	0.170260	0.225750
