evidence_label	experiment_id	arm_id	evidence_scope	roi	profile	extra_config	simulator_exit_status	processing_kernels	telemetry_schema_records	binary_sha256	run_manifest_sha256	run_log_sha256	time_v_sha256	interpretation_guard	realized_vm_mode	realized_page_size_bytes	realized_pwc_mode	realized_pwc_entries	gpu_tot_sim_cycle	gpu_tot_ipc	vm_translation_lookup_requests	vm_l1_tlb_hits	vm_l1_tlb_misses	vm_l2_tlb_hits	vm_l2_tlb_misses	vm_translation_mshr_allocations	vm_translation_mshr_merges	vm_translation_mshr_full_events	vm_translation_mshr_lifetime_cycles_total	vm_translation_mshr_lifetime_cycles_max	vm_translation_requester_mshr_wait_cycles_total	vm_translation_requester_mshr_wait_cycles_max	vm_translation_pwq_occupancy	vm_translation_pwq_full_events	vm_translation_requester_l2_queue_cycles_total	vm_translation_requester_l2_queue_cycles_max	vm_translation_walkers_active	vm_translation_walk_starts	vm_translation_walk_completions	vm_pwc_mode	vm_pwc_entries_configured	vm_pwc_accesses	vm_pwc_hits	vm_pwc_misses	vm_pte_requests	vm_pte_responses	vm_pte_l2_only_responses	vm_pte_dram_responses	vm_pte_memory_wait_cycles_total	vm_pte_memory_wait_cycles_max	vm_object_attribution_conservation_pass	vm_object_WEIGHT_translation_requesters	vm_object_WEIGHT_l1_hits	vm_object_WEIGHT_l1_misses	vm_object_WEIGHT_l2_hits	vm_object_WEIGHT_l2_misses	vm_object_WEIGHT_mshr_allocations	vm_object_WEIGHT_mshr_merges	vm_object_WEIGHT_walk_starts	vm_object_WEIGHT_pwc_accesses	vm_object_WEIGHT_pwc_hits	vm_object_WEIGHT_pwc_misses	vm_object_WEIGHT_pte_requests	vm_object_WEIGHT_pte_l2_only_responses	vm_object_WEIGHT_pte_dram_responses	vm_object_WEIGHT_pte_memory_wait_cycles_total	vm_object_KV_CACHE_translation_requesters	vm_object_KV_CACHE_l1_hits	vm_object_KV_CACHE_l1_misses	vm_object_KV_CACHE_l2_hits	vm_object_KV_CACHE_l2_misses	vm_object_KV_CACHE_mshr_allocations	vm_object_KV_CACHE_mshr_merges	vm_object_KV_CACHE_walk_starts	vm_object_KV_CACHE_pwc_accesses	vm_object_KV_CACHE_pwc_hits	vm_object_KV_CACHE_pwc_misses	vm_object_KV_CACHE_pte_requests	vm_object_KV_CACHE_pte_l2_only_responses	vm_object_KV_CACHE_pte_dram_responses	vm_object_KV_CACHE_pte_memory_wait_cycles_total	vm_object_UNKNOWN_translation_requesters	vm_object_UNKNOWN_l1_hits	vm_object_UNKNOWN_l1_misses	vm_object_UNKNOWN_l2_hits	vm_object_UNKNOWN_l2_misses	vm_object_UNKNOWN_mshr_allocations	vm_object_UNKNOWN_mshr_merges	vm_object_UNKNOWN_walk_starts	vm_object_UNKNOWN_pwc_accesses	vm_object_UNKNOWN_pwc_hits	vm_object_UNKNOWN_pwc_misses	vm_object_UNKNOWN_pte_requests	vm_object_UNKNOWN_pte_l2_only_responses	vm_object_UNKNOWN_pte_dram_responses	vm_object_UNKNOWN_pte_memory_wait_cycles_total
SPECULATIVE_DIAGNOSTIC	E01	E01-generic	SIM_SMOKE_ONE_KERNEL_CONTINUOUS_REPLAY	decode1	generic	NONE	0	1	1	2d6f825faf71e4aa9acc8d62e98186c9d7c1a92ecd2c41cbfd108e918de44915	7f45ab60aba1c18781ed71718e6f5c174609370d8cc0e6da6e8217ca16cdd720	1abc5a6e657e76550c2219aae7e10e7cc9c487e6c5af486fba9f099de3e84c04	c6d2b0321aa5effed2119a167b8500d8bf747375ce564bf6c9cbd4a4be69221c	single-kernel smoke; do not infer full-ROI performance from hit/miss or IPC alone	2	65536	1	128	17390	116.1201	1568	1536	32	0	32	2	30	0	3259	1862	51904	1862	0	0	120	15	0	2	2	1	128	6	1	5	7	7	0	7	3248	464	1	528	512	16	0	16	1	15	1	3	1	2	3	0	3	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	1024	16	0	16	1	15	1	3	0	3	4	0	4	1856
SPECULATIVE_DIAGNOSTIC	E01	E01-pwc32	SIM_SMOKE_ONE_KERNEL_CONTINUOUS_REPLAY	decode1	generic	/workspace/vm-spec-farm/configs/b2/b2-pwc-finite32.config	0	1	1	2d6f825faf71e4aa9acc8d62e98186c9d7c1a92ecd2c41cbfd108e918de44915	17c2513720a1d4b4d9c494d0122a80177235614cfdbb3891bcbd8a01e50bd11b	d6a53b5a1c69b13f7f08538e525a095eab823a0f28f7bc4ee9a682a01d7792a7	53cb1c919f17a75e2bfbf93da5cc0f9b8271c8b9ed00ae91eba42afb62af6646	single-kernel smoke; do not infer full-ROI performance from hit/miss or IPC alone	2	65536	1	32	17390	116.1201	1568	1536	32	0	32	2	30	0	3259	1862	51904	1862	0	0	120	15	0	2	2	1	32	6	1	5	7	7	0	7	3248	464	1	528	512	16	0	16	1	15	1	3	1	2	3	0	3	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	1024	16	0	16	1	15	1	3	0	3	4	0	4	1856
SPECULATIVE_DIAGNOSTIC	E02	E02-generic	SIM_SMOKE_ONE_KERNEL_CONTINUOUS_REPLAY	decode1	generic	NONE	0	1	1	2d6f825faf71e4aa9acc8d62e98186c9d7c1a92ecd2c41cbfd108e918de44915	2d33b28e7a3c81f3d6b38d9c1c307165a51fbc68dc55d7ef7bc8b3201cdb3fbf	395d525f72210d31ad892c502d039ce512780c4e590816c3ab3188ca11dd5dd0	b321e85286166ce1c7d2264285230788732af351c1d3fc64fb48ce8f631666a8	single-kernel smoke; do not infer full-ROI performance from hit/miss or IPC alone	2	65536	1	128	17390	116.1201	1568	1536	32	0	32	2	30	0	3259	1862	51904	1862	0	0	120	15	0	2	2	1	128	6	1	5	7	7	0	7	3248	464	1	528	512	16	0	16	1	15	1	3	1	2	3	0	3	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	1024	16	0	16	1	15	1	3	0	3	4	0	4	1856
SPECULATIVE_DIAGNOSTIC	E02	E02-pwc512	SIM_SMOKE_ONE_KERNEL_CONTINUOUS_REPLAY	decode1	generic	/workspace/vm-spec-farm/configs/b2/b2-pwc-finite512.config	0	1	1	2d6f825faf71e4aa9acc8d62e98186c9d7c1a92ecd2c41cbfd108e918de44915	3fb96a9167d24db2d660b166064768e4d597d04383176cb6d204e0215490a01d	4111e4243c0a027e289b2a158e494b257dde7976cdcc28add7f23a0b513707e2	c4359f1af2dd23cbbed0186aef9a640a45e320f8ae408b6bbfca9e777fb142d1	single-kernel smoke; do not infer full-ROI performance from hit/miss or IPC alone	2	65536	1	512	17390	116.1201	1568	1536	32	0	32	2	30	0	3259	1862	51904	1862	0	0	120	15	0	2	2	1	512	6	1	5	7	7	0	7	3248	464	1	528	512	16	0	16	1	15	1	3	1	2	3	0	3	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	1024	16	0	16	1	15	1	3	0	3	4	0	4	1856
SPECULATIVE_DIAGNOSTIC	E03	E03-generic	SIM_SMOKE_ONE_KERNEL_CONTINUOUS_REPLAY	decode1	generic	NONE	0	1	1	2d6f825faf71e4aa9acc8d62e98186c9d7c1a92ecd2c41cbfd108e918de44915	8c48137986be95f83c0ef5c800c970f065e4d65037da33f73b447b90081cd7ee	82b91611d0eaa3ca9f60234c548c96c61c39ab383e9c6775225f768bf56623a0	22f02a5e74f4ad8585e4b40a34629e682cc6d5248769563ed481f610eb0a19bc	single-kernel smoke; do not infer full-ROI performance from hit/miss or IPC alone	2	65536	1	128	17390	116.1201	1568	1536	32	0	32	2	30	0	3259	1862	51904	1862	0	0	120	15	0	2	2	1	128	6	1	5	7	7	0	7	3248	464	1	528	512	16	0	16	1	15	1	3	1	2	3	0	3	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	1024	16	0	16	1	15	1	3	0	3	4	0	4	1856
SPECULATIVE_DIAGNOSTIC	E03	E03-pwcideal	SIM_SMOKE_ONE_KERNEL_CONTINUOUS_REPLAY	decode1	generic	/workspace/vm-spec-farm/configs/b2/b2-pwc-ideal.config	0	1	1	2d6f825faf71e4aa9acc8d62e98186c9d7c1a92ecd2c41cbfd108e918de44915	fc2ae4b61755835c87a42b70583cf5071b85a897845376c25e295af3035e5153	bb83fd623fcd89ce8b38f02a7e3fdb93de03068ceec36f59afbb48526e05418c	428d439130692298eeb97dd21dab9ee08cf281136f5506cbac801472f857427c	single-kernel smoke; do not infer full-ROI performance from hit/miss or IPC alone	2	65536	2	128	17390	116.1201	1568	1536	32	0	32	2	30	0	3259	1862	51904	1862	0	0	120	15	0	2	2	2	128	6	1	5	7	7	0	7	3248	464	1	528	512	16	0	16	1	15	1	3	1	2	3	0	3	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	1024	16	0	16	1	15	1	3	0	3	4	0	4	1856
SPECULATIVE_DIAGNOSTIC	E04	E04-generic64k	SIM_SMOKE_ONE_KERNEL_CONTINUOUS_REPLAY	decode1	generic	NONE	0	1	1	2d6f825faf71e4aa9acc8d62e98186c9d7c1a92ecd2c41cbfd108e918de44915	5a8a691777a9b34fff25d587c04f9113f58b18a2a3c5c5b9a3eed1aa54ab41f6	e7cd483105bd5f81c43781fcd922ef432e22e9a0074ffe3fd15aada4f4c56f09	9a81035db2fd10434ad561a23d7ba973ae86a762e7f391e294cae8b696ab8b97	single-kernel smoke; do not infer full-ROI performance from hit/miss or IPC alone	2	65536	1	128	17390	116.1201	1568	1536	32	0	32	2	30	0	3259	1862	51904	1862	0	0	120	15	0	2	2	1	128	6	1	5	7	7	0	7	3248	464	1	528	512	16	0	16	1	15	1	3	1	2	3	0	3	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	1024	16	0	16	1	15	1	3	0	3	4	0	4	1856
SPECULATIVE_DIAGNOSTIC	E04	E04-page2mb	SIM_SMOKE_ONE_KERNEL_CONTINUOUS_REPLAY	decode1	generic	/workspace/vm-spec-farm/configs/b2/b2-page-2mb-diagnostic.config	0	1	1	2d6f825faf71e4aa9acc8d62e98186c9d7c1a92ecd2c41cbfd108e918de44915	0929c9da46c1f47abdd15aa77535d4d7a34e75f629143563d50ca30734ead7b5	313fa7aca8ccea7495a30c12c6d3c1df1f2788a3c590bdaefb576b7635f28156	6dd9137987cba704f58f8463e232df29991e158a5cf39a3c3478b70811c4ddc9	single-kernel smoke; do not infer full-ROI performance from hit/miss or IPC alone	2	2097152	1	128	17390	116.1201	1568	1536	32	0	32	2	30	0	3259	1862	51904	1862	0	0	120	15	0	2	2	1	128	6	1	5	7	7	0	7	3248	464	1	528	512	16	0	16	1	15	1	3	1	2	3	0	3	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	1024	16	0	16	1	15	1	3	0	3	4	0	4	1856
SPECULATIVE_DIAGNOSTIC	E05	E05-generic	SIM_SMOKE_ONE_KERNEL_CONTINUOUS_REPLAY	decode1	generic	NONE	0	1	1	2d6f825faf71e4aa9acc8d62e98186c9d7c1a92ecd2c41cbfd108e918de44915	efeae75869335764df93bc63fedaefb97ed47a23123d34426c120be72be1249f	a933d42e4369c51d75b0b8707c4a1d1abcbc7b93d930bb77d1aa99c7165b511a	656ba47e7b6350f50a450622edabea33a8769d96cdbbc6ea72b5eccc0e04c8fc	single-kernel smoke; do not infer full-ROI performance from hit/miss or IPC alone	2	65536	1	128	17390	116.1201	1568	1536	32	0	32	2	30	0	3259	1862	51904	1862	0	0	120	15	0	2	2	1	128	6	1	5	7	7	0	7	3248	464	1	528	512	16	0	16	1	15	1	3	1	2	3	0	3	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	1024	16	0	16	1	15	1	3	0	3	4	0	4	1856
SPECULATIVE_DIAGNOSTIC	E05	E05-disabled	SIM_SMOKE_ONE_KERNEL_CONTINUOUS_REPLAY	decode1	disabled	NONE	0	1	1	2d6f825faf71e4aa9acc8d62e98186c9d7c1a92ecd2c41cbfd108e918de44915	5b4c3d38b5aeaf8ac8e86918136c99905dec97c147172dbda876b05567ff1acc	84ef2756d50ff1216f2ca6068cdbb527dd9778e51f46df0e52bd024a18028de9	5979bf5e490607a60e7aede6ef3857fc734c6cb7948c9e2c14d654113331ab64	single-kernel smoke; do not infer full-ROI performance from hit/miss or IPC alone	0	65536	1	128	13733	147.0420	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED	NOT_EMITTED
