kind	id	path	sha256	evidence_class
run_log	A1_CONTROL:none:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/A1_CONTROL_none_10_80/run.log	150a2aa6a70354d99581edbe2468e5d8a540bb7b1361d614a434d0ff5ee4e62b	P1_DISCOVERY
command	A1_CONTROL:none:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/A1_CONTROL_none_10_80/command.json	d30e1303a1b84b8b470dcbd83d17cd7b4076985ebc23d08f38ba4cf0f0a312e5	P3_PROVENANCE
run_log	A1_CONTROL:refill_protect:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/A1_CONTROL_refill_protect_10_80/run.log	10623e5212d36372151def654e6b495f620f73c07bdd2714e91621f06af8763d	P1_DISCOVERY
command	A1_CONTROL:refill_protect:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/A1_CONTROL_refill_protect_10_80/command.json	6bd44efd071c523ba9cb951fe76c50f675d74dc5b2f6a108d4abe07576b23939	P3_PROVENANCE
run_log	A1_CONTROL:same_page_share:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/A1_CONTROL_same_page_share_10_80/run.log	f81170a39d0f8ed85c641cd155e9bb3777a863d03af201bc30a349a976455c57	PRE_FIX_OBSOLETE
command	A1_CONTROL:same_page_share:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/A1_CONTROL_same_page_share_10_80/command.json	9be5e6f21e7073d62460d5aa1b875b7565665f23f0fececb4323f302465fd96f	P3_PROVENANCE
run_log	T0:none:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T0_none_10_80/run.log	16c3a69544170326df60ca43135fa6b78c50e5190082e9b95ab7fcc61fe74786	P1_DISCOVERY
command	T0:none:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T0_none_10_80/command.json	25fd5e0ecd87d27e2b37dc840e777f6f5055be85dc1bc352b600aa66c0b6869a	P3_PROVENANCE
run_log	T0:refill_protect:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T0_refill_protect_10_80/run.log	33b6a6085db7c6663e750a958e73c7906a96419bb10d9248435b49331682bb0c	P1_DISCOVERY
command	T0:refill_protect:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T0_refill_protect_10_80/command.json	57265d59276fc23dad22abdc6dca4efdfdea40e5d478cef414098f3d2a832ad9	P3_PROVENANCE
run_log	T0:same_page_share:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T0_same_page_share_10_80/run.log	c43eff6b13947c9cb307bc50af98420975d7e692583fd88662e9f3fbeea6aa8d	PRE_FIX_OBSOLETE
command	T0:same_page_share:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T0_same_page_share_10_80/command.json	746c8ed185f9da489333018daa3d8c11f87c19b6941cd8b2de9045c6bf3fb021	P3_PROVENANCE
run_log	T1:none:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T1_none_10_80/run.log	d208579d44799167aae1e9a8f53ad9743f377d6ed7373eb908f61e9d08edc719	P1_DISCOVERY
command	T1:none:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T1_none_10_80/command.json	8e970bc15c92b45a6b0d58e1ca142a421ea8e6e9f06333dfac0148de227d02e6	P3_PROVENANCE
run_log	T1:refill_protect:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T1_refill_protect_10_80/run.log	2c12db560dc04340e15e7f2c9599224b4b4eae3ed59afa30effcf5230bb61510	P1_DISCOVERY
command	T1:refill_protect:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T1_refill_protect_10_80/command.json	c087878f0ea6fcef5755effba7d2c8c180366a02cf48d0113b6083ac86e498ba	P3_PROVENANCE
run_log	T1:same_page_share:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T1_same_page_share_10_80/run.log	ab24f031c2f81efd3a4ca1f6839705475d9ddf700885ac163879d5a91844287e	PRE_FIX_OBSOLETE
command	T1:same_page_share:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T1_same_page_share_10_80/command.json	3bab75c279f576194fd12e21cdd19f388e74930e91147f8c38cdc963934472bf	P3_PROVENANCE
run_log	T2:none:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T2_none_10_80/run.log	b181bc023efc855377ebe47dfebd433d98381b70857f6e828a218f995375440e	P1_DISCOVERY
command	T2:none:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T2_none_10_80/command.json	ce607d10e0d95c662aeb52be025256fe7a053ca4647e86dc9ded15c1a5bab633	P3_PROVENANCE
run_log	T2:refill_protect:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T2_refill_protect_10_80/run.log	b4b837fbe8e625ba258eb26e65ed812e234d060a3f513fc8f7c99a0ba036a1ad	P1_DISCOVERY
command	T2:refill_protect:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T2_refill_protect_10_80/command.json	fcb283b70f43b0bf3397e4ed49c7cafe38d19c5ff01033a6349574be4aa3ac90	P3_PROVENANCE
run_log	T2:same_page_share:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T2_same_page_share_10_80/run.log	853f12dee10b2b59d3e02161730d88c112abc83341a5d1f9a81c4bced5f76ce1	PRE_FIX_OBSOLETE
